[00:00.000 --> 00:02.000]  How is sunny California?
[20:16.000 --> 20:17.000]  they thought this was going to be a nightmare
[20:17.000 --> 20:18.000]  getting rid of this mattress
[20:18.000 --> 20:19.000]  because they actually didn't like it,
[20:19.000 --> 20:22.000]  and it was actually just as easy as I said.
[20:22.000 --> 20:23.000]  You call them up. They come.
[20:23.000 --> 20:25.000]  They get it, and you get all your money back.
[20:25.000 --> 20:29.000]  So go to casper.com slash the talk show and remember that,
[20:29.000 --> 20:33.000]  and next time you need a mattress, you'll save 50 bucks.
[20:33.000 --> 20:35.000]  Anything else on the Apple Store?
[20:35.000 --> 20:38.000]  No, I think it's going to be just interesting to see
[20:38.000 --> 20:41.000]  how rapidly and how many of these new five special features
[20:41.000 --> 20:43.000]  they roll out to other stores,
[20:43.000 --> 20:44.000]  how long that's going to take to happen.
[20:44.000 --> 20:47.000]  Yeah, you know, I bet fairly quickly,
[20:47.000 --> 20:49.000]  but it's, you know, it's certainly interesting,
[20:49.000 --> 20:51.000]  and it certainly does answer the question
[20:51.000 --> 20:53.000]  of what's Angela Arndt been up to.
[20:53.000 --> 20:55.000]  Yeah, she's been busy, and anyone who, like, again,
[20:55.000 --> 20:57.000]  anyone who knows her on campus knows that she's been
[20:57.000 --> 20:59.000]  super engaged and super busy since she took over.
[20:59.000 --> 21:02.000]  Just even the transition from, prior to Angela Arndt's
[21:02.000 --> 21:05.000]  online and retail were separate operations,
[21:05.000 --> 21:06.000]  and she's been unifying those,
[21:06.000 --> 21:09.000]  and they did that giant online store makeover
[21:09.000 --> 21:11.000]  at the end of last year, which took them right from,
[21:11.000 --> 21:13.000]  that stuff was terribly outdated technology,
[21:13.000 --> 21:16.000]  and they went, like, whether you like it or hate it,
[21:16.000 --> 21:18.000]  you know, you can't browse anymore,
[21:18.000 --> 21:20.000]  but technologically speaking, the new Apple Store,
[21:20.000 --> 21:22.000]  they flipped a switch, and it appeared one day,
[21:22.000 --> 21:24.000]  which is a remarkable achievement.
[21:24.000 --> 21:28.000]  Yeah, and you know, it's got to be a stressful job,
[21:28.000 --> 21:30.000]  Angela Arndt, because, and I, you know,
[21:30.000 --> 21:33.000]  famously Apple doesn't really run by profit and loss centers,
[21:33.000 --> 21:36.000]  you know, there's no, you know, target for profit
[21:36.000 --> 21:39.000]  from the iPods and the target for profit from the Macs,
[21:39.000 --> 21:41.000]  and I mean, I'm sure they have internal goals,
[21:41.000 --> 21:43.000]  but they don't run, like, a division like that,
[21:43.000 --> 21:45.000]  but retail, by definition, I mean, at the end of the day,
[21:45.000 --> 21:48.000]  you know, you, you know, there's these fixed costs,
[21:48.000 --> 21:51.000]  like the lease of the building, and all of the salaries
[21:51.000 --> 21:54.000]  for all of the employees, and then there's how much money
[21:54.000 --> 21:57.000]  you made by selling products, and it's, you know,
[21:57.000 --> 22:00.000]  if there is, you know, like, a decline in that,
[22:00.000 --> 22:03.000]  it's going to, you know, be noticeable.
[22:03.000 --> 22:05.000]  Yeah, and Apple, again, famously doesn't have presidents,
[22:05.000 --> 22:08.000]  but if you look at the size of Apple Store business,
[22:08.000 --> 22:10.000]  and it's similar to iTunes, where they,
[22:10.000 --> 22:13.000]  I mean, they need marketing, they need all these divisions
[22:13.000 --> 22:15.000]  to make stuff for them, it's much more than a branch
[22:15.000 --> 22:18.000]  like engineering, or a branch like Silicon Technologies
[22:18.000 --> 22:19.000]  would need.
[22:19.000 --> 22:21.000]  Yeah, it's, you know, it's an incredible operation,
[22:21.000 --> 22:24.000]  really is, I wonder how many stores they have now.
[22:24.000 --> 22:27.000]  I forget the number, but it was the anniversary,
[22:27.000 --> 22:29.000]  I think, the 15th or something anniversary yesterday
[22:29.000 --> 22:30.000]  when they timed this.
[22:30.000 --> 22:31.000]  Yeah.
[22:31.000 --> 22:36.000]  So, from one store to another, the App Store,
[22:36.000 --> 22:40.000]  and in the news lately, developers, something,
[22:40.000 --> 22:43.000]  they flipped some sort of switch within the last two weeks
[22:43.000 --> 22:47.000]  or so, and review times at the App Store haven't just
[22:47.000 --> 22:50.000]  gotten better, it's like, it's like overnight,
[22:50.000 --> 22:53.000]  it went from a roughly one-week review process,
[22:53.000 --> 22:56.000]  like here's version 1.2 of my app, I'm submitting it
[22:56.000 --> 22:57.000]  to the App Store.
[22:57.000 --> 23:00.000]  For years, I mean, the entire life of the App Store,
[23:00.000 --> 23:04.000]  you know, going back to 2008, you could more or less
[23:04.000 --> 23:08.000]  expect about a week before your app, if it goes through
[23:08.000 --> 23:12.000]  and everything is okay, about a week before it is,
[23:12.000 --> 23:15.000]  you get the email that says, okay, you know,
[23:15.000 --> 23:17.000]  it's ready to go, just hit this button,
[23:17.000 --> 23:18.000]  and it'll be live in the store.
[23:18.000 --> 23:22.000]  And now it's one day, and at times, it's within a day.
[23:22.000 --> 23:25.000]  There's a story, Cable Sasser posted a tweet
[23:25.000 --> 23:27.000]  that one of the people at Panic published,
[23:27.000 --> 23:30.000]  not a Panic app, but a private app, you know,
[23:30.000 --> 23:33.000]  a personal app, at 10.30 in the morning, submitted it,
[23:33.000 --> 23:36.000]  got a notice at 3.30 in the afternoon that there was
[23:36.000 --> 23:38.000]  a crasher, and it was actually a legitimate crasher,
[23:38.000 --> 23:40.000]  so it was like, hey, thanks for finding this.
[23:40.000 --> 23:44.000]  At 5.30 or so, submitted a fixed version,
[23:44.000 --> 23:47.000]  and by like 9 o'clock at night, it was ready to go.
[23:47.000 --> 23:49.000]  8.30 at night, it was ready to go.
[23:49.000 --> 23:53.000]  So within a day, they submitted, a guy submitted an app,
[23:53.000 --> 23:55.000]  they found a crasher, resubmitted a fixed version,
[23:55.000 --> 23:57.000]  and published it to the store.
[23:57.000 --> 23:59.000]  So something's going on.
[23:59.000 --> 24:01.000]  Yeah, I mean, it's super interesting to me,
[24:01.000 --> 24:03.000]  because immediately, everyone's like, well, Phil Schiller,
[24:03.000 --> 24:05.000]  Phil Schiller, but, you know, Phil Schiller's
[24:05.000 --> 24:07.000]  been in charge of app reviews since the beginning.
[24:07.000 --> 24:09.000]  That's always been part of his organization,
[24:09.000 --> 24:12.000]  the way that evangelism is, and the WWDR is.
[24:12.000 --> 24:14.000]  That's always been a Phil Schiller thing.
[24:14.000 --> 24:16.000]  So I just wonder that now that Phil Schiller
[24:16.000 --> 24:17.000]  has total control over the app store,
[24:17.000 --> 24:20.000]  that there's no more, you know, what can we put on Eddie?
[24:20.000 --> 24:21.000]  What can we put on Phil?
[24:21.000 --> 24:23.000]  Is anybody really looking at this?
[24:23.000 --> 24:24.000]  We need this fixed, Phil.
[24:24.000 --> 24:25.000]  You're going in there to fix it.
[24:25.000 --> 24:26.000]  It has to be fixed.
[24:26.000 --> 24:28.000]  And that prompts a lot of action.
[24:28.000 --> 24:29.000]  I guess.
[24:29.000 --> 24:31.000]  Is that what you think is going on?
[24:31.000 --> 24:32.000]  I mean.
[24:32.000 --> 24:33.000]  I think there's a couple of things.
[24:33.000 --> 24:36.000]  Like one is, you know, I'm not a developer,
[24:36.000 --> 24:38.000]  but we've had apps, just for the company I work with,
[24:38.000 --> 24:40.000]  has had apps in the app store for a very long time.
[24:40.000 --> 24:42.000]  And usually what I would see, because I'm on the email chain,
[24:42.000 --> 24:44.000]  is the app gets submitted, and then you don't hear anything
[24:44.000 --> 24:45.000]  for about a week.
[24:45.000 --> 24:47.000]  And then at the weak point, it says your app is now in review.
[24:47.000 --> 24:49.000]  And then usually, very quickly after that,
[24:49.000 --> 24:51.000]  it's either approved or rejected.
[24:51.000 --> 24:54.000]  So the actual review process was always very, very quick.
[24:54.000 --> 24:56.000]  It was just a part getting your app into that review process
[24:56.000 --> 24:58.000]  that seemed to take a long time.
[24:58.000 --> 25:01.000]  And then when the Google Play Store famously switched to reviews,
[25:01.000 --> 25:03.000]  that gap was much less.
[25:03.000 --> 25:04.000]  Like they were doing something,
[25:04.000 --> 25:06.000]  maybe not to the extent that Apple was doing it,
[25:06.000 --> 25:07.000]  but they didn't have that long gap
[25:07.000 --> 25:09.000]  before your app would go into review.
[25:09.000 --> 25:12.000]  And that was really what seemed to be killer for people.
[25:12.000 --> 25:14.000]  And now that gap is gone.
[25:14.000 --> 25:16.000]  And my understanding is, I forget how long it was,
[25:16.000 --> 25:18.000]  maybe three or four weeks ago,
[25:18.000 --> 25:21.000]  there was just a major reorg in that organization.
[25:21.000 --> 25:26.000]  And they changed some things that I think needed to be changed.
[25:26.000 --> 25:28.000]  I think everybody involved knew that they needed to be changed.
[25:28.000 --> 25:30.000]  I'm talking mostly like, I don't want to name names here,
[25:30.000 --> 25:33.000]  but people probably know who was involved in that organization
[25:33.000 --> 25:35.000]  because they did get attention years ago.
[25:35.000 --> 25:38.000]  That got moved, and those people are no longer there.
[25:38.000 --> 25:41.000]  And it seems like that was the fix that needed to be made,
[25:41.000 --> 25:43.000]  at least the high-level fix that needed to be made
[25:43.000 --> 25:45.000]  to make this process on track.
[25:45.000 --> 25:50.000]  Yeah, I wonder if the, I think it was in January
[25:50.000 --> 25:52.000]  where they announced, or maybe it was December.
[25:52.000 --> 25:54.000]  Yeah, it looks like it was back in December.
[25:54.000 --> 25:55.000]  So it was at the end of the year,
[25:55.000 --> 25:59.000]  and Apple made an announcement where,
[25:59.000 --> 26:01.000]  did they promote somebody?
[26:01.000 --> 26:05.000]  I think somebody got promoted to be a senior vice president.
[26:05.000 --> 26:08.000]  What's his name? The chip guy.
[26:08.000 --> 26:09.000]  Oh, Johnny Srouji.
[26:09.000 --> 26:14.000]  Yeah, Johnny Srouji got promoted to senior vice president.
[26:14.000 --> 26:20.000]  And they put the app store, which used to be under Eddy Cue.
[26:20.000 --> 26:22.000]  They moved it to Phil Schiller's group.
[26:22.000 --> 26:26.000]  And I can't help but think it's not,
[26:26.000 --> 26:28.000]  I don't even think it's like a Phil versus anything.
[26:28.000 --> 26:32.000]  I think it's sort of a fell through the cracks thing
[26:32.000 --> 26:35.000]  because, like you said,
[26:35.000 --> 26:39.000]  app review was always part of developer relations,
[26:39.000 --> 26:43.000]  and developer relations has been under Phil Schiller
[26:43.000 --> 26:45.000]  going back to the 90s.
[26:45.000 --> 26:47.000]  I mean, as long as Schiller's been there,
[26:47.000 --> 26:50.000]  I think Schiller's been in charge of, you know,
[26:50.000 --> 26:51.000]  not that he runs it.
[26:51.000 --> 26:53.000]  You know, he's obviously got a lot of responsibilities,
