[00:00.000 --> 00:01.000]  So where to start?
[21:49.720 --> 21:51.480]  think that that's coming.
[21:51.480 --> 21:52.720]  Yeah.
[21:52.720 --> 21:57.520]  You know, I think that there's half of it, I think, is that changes like that take a lot
[21:57.520 --> 22:04.320]  of time because it or not a lot of time, but a lot of time compared to our industry, right?
[22:04.320 --> 22:06.080]  Because you can't do it digitally.
[22:06.080 --> 22:11.360]  You can't just, you know, have a new store and, you know, I mean, you don't like
[22:11.360 --> 22:14.960]  they do with the online store, put up a sticky note for 15 minutes.
[22:14.960 --> 22:18.640]  And then when you come back, it's an all new store, you know, this brick and mortar stuff
[22:18.640 --> 22:25.000]  takes, visit, you know, actual time and, you know, to take a store down and put it back
[22:25.000 --> 22:30.120]  up is time when you're not to making sales, you know, so like in San Francisco, I don't
[22:30.120 --> 22:33.360]  know if the new store is open yet, but they're not putting the new store on the same
[22:33.360 --> 22:34.520]  spot as the old store.
[22:34.520 --> 22:39.160]  They're putting it like on the other corner around, what's the name of that part?
[22:39.160 --> 22:40.160]  Union Square?
[22:40.160 --> 22:41.160]  Yep.
[22:41.160 --> 22:47.160]  You know, you can't do that everywhere where Apple has a retail store, you know, most
[22:47.160 --> 22:53.640]  of the ones that are in shopping malls, you could, I guess, get another spot in the mall,
[22:53.640 --> 22:57.520]  but who knows if there's one, you know, it all depends on availability that's outside
[22:57.520 --> 22:59.000]  the control of Apple.
[22:59.000 --> 23:01.640]  And they're not like a carrier company who's going to just put a little kiosk out front
[23:01.640 --> 23:03.400]  and what the store is closed behind it.
[23:03.400 --> 23:04.400]  Right?
[23:04.400 --> 23:05.400]  Exactly.
[23:05.400 --> 23:11.880]  Yeah, I think, I think as the watch starts to deploy into the stores and as the other products
[23:11.880 --> 23:15.360]  start coming online for next year, we're going to see the store sort of transform to,
[23:15.360 --> 23:19.040]  I don't know if fashion is the right word, I think Apple's doing something really interesting
[23:19.040 --> 23:23.120]  where technology is meeting fashion, but it's going to be an Apple store that, that has
[23:23.120 --> 23:24.800]  to be different than it was in the past.
[23:24.800 --> 23:25.800]  Yeah.
[23:25.800 --> 23:26.800]  Let me see anything else.
[23:26.800 --> 23:27.800]  I don't really see it myself.
[23:27.800 --> 23:31.920]  Beats was, Beats, I think was announced earlier on in the year because they had Dre on
[23:31.920 --> 23:32.920]  the stage for WBC.
[23:32.920 --> 23:35.120]  So it must have been May 2014.
[23:35.120 --> 23:40.400]  Apple to acquire music, beats music, and beats electronics.
[23:40.400 --> 23:49.320]  I don't know that that's major news, because it's not a huge, it's a much bigger transaction
[23:49.320 --> 23:54.240]  than Apple has made, you know, famously, you know, it's the biggest acquisition since
[23:54.240 --> 23:59.840]  they acquired next, which of course, you know, is the, you know, turned into like the
[23:59.840 --> 24:03.760]  backbone of the country, of the company.
[24:03.760 --> 24:10.400]  But, you know, a $500 million acquisition in 1997 was like, was seriously about the company
[24:10.400 --> 24:16.480]  acquisition, whereas a, you know, $3 billion or whatever it cost acquisition to get beats
[24:16.480 --> 24:18.480]  is pocket change.
[24:18.480 --> 24:19.480]  Absolutely.
[24:19.480 --> 24:21.320]  Yeah, $300 billion, $3 billion.
[24:21.320 --> 24:25.880]  You know, I mean, you don't want to make a $3 billion acquisition that doesn't turn out
[24:25.880 --> 24:29.040]  well, but it certainly isn't going to have any meaningful.
[24:29.040 --> 24:32.520]  If it turned out to be a complete bust, it's not going to hurt the company.
[24:32.520 --> 24:35.640]  I think more interesting than the beats acquisition was just the reactions to it from, it
[24:35.640 --> 24:40.320]  was almost like everyone went through the five stages of grief with denial and anger, and
[24:40.320 --> 24:41.400]  they just couldn't believe it.
[24:41.400 --> 24:43.840]  And it turns out, it does make some sense.
[24:43.840 --> 24:47.480]  There are, you know, selling headphones at Apple stores makes a lot of sense, and sort of
[24:47.480 --> 24:51.000]  a synergy between iTunes radio and beats music, whatever it ends up being labeled makes
[24:51.000 --> 24:52.320]  a lot of sense.
[24:52.320 --> 24:59.560]  Yeah, and I think, I don't know, I still don't think overall it makes ton of sense.
[24:59.560 --> 25:04.520]  I'm still waiting for the other shoe to drop on it, but it's in some sense it does where
[25:04.520 --> 25:08.400]  it's the only other iconic headphone company I can think of.
[25:08.400 --> 25:15.240]  I mean, it has nothing to do with, you know, Marco Arman style, quality analysis, but
[25:15.240 --> 25:19.520]  rather you're out on the sidewalk and you see somebody walking while they're listening
[25:19.520 --> 25:24.240]  to their device and, you know, those white earbuds that Apple's been making ever since
[25:24.240 --> 25:30.320]  2001 are truly iconic, I mean, they even had for years an ad campaign that was kind of
[25:30.320 --> 25:36.080]  based on that, right, with the silhouettes dancing silhouettes who, you know, have white earbuds
[25:36.080 --> 25:41.760]  and a white Y, you know, connector draped around their body.
[25:41.760 --> 25:43.080]  They own that, right?
[25:43.080 --> 25:46.000]  Not that other companies, you know, that they have a trademark on it and nobody can make
[25:46.000 --> 25:50.400]  white earbuds, but white earbuds, people see them, they think that's somebody listening
[25:50.400 --> 25:51.880]  to an Apple device.
[25:51.880 --> 25:55.880]  And beats is the only other company I can think of that has that sort of recognition.
[25:55.880 --> 25:59.880]  Yeah, they have that, they have the cash aid that the iPod commercials used to have
[25:59.880 --> 26:04.080]  for 10 years ago, but I think there's also an element to Eddie Q's organization is just
[26:04.080 --> 26:06.680]  so big and there's going to be a limit at some point to what he can do.
[26:06.680 --> 26:10.400]  I mean, he's doing Apple Pay now as well and he does the app store and the iTunes store
[26:10.400 --> 26:12.680]  and he does all the contract negotiations.
[26:12.680 --> 26:16.760]  And if you could have Jimmy Iovian in there doing at least some of that, it takes more
[26:16.760 --> 26:18.960]  stuff off of Eddie Q's desk.
[26:18.960 --> 26:19.960]  Yeah.
[26:19.960 --> 26:22.560]  I heard, and it, you know, I don't think this is surprising.
[26:22.560 --> 26:27.520]  It's probably what everybody was guessing anyway, but what I have heard recently was that
[26:27.520 --> 26:35.040]  at least inside Apple, the Beats acquisition is viewed as an anything that Eddie, Eddie started
[26:35.040 --> 26:40.040]  it and he pushed for it and he drove it and not that that Tim Cook wasn't engaged and
[26:40.040 --> 26:43.400]  I'm sure that at the negotiation level he was in fact deeply engaged.
[26:43.400 --> 26:48.200]  I mean, I don't think, you know, Tim Cook has not like, don't worry about the details
[26:48.200 --> 26:52.080]  sort of CEO.
[26:52.080 --> 26:56.080]  So not to diminish what Tim Cook's role in the negotiations might have been, but in terms
[26:56.080 --> 27:03.520]  of advocating it and, you know, pushing for it, it was almost entirely an Eddie Q thing.
[27:03.520 --> 27:06.720]  That's interesting because we didn't see anything about iTunes this year.
[27:06.720 --> 27:10.640]  We didn't see continuity for iTunes, for example, we didn't see a new iTunes music
[27:10.640 --> 27:11.640]  service.
[27:11.640 --> 27:15.640]  iTunes radio still hasn't gone past the US and Australia, I think.
[27:15.640 --> 27:19.600]  iTunes is an aging platform, it's still based on web objects, it's still based on their
[27:19.600 --> 27:23.800]  original software they used to manage, you know, the music store and all of that at some
[27:23.800 --> 27:27.240]  point, you know, it's going to be like a John Syracuse thing where a thousand years from
[27:27.240 --> 27:28.480]  now, this is going to have to be fixed.
[27:28.480 --> 27:31.240]  So what's the point between now and then that it actually gets fixed?
[27:31.240 --> 27:35.000]  And I don't know if Beats has better software or better solution, but it could also be a catalyst
[27:35.000 --> 27:39.320]  to Apple finally fixing a lot of the infrastructure things that they have to do with the
[27:39.320 --> 27:40.320]  iTunes store.
[27:40.320 --> 27:46.120]  Yeah, I think, you know, above and beyond whether it's based on web objects, behind the scenes
[27:46.120 --> 27:52.760]  and all of that, I think it's ever more clear that it's based on a model that just isn't
[27:52.760 --> 28:01.080]  relevant anymore, which is, here's a song you want and you give a retailer money for it
[28:01.080 --> 28:05.880]  and now you own a copy of it, it's just not, that's just, that's done.
[28:05.880 --> 28:11.600]  I mean, I'm not done, not done in the sense of they're not selling any songs anymore,
[28:11.600 --> 28:18.480]  but that I can't see any way that that ever comes back, yes, it's, it's in permanent
[28:18.480 --> 28:19.480]  decline.
[28:19.480 --> 28:25.040]  It's sort of like what, what, like what standalone iPods are, you know, it's, you know, still
[28:25.040 --> 28:29.560]  a decent business, but it's, it's never going to increase quarter over quarter.
[28:29.560 --> 28:32.600]  It's going to go into permanent decline.
[28:32.600 --> 28:36.840]  And just like the iPod is being replaced by the iPhone, in some cases the iPad mini and
[28:36.840 --> 28:41.040]  now larger iPhones, it makes sense for whatever iTunes was, I forget it early enough to
[28:41.040 --> 28:42.800]  have whatever iTunes will end up being.
[28:42.800 --> 28:43.800]  Right.
[28:43.800 --> 28:44.800]  And it's, yeah.
[28:44.800 --> 28:48.800]  And in the same way that, you know, iPods sales decreasing doesn't mean that people are
[28:48.800 --> 28:52.880]  spending less time with gadgets that play music.
[28:52.880 --> 28:57.160]  In the same way, music sales declining doesn't mean people are spending less time listening
[28:57.160 --> 28:58.240]  to music.
[28:58.240 --> 29:01.920]  If anything, they're probably spending more, you know, I, I wouldn't be surprised if you
[29:01.920 --> 29:06.720]  did a study and found out that people listen to more music today, or at least time spent
[29:06.720 --> 29:09.200]  listening to music than ever before.
[29:09.200 --> 29:12.440]  It's just that the model is no longer buying and selling.
[29:12.440 --> 29:13.440]  Yeah.
[29:13.440 --> 29:15.560]  And it's not, it's not, it's not, you know, you had to buy it, it's not what you had to
[29:15.560 --> 29:16.560]  wait in the radio.
[29:16.560 --> 29:19.120]  People can get pretty much what they want, when they want, and that opens them up to just
[29:19.120 --> 29:21.720]  consuming it almost nonstop if they want to.
[29:21.720 --> 29:23.760]  Right.
[29:23.760 --> 29:28.000]  Um, so I don't know, I'm, I'm still not sure what to make of that.
[29:28.000 --> 29:35.320]  If it is the beats thing, an exception to the rule, just because it is, it, it, it combines
[29:35.320 --> 29:42.080]  two things that Apple wants to continue being a leader at, which is music listening hardware
[29:42.080 --> 29:47.480]  and a digital distribution of legal music.
[29:47.480 --> 29:52.800]  Is it just that, that beats is like a rare, perfect storm, you know, acquisition, or is
