[00:00.000 --> 00:02.000]  You sound wonderful. Do you have a new microphone?
[01:40:18.660 --> 01:40:25.620]  I I mean I've saved so much money by not buying Apple care for anything that you know, I I could I could buy like a
[01:40:26.460 --> 01:40:32.180]  even like a brand new MacBook Pro and have it go completely dead as soon as the day after the the
[01:40:33.260 --> 01:40:37.580]  You know, the the one-year warranty goes up and still be ahead because of all the money
[01:40:37.580 --> 01:40:39.900]  I haven't spent on Apple care over the years
[01:40:39.900 --> 01:40:42.700]  So I'm just not a believer in it because I take I try to be careful
[01:40:42.700 --> 01:40:47.100]  maybe I've just had good luck with not getting lemons and
[01:40:48.620 --> 01:40:55.500]  With iPhones, I I've had a couple of drops over the years and I remember one time with my original iPhone
[01:40:55.500 --> 01:41:00.220]  I had a drop where it was gonna it was gonna hit like a cement floor and I
[01:41:00.740 --> 01:41:04.540]  Shot my right foot out and kind of I didn't quite catch it with my foot
[01:41:04.540 --> 01:41:11.660]  But it like almost caught it with my foot such that it then only dropped about like four inches onto the sidewalk
[01:41:11.660 --> 01:41:15.540]  and it was like completely unscathed and I was like, wow, that was
[01:41:16.460 --> 01:41:21.100]  Very lucky. It was very live is a lot more lucky than coordinated it with my
[01:41:21.700 --> 01:41:23.700]  Level of coordination. It was pretty good
[01:41:23.980 --> 01:41:30.100]  so I had no no screen breakages one time with the original phone almost it seemed like I was destined to but it didn't so
[01:41:30.620 --> 01:41:35.880]  I've had the iPhone the iPhone 3g 3gs the 4 the 4s
[01:41:36.420 --> 01:41:41.200]  The 5 the 5s and up into that point had never once broken the screen
[01:41:41.200 --> 01:41:48.640]  The worst I'd ever gotten it was everyone always seemed to develop a scratch on the screen at some point and I never once
[01:41:48.680 --> 01:41:51.040]  Did I ever remember like when that happened?
[01:41:51.040 --> 01:41:56.760]  It was just be like one day in certain lighting. I would notice like a very fine scratch and I would be very sad
[01:41:58.160 --> 01:42:03.460]  But certainly I've never once had a scratch that I would even consider going in and paying, you know
[01:42:03.760 --> 01:42:06.560]  Whatever the prices were to get a new screen. Yeah
[01:42:06.560 --> 01:42:12.240]  Um, and then when I had the iPhone 6 within like the first three months of owning it
[01:42:12.240 --> 01:42:15.560]  I had two times where I dropped it and the screen cracked. Yep
[01:42:15.760 --> 01:42:23.160]  It's just it those corners are a really hard to grip and be prone to breaking because of that slightly wrapped glass
[01:42:23.160 --> 01:42:25.160]  it just doesn't
[01:42:25.160 --> 01:42:32.300]  It's beautiful in a beautiful in a conference room beautiful in a sealed factory. Not so great when there's
[01:42:32.300 --> 01:42:37.780]  Hardwood and concrete wherever you go, you know, and so part of it might just be luck
[01:42:37.780 --> 01:42:41.140]  But it just seemed to me like having it happen twice and then you know
[01:42:41.140 --> 01:42:42.700]  Now that was a year ago
[01:42:42.700 --> 01:42:48.420]  and then I've been using for the most part since then the same size phone either that that iPhone 6 or
[01:42:48.700 --> 01:42:52.660]  You know in the last six months my success and haven't dropped that
[01:42:53.300 --> 01:42:58.900]  But I think I have to be more I feel like I have to it's because I'm more conscious of how I'm conscientious
[01:42:58.900 --> 01:43:03.060]  Maybe it's the better word of how I'm holding the phone. Yeah after two screen breaks
[01:43:03.060 --> 01:43:06.480]  You kind of you have to adjust your your usability, right?
[01:43:06.480 --> 01:43:09.300]  And the one time I did it it was I was I really was I was
[01:43:09.500 --> 01:43:13.300]  Framing a photograph and it just slipped I don't even know how it slipped out of my hands
[01:43:13.300 --> 01:43:18.060]  it just slipped right out of my hands like a bar soap and just fell straight down onto a carpeted floor and
[01:43:18.940 --> 01:43:21.460]  and it was again a store and
[01:43:22.140 --> 01:43:25.980]  I thought I was fine. It's a carpeted floor picked it up. Nope. Totally shattered
[01:43:25.980 --> 01:43:27.580]  Oh
[01:43:27.580 --> 01:43:31.580]  That's that's the worst but I couldn't believe it that it wasn't like I butterfingered it
[01:43:31.580 --> 01:43:36.340]  It wasn't like I butterfingered it taking out of my pocket or something or while you were holding
[01:43:36.340 --> 01:43:41.300]  I was holding it and framing a photograph and as I tried to move my thumb to take the thing it just went shoot
[01:43:42.820 --> 01:43:48.540]  Never ever happened with any previous iPhone. Oh my gosh. Yep. Yeah, so I'm I am pro
[01:43:49.260 --> 01:43:55.420]  Different form factor as pretty as this is I would really like to not wrap my phone in a giant case
[01:43:55.420 --> 01:43:56.460]  Oh, you know what?
[01:43:56.460 --> 01:44:03.080]  I've been using the I've been using the Apple battery case on the 6s because I I was a little worried going back from my success
[01:44:03.100 --> 01:44:06.340]  Plus that the the lack of battery life was gonna kill me
[01:44:06.860 --> 01:44:12.100]  And and I actually really aside from the fact that it's white. I hate the fact that the battery case is white
[01:44:12.700 --> 01:44:17.500]  But I actually kind of like this this feels really good in the hand and I'm kind of shocked by that
[01:44:17.500 --> 01:44:21.900]  Yeah, it gives you I'm telling every and I I said it and everybody, you know
[01:44:21.900 --> 01:44:26.860]  I think Marco said it on his podcast recently the the way that you can rest your pinkies on the back of the hump
[01:44:26.860 --> 01:44:32.000]  Oh, it's so nice. It's very very nice. It's actually it's a very strange looking thing
[01:44:32.340 --> 01:44:34.460]  But in hand it actually feels very nice
[01:44:34.580 --> 01:44:40.780]  Yeah, and honestly, you know, you don't really see the hump because the hump is usually in your hand, you know
[01:44:40.780 --> 01:44:48.220]  You're not you're not usually laying it out for people to enjoy the fact that you have a little credit card sized battery
[01:44:48.220 --> 01:44:54.860]  Attached to the back of your case. It's actually an interesting contrast with our earlier discussion of the Apple TV remote
[01:44:55.220 --> 01:44:57.220]  which is designed
[01:44:57.260 --> 01:45:04.320]  seemingly only to appeal visually and and in hand as a lot of problems to to
[01:45:05.460 --> 01:45:09.780]  That we can go on at length again about whereas the Apple battery case
[01:45:10.700 --> 01:45:15.700]  Absolutely positively looks a little funny, but I think is designed very practically
[01:45:15.700 --> 01:45:18.300]  to be both useful and
[01:45:19.300 --> 01:45:25.740]  Pretty pleasant to hold. Yeah fits wonderfully in the hand and has a lot of design perks that I you know
[01:45:25.740 --> 01:45:30.960]  That I've used battery cases on and off for covering shows and going to Disneyland in various places
[01:45:31.340 --> 01:45:36.640]  For for years and this is by far the easiest battery case I've ever had to use
[01:45:37.100 --> 01:45:39.820]  mostly because I never have to take it out of the case and
[01:45:40.500 --> 01:45:43.780]  Even if I do it's it's pretty easy with the with the slip out
[01:45:43.780 --> 01:45:48.620]  So I know you probably talked about this like six months ago when it came out in the first place
[01:45:48.620 --> 01:45:53.300]  But has somebody who's only been using it for a couple weeks. I'm really kind of thrilled about it
[01:45:53.460 --> 01:45:56.820]  yeah, I'm curious whether how well it's selling because
[01:45:58.220 --> 01:45:59.900]  Will they keep doing them?
[01:45:59.900 --> 01:46:00.380]  Yeah
[01:46:00.380 --> 01:46:02.140]  I feel like if they do I
[01:46:02.140 --> 01:46:07.580]  Feel like the schedule will stay the same where if they come out with new iPhones in September
[01:46:07.580 --> 01:46:15.020]  They're not going to come out with the battery case until like November because they don't want the PR of Apple's shipping a phone
[01:46:15.020 --> 01:46:19.620]  That needs a battery. It needs it needs the case and I wouldn't say for the average user
[01:46:19.620 --> 01:46:21.860]  I don't think the iPhone does need a battery case
[01:46:21.860 --> 01:46:24.620]  It's just you know for people like you and but it looks bad, right?
[01:46:24.780 --> 01:46:29.820]  Exactly exactly and and also R&D and just you know spacing all of that out
[01:46:29.820 --> 01:46:36.220]  But yeah, you don't you don't want the negative press associated with that. I hope if they do release another battery case
[01:46:36.220 --> 01:46:42.460]  They also considered doing colors besides just stark white and I don't know if it's space gray or well
[01:46:42.460 --> 01:46:43.260]  I don't like to call it
[01:46:43.260 --> 01:46:43.580]  But yeah
[01:46:43.580 --> 01:46:43.900]  exactly
[01:46:43.900 --> 01:46:49.580]  whatever whatever slate gray because you have this beautiful rose gold iPhone and I would love to actually put it in a case that
[01:46:50.060 --> 01:46:54.900]  Reflects its internal personality right now. It just looks like it's in a I don't know a crazy Ward
[01:46:54.900 --> 01:47:00.020]  It's I feel like it's wearing a straight jacket right now. I think it was a sort of a very stormtrooper II look
[01:47:00.020 --> 01:47:05.180]  Yeah. Yeah, I see that actually isn't necessarily what everybody wants on there. No
[01:47:05.180 --> 01:47:06.180]  exactly
[01:47:06.180 --> 01:47:12.620]  It's like now now I wish I had a space gray case because then I could at least call the phone Finn and I would be
[01:47:12.620 --> 01:47:14.020]  amused to myself
[01:47:14.020 --> 01:47:18.060]  All right. Let me take one last break and then we'll go with the stormtrooper theme and talk about
[01:47:18.820 --> 01:47:20.820]  the Star Wars
[01:47:21.580 --> 01:47:25.420]  Rogue one trailer our last sponsor is a brand new
[01:47:26.300 --> 01:47:29.700]  sponsor I've never heard of them before they're called Squarespace and
[01:47:29.700 --> 01:47:38.180]  And Squarespace will let you build your own website and host it you just go to Squarespace.com and
[01:47:39.700 --> 01:47:42.500]  Everything, you know you you get after that
[01:47:44.060 --> 01:47:45.780]  Starts at that place
[01:47:45.780 --> 01:47:51.360]  What do you do you go there you get sites that look professionally designed regardless of your skill level?
[01:47:51.360 --> 01:47:58.580]  They have all sorts of templates to start from no coding required. You need to store they have stores to choose from different types of stores
[01:47:58.580 --> 01:48:01.820]  If you want to start a blog or like a podcast
[01:48:02.540 --> 01:48:07.060]  You could do that and you can create a site that is just a blog or a podcast or both
[01:48:07.980 --> 01:48:10.180]  And they make it easy to use they have you know
[01:48:10.180 --> 01:48:13.700]  Even have a little audio custom audio player for embedding the audio of a podcast
[01:48:14.500 --> 01:48:19.060]  Do you need a domain name? Yeah, you could do that right there from Squarespace. You don't have to go somewhere else
[01:48:19.060 --> 01:48:20.680]  You can go right there
[01:48:20.680 --> 01:48:27.620]  So you can get a free trial today at Squarespace.com use the offer code when you pay Gruber my last name
[01:48:27.620 --> 01:48:31.420]  Gruber and you will save 10% off your first purchase
[01:48:32.860 --> 01:48:37.060]  So this is it this is the easiest way to do it if there if you've ever built a website before
[01:48:38.700 --> 01:48:42.240]  There's all sorts of ways you could do it all, you know, you're starting from just like a
[01:48:42.860 --> 01:48:46.460]  Regular just plain old web host and just code the whole thing by hand
[01:48:46.460 --> 01:48:52.440]  I implore you if you haven't looked at Squarespace recently and you have an idea or a need for a new website
[01:48:52.440 --> 01:48:58.560]  Go try it at Squarespace first. Just give yourself an hour and see how far you can get at Squarespace
[01:48:58.560 --> 01:49:04.220]  Just prototyping it with a free trial and I I think in like 90% of cases
[01:49:04.220 --> 01:49:07.960]  You won't even need to go and build it anywhere else. It'll just be right there
[01:49:07.960 --> 01:49:11.680]  You just keep going and just use Squarespace because it is that much easier
[01:49:12.080 --> 01:49:16.520]  To to get off the ground and the amount of customization that you can do
[01:49:16.520 --> 01:49:22.920]  Is just almost limitless. It's really really great. It's a great way to build a website of almost any kind
[01:49:22.920 --> 01:49:28.920]  So go to squarespace.com and remember that offer code my last name Gruber and you will save 10% off your first purchase
[01:49:29.960 --> 01:49:33.480]  All right. So here I surrender. I'm gonna complain because you guys did
[01:49:34.240 --> 01:49:39.160]  Who is on this podcast? You guys did like a 90-minute podcast about a 90-second movie trailer?
[01:49:39.160 --> 01:49:46.440]  Mm-hmm. That's not even the first one we've done. It was it was me, Sarah Cusa, Dan Morin and and Jason. It's
[01:49:47.880 --> 01:49:50.240]  Ridiculous, I know we did the same thing for force awakens
[01:49:50.240 --> 01:49:54.300]  I think the force awakens was like 60-second teaser and we did at least 90 minutes on it
[01:49:54.300 --> 01:49:59.200]  All right. I'm I have kept my mouth shut on Twitter about this, but I'm gonna come out now and I
[01:49:59.680 --> 01:50:06.360]  Did not like the trailer for Rogue One. Really? Okay. So why why did you not like the trailer? I'm curious. Uh, I
[01:50:06.360 --> 01:50:07.720]  I
[01:50:07.720 --> 01:50:09.720]  thought that it was
[01:50:10.440 --> 01:50:14.280]  It felt like what my concern ever since they've announced these Star Wars
[01:50:14.540 --> 01:50:20.160]  Stories and for anybody who's not paying close attention that just is this is not the next movie in the the new trilogy
[01:50:20.400 --> 01:50:25.880]  After the force awakens, it's a standalone movie even takes place in a different era. It takes place before
[01:50:27.960 --> 01:50:33.360]  Like between the two older trilogies so it's like what is it like five years before Star Wars a new hope
[01:50:33.360 --> 01:50:37.880]  It's like when the first Death Star is being built. It's um, yeah, it's some time
[01:50:38.400 --> 01:50:45.660]  Pablo Hidalgo who's the story supervisor at Lucasfilm was like it is some time in the 30 years between the end of
[01:50:45.800 --> 01:50:50.040]  Episode 3 and the start of episode 4 and I'm like great. Thanks. That's that's really helpful
[01:50:50.840 --> 01:50:57.280]  I I just felt like the trailer felt like what I was worried that it would be which is like a
[01:50:57.280 --> 01:51:04.480]  Lesser purposefully lesser Star Wars movie that it just didn't feel like it had any kind of grand or as much
[01:51:04.480 --> 01:51:08.660]  There's one shot of the Death Star that to me add some grandeur to it
[01:51:08.880 --> 01:51:11.720]  But for the most part it looked more like a generic action
[01:51:12.260 --> 01:51:19.060]  Sci-fi movie than a Star Wars movie and I felt like it was cut way too quick like cut cut cut cut cut, you know
[01:51:19.740 --> 01:51:25.440]  One second shot one second shot one second shot cut cut cut frenetic and then it's over
[01:51:25.440 --> 01:51:29.720]  Frenetic is the right is the right verb for this is that it does it does feel very
[01:51:31.000 --> 01:51:36.180]  Much much more energetic than what you think of as traditional Star Wars trailers
[01:51:36.180 --> 01:51:43.440]  like you think about even the force awakens trailer or any of the original trailers is the the long sweeping shot of Tatooine right or the
[01:51:43.920 --> 01:51:45.920]  the long shot of of
[01:51:46.200 --> 01:51:52.400]  You know Rey and her garb or I thought like in the force awakens trailer, which I thought was a great trailer
[01:51:52.400 --> 01:51:56.200]  I the one the shot that to me made the trailer was the shot on
[01:51:57.000 --> 01:51:58.160]  Jakku
[01:51:58.160 --> 01:52:00.360]  it's a real long shot of a
[01:52:00.880 --> 01:52:07.000]  Star Destroyer Star Destroyer that's crashed into the planet for it and seemingly for a long time
[01:52:07.000 --> 01:52:11.320]  I had that as my background on my computer for a long time because it's a beautiful shot
[01:52:11.720 --> 01:52:17.680]  Yeah, beautiful shot, but it also to me has like this very Star Wars Ian this to it, which is
[01:52:17.680 --> 01:52:19.680]  It
[01:52:20.560 --> 01:52:25.400]  There's clearly a lot of backstory that you don't know there's something you know
[01:52:25.400 --> 01:52:32.000]  Cuz there's obviously there's a massive Star Destroyer crashed on a desert planet. Is this happens? Yeah, are we on Tatooine again?
[01:52:32.000 --> 01:52:36.200]  Are we somewhere else? You don't know but there's obviously something happened
[01:52:36.320 --> 01:52:40.880]  Whereas there's nothing in the rogue one trailer that makes me wonder. Wow, what happened there?
[01:52:40.880 --> 01:52:44.400]  That's there's some kind of crazy backstory here. Yeah, so I have to ask you
[01:52:44.400 --> 01:52:48.680]  Have you watched Star Wars rebels the CG cartoon? Yes, in fact my
[01:52:49.640 --> 01:52:51.640]  Jonas and I just finished
[01:52:51.720 --> 01:52:57.080]  Catching up last finale. Oh my gosh. All right. Well, we'll save that. I feel like that's way too spoilery
[01:52:57.320 --> 01:53:03.180]  But um, well big is there something you want to say that's not spoilery about? Well, yes, so well sort of pseudo spoilery
[01:53:03.680 --> 01:53:06.840]  Just more that I when I watched the rogue one trailer
[01:53:06.840 --> 01:53:12.360]  my first impression was a lot of these scenes seem like exact real worlds like
[01:53:12.360 --> 01:53:18.440]  Let me let me take all of the shots and staging that I've done with Star Wars rebels and let me put it in a live
[01:53:18.440 --> 01:53:21.080]  action movie like some of those marketplace scenes the scenes where
[01:53:22.280 --> 01:53:23.800]  Where I think your name is Jin
[01:53:23.800 --> 01:53:25.800]  the the protagonist for Rogue One
[01:53:26.040 --> 01:53:31.400]  Is like running through and kicking around stormtroopers and I'm like this this literally feels like a scene
[01:53:31.800 --> 01:53:37.640]  With Sabine from Star Wars rebels where and then the whole trailer kind of feels like that where rebels
[01:53:37.640 --> 01:53:44.560]  Rebels and Clone Wars before it to me aren't really they don't seem focused on the Star Wars grandeur, right?
[01:53:44.560 --> 01:53:51.480]  It's not it. These are more telling like very quick standalone slight not even slice of life stories, but slice of Star Wars
[01:53:51.480 --> 01:53:55.980]  I guess where they just kind of drop you right in the middle of the action and they're just like, alright go
[01:53:56.280 --> 01:54:02.640]  You there's there's some stuff, you know some backstory that's helpful to know but it's not really about building, you know
[01:54:02.640 --> 01:54:08.140]  It's not about telling the grand Joseph Campbell story. It's about here. Here's this, you know
[01:54:08.140 --> 01:54:13.440]  This specific action and this specific thing that's happening to these people who happen to exist in this larger world
[01:54:14.240 --> 01:54:15.520]  and
[01:54:15.520 --> 01:54:21.560]  that's kind of the the vibe that I got from the Rogue One trailer is it's very much it jumps you right into the fact where
[01:54:21.560 --> 01:54:22.560]  it's like
[01:54:22.560 --> 01:54:26.800]  You either know where this is where this is and what's happening and you know
[01:54:26.800 --> 01:54:32.680]  What what the add-ats are and you know what that lady with short red hair is and and what her you know?
[01:54:32.780 --> 01:54:36.560]  Overwhelming significance is to the the greater Star Wars universe or you don't
[01:54:37.080 --> 01:54:38.960]  and I
[01:54:38.960 --> 01:54:43.040]  Don't know. It's I I understand where you're coming from about the you know
[01:54:43.040 --> 01:54:48.360]  It doesn't it doesn't have the grandeur of a of a Star Wars a Star Wars trailer or even feel
[01:54:48.800 --> 01:54:52.500]  So much like your traditional Star Wars movie. It's it's a very gritty
[01:54:52.500 --> 01:54:58.500]  Sort of down-in-the-dirt version of it. Yeah, and I also feel like it just doesn't I
[01:54:59.140 --> 01:55:02.300]  Don't know to me like a teaser trailer is supposed to
[01:55:03.700 --> 01:55:06.700]  Show you less but make it more. I
[01:55:07.580 --> 01:55:13.300]  Don't know. I I don't I just feel like that cut cut cut style and I don't think that the movie is gonna be like that
[01:55:13.300 --> 01:55:15.300]  I certainly hope not
[01:55:15.580 --> 01:55:17.580]  But I don't know I feel like
[01:55:17.580 --> 01:55:24.340]  I get like for a first teaser, I'd rather just have it be one cool shot for the whole teaser and that's it
[01:55:24.340 --> 01:55:29.380]  And then as opposed to they kind of went the opposite way and tried to show like a ton of stuff
[01:55:29.380 --> 01:55:36.100]  Yeah, they should so this is this is something that's interesting to me in that based this I mean, this is the first visual
[01:55:36.100 --> 01:55:41.380]  We've really seen a rogue one in about a year because last year we saw that that teaser one sheet of like them
[01:55:41.380 --> 01:55:43.380]  the the group standing together
[01:55:44.300 --> 01:55:46.300]  and
[01:55:46.300 --> 01:55:53.140]  Based on everything I've read up about rogue one up until the point where the teaser trailer was released my
[01:55:54.060 --> 01:55:58.100]  My inclination was this was going to be oceans 11 in Star Wars
[01:55:58.300 --> 01:56:00.300]  where it was where it was supposed to be a
[01:56:00.500 --> 01:56:06.900]  heist movie right where it's basically like she gets the team together and they build up everybody and then they go in and they might
[01:56:06.900 --> 01:56:10.900]  Have to go undercover and it's not necessarily like jokey oceans 11
[01:56:10.900 --> 01:56:15.740]  But it's the it's the same kind of beat and style and then this teaser trailer comes out
[01:56:15.740 --> 01:56:17.740]  and the teaser trailer is
[01:56:18.260 --> 01:56:23.260]  Almost the exact opposite of what I would expect from a heist movie
[01:56:23.260 --> 01:56:29.060]  Right, you think you think about teaser trailers for heist movies, right? You think about even any of the Mission Impossible trailers
[01:56:30.940 --> 01:56:36.300]  Where if I look carefully at the trailer you can kind of spot scenes or it's like oh
[01:56:36.460 --> 01:56:44.300]  This is from the place where they're getting the gang together and here's where they probably have to go undercover and are running from Imperials
[01:56:44.300 --> 01:56:46.660]  Yeah, here's where they're breaking into the unbreakable safe
[01:56:46.740 --> 01:56:53.340]  Yeah, exactly exactly, but it's but it's told in such a different way and I'm curious about that
[01:56:53.340 --> 01:56:57.380]  I'm curious if it actually is a heist movie and they're just their teeth right now
[01:56:57.380 --> 01:57:03.700]  The tease is really we're just teasing you about our main character and it's not even so much about the movie
[01:57:03.700 --> 01:57:09.300]  And that's part of the reason of the cut cut cut cut is that our main character is you know?
[01:57:09.300 --> 01:57:15.580]  our protagonists is a fast-paced like I'm gonna you know, either get into scrapes and
[01:57:15.980 --> 01:57:21.780]  Be around explosions and end up in a cross between an Inquisitor's uniform and a TIE fighter
[01:57:22.420 --> 01:57:24.420]  outfit at some point I
[01:57:25.060 --> 01:57:29.060]  I don't know. It's it's interesting to me what kind of story they're trying to tell
[01:57:29.060 --> 01:57:34.100]  and also I have lots of questions about the main character herself and how these
[01:57:34.100 --> 01:57:41.500]  Stand-alone stories are supposed to fit into the star the greater Star Wars universe because I've had people argue on on both sides
[01:57:41.500 --> 01:57:42.460]  Right. I've had people argue
[01:57:42.460 --> 01:57:47.340]  Oh, well, these are supposed to be entirely separate and they're really more like, you know
[01:57:47.340 --> 01:57:50.740]  Dives into backstory and they don't involve the main the main plot at all
[01:57:51.500 --> 01:57:53.500]  But but then I look at the other
[01:57:54.140 --> 01:58:00.140]  Stand-alone stories they have, you know slotted and they've got the young Han Solo movie don't I'm like started
[01:58:00.140 --> 01:58:02.020]  Oh, I know. I know I know
[01:58:02.020 --> 01:58:04.020]  but but my thought is
[01:58:04.540 --> 01:58:10.780]  Well, if they're going to tell these standalone stories that you know may or may not revolve around major characters
[01:58:10.900 --> 01:58:18.500]  What's to say that whatever happens in this movie? No, it may not, you know directly be an installment of the force awakens
[01:58:19.500 --> 01:58:26.620]  Sort of trilogy, but I'm I'm not entirely unconvinced that there's there's stuff that's gonna happen into this in this movie
[01:58:26.620 --> 01:58:33.340]  That's going to be very important in episode 8 and episode 9 not necessarily on a grand scale, but you know stuff
[01:58:33.540 --> 01:58:39.580]  There's there's all kinds of potential theories there and I feel like we would take three hours trying to discuss them all because we took
[01:58:39.580 --> 01:58:45.460]  Two hours on incomparable. I love the idea of calling it like oceans 11 in the Star Wars universe is exactly
[01:58:45.460 --> 01:58:51.500]  I if that's what it turns out being even in some small just in a general direction. That would make me very happy
[01:58:51.500 --> 01:58:55.500]  I think the trailer certainly doesn't suggest that no trailer makes it seem like
[01:58:55.500 --> 01:59:02.140]  It's and I don't know that I hope it's not. I just think I I just worry that there is a sort of
[01:59:04.460 --> 01:59:09.380]  That the trailer is the teaser that we got is the result of a dysfunctional
[01:59:12.300 --> 01:59:13.500]  Executive
[01:59:13.500 --> 01:59:20.420]  leadership at the new Lucasfilm in Disney that it's less about making a super awesome trailer that
[01:59:20.420 --> 01:59:25.700]  That takes Star Wars in the new direction and more about wait. We just made this great hit movie
[01:59:26.020 --> 01:59:32.180]  Let's just make the most generic Star Wars trailer we could out of the footage we have because we you know
[01:59:32.260 --> 01:59:34.260]  We don't want to take any risks at all
[01:59:35.180 --> 01:59:38.820]  That I guess is to me what I I found a little
[01:59:39.340 --> 01:59:46.500]  Disappointing in this is that to me it didn't seem like they took any risks at all other than the I will admit that the the
[01:59:46.500 --> 01:59:49.740]  Although it to me it only continues a direction
[01:59:49.740 --> 01:59:53.980]  They started with a force awakens where clearly the protagonist is a woman and not a man
[01:59:53.980 --> 02:00:00.720]  Which is a significant change from traditional action movies and from the previous Star Wars movies
[02:00:01.420 --> 02:00:06.180]  But I would almost say that that's after the force awakens. That's a lot less
[02:00:06.860 --> 02:00:12.060]  They don't even get as much credit for the risk because I feel like that risk was already taken in the force awakened
[02:00:12.500 --> 02:00:15.220]  Mm-hmm. Well, they're continuing the story
[02:00:15.220 --> 02:00:17.400]  I have a lot of faith in Kathleen Kennedy
[02:00:17.940 --> 02:00:22.400]  Just as a as the head of Lucasfilm and her ability to put together a good team
[02:00:22.400 --> 02:00:26.940]  But there is there is a minor worry on my part about what Rogue One is going to look like
[02:00:27.460 --> 02:00:31.660]  Because we think about traditional Star Wars trailers and traditional Star Wars movies, right?
[02:00:32.020 --> 02:00:36.820]  Your first trailer usually comes about a year out like I would have expected to see the teaser
[02:00:37.380 --> 02:00:40.620]  Attached to the force awakens, right or it maybe even not on lunch
[02:00:40.620 --> 02:00:46.660]  But like six weeks into the force awakens come see it again. And now the road one teaser will be attached, right?
[02:00:46.660 --> 02:00:52.300]  Damn, they should hire you spread it. That's that's genius. That would have gotten it's good marketing, right?
[02:00:52.300 --> 02:00:55.580]  I would go a second time just to see the 32nd 62nd spot
[02:00:56.340 --> 02:00:57.460]  but
[02:00:57.460 --> 02:00:58.860]  if you think about
[02:00:58.860 --> 02:01:02.620]  traditional like medium budget movies a trailer a
[02:01:02.900 --> 02:01:06.300]  First teaser six months out is not an unusual thing
[02:01:06.300 --> 02:01:11.540]  But for a Star Wars movie to not have a teaser until six months out is it's almost crazy
[02:01:11.540 --> 02:01:18.040]  It's like this is your first trailer and you're still probably gonna have like another teaser and a couple full-length trailers
[02:01:18.140 --> 02:01:24.300]  It's like you're getting really close to the wire and I'm not sure if that's intentional on their part that they don't want to take
[02:01:24.300 --> 02:01:30.880]  They don't want to pull too much focus away from the big the big movies the trilogy movies or whether there were some
[02:01:30.880 --> 02:01:36.520]  Issues with Rogue One where they had to do some, you know, some post-production story editing or things like that
[02:01:36.720 --> 02:01:43.160]  I've been a little worried hearing like with the radio silence around it that it is it was like a story problem
[02:01:43.160 --> 02:01:47.140]  Hmm, but I don't know. I really don't like that's that's the that's the thing right now is
[02:01:47.680 --> 02:01:49.680]  we have this one trailer and
[02:01:49.800 --> 02:01:54.360]  the original description of Rogue One and that one sheet and that's all we know about this movie and
[02:01:54.880 --> 02:02:00.660]  I I want to be tentatively excited because I the potential even if the trailer
[02:02:00.660 --> 02:02:06.160]  you know the trailer I think is some somewhat Star Wars and somewhat very not Star Wars and that the
[02:02:06.680 --> 02:02:08.520]  Visuals are all right to me
[02:02:08.520 --> 02:02:12.720]  The quick cutting may not be your style and it's not quite Star Wars as a style either
[02:02:12.880 --> 02:02:18.140]  but the visuals look great the brief moment of characterization that we have from
[02:02:18.640 --> 02:02:24.600]  basically, Jin and Mon Mothma are really the only people who get more than a line or two in this and and
[02:02:26.040 --> 02:02:28.040]  Forest Whitaker's crazy
[02:02:28.040 --> 02:02:30.500]  character with the breathing apparatus
[02:02:31.660 --> 02:02:37.580]  What's with all the respiratory illnesses? I'm so curious. Well, it's lots of lots of desert planets, John
[02:02:37.580 --> 02:02:41.100]  I feel I feel like there's probably some some issues with health there
[02:02:41.100 --> 02:02:46.560]  They're like they don't show it but everybody in the Star Wars universe smokes. Yeah, exactly. They just don't show it on
[02:02:47.220 --> 02:02:49.860]  That's how you can get deal with the hazards of space
[02:02:50.580 --> 02:02:56.420]  Vaping. Oh god. Um, I don't know Jin is really interesting to me as a character
[02:02:56.420 --> 02:02:59.980]  I talked about it a little bit on on the incomparable podcast
[02:02:59.980 --> 02:03:05.300]  But I I'm really curious if they're going to tie her into the main story
[02:03:05.300 --> 02:03:10.620]  Like does she die before episode four because she's not she's obviously not in the rebels hangar
[02:03:10.700 --> 02:03:16.940]  Like she's she's not around and I don't know if you read any of the extended universe books
[02:03:16.940 --> 02:03:23.100]  but like one of my thoughts was well, are they gonna do a Mara Jade style thing where this you know, this basically one of the
[02:03:23.100 --> 02:03:27.540]  prominent badass lady characters in the extended universe books was
[02:03:28.060 --> 02:03:33.460]  was a character who you know was kind of very gray for a long time and that the the
[02:03:33.580 --> 02:03:38.300]  Possibility of telling a story like a Star Wars story that's not light side and dark side
[02:03:38.300 --> 02:03:43.860]  That is like that centers around a gray character that that part really excites me
[02:03:43.860 --> 02:03:48.420]  and that's kind of what the trailer seemed to be flirting with was the idea of like
[02:03:48.420 --> 02:03:53.720]  Yeah, we're not we're not going to tell us a story about a grand arc and a Joseph Campbell story
[02:03:53.720 --> 02:03:58.160]  We're gonna tell a story about like the people who have to make the hard decisions who aren't
[02:03:58.340 --> 02:04:01.920]  you know who don't always get to stand on the side of light or the side of dark and
[02:04:02.920 --> 02:04:04.800]  no, it's
[02:04:04.800 --> 02:04:09.560]  I'm excited. I it's I see where you're hesitant and I see where you're concerned
[02:04:09.560 --> 02:04:13.880]  But I'm also I'm still kind of like there are a lot of potential good things here
[02:04:13.880 --> 02:04:18.640]  It doesn't make me pass them it makes me a little bit more pessimistic than it was
