[00:00.000 --> 00:00.840]  Do you have one?
[01:30:49.040 --> 01:30:52.240]  that's been around and and has like and I've I know them. I
[01:30:52.240 --> 01:30:54.640]  know a bunch of people who work there. I visited their
[01:30:54.640 --> 01:30:57.200]  office. They're such great people. They're just good good
[01:30:57.200 --> 01:31:00.480]  people and they have such great camaraderie in between them,
[01:31:00.480 --> 01:31:02.560]  but imagine if a team like that could build like a new
[01:31:02.560 --> 01:31:06.240]  hardware platform to do something as silly and fun as
[01:31:06.240 --> 01:31:09.680]  play black and white games. You know and it's like yeah. Well
[01:31:09.680 --> 01:31:11.840]  they've done it. They've pulled it off. They're shipping it.
[01:31:11.840 --> 01:31:14.400]  It's great. The thing I want to mention though you mentioned
[01:31:14.400 --> 01:31:17.040]  that their software strategy is great and I have followed
[01:31:17.040 --> 01:31:20.400]  along. I have like a developer account with them. I don't I
[01:31:20.400 --> 01:31:25.120]  I've my personal play date is the a few thousand down on the
[01:31:25.120 --> 01:31:28.160]  list of coming, but I'll be patient. I can wait, but I you
[01:31:28.160 --> 01:31:30.480]  know I'm very much looking forward to it, but I've
[01:31:30.480 --> 01:31:32.720]  followed along with the development thing all along and
[01:31:32.720 --> 01:31:35.520]  I would say in broad strokes. What they have is three tiers
[01:31:35.520 --> 01:31:40.160]  of development. They have a C API, which is what you would
[01:31:40.160 --> 01:31:42.800]  correct, which what you would think would be the only one
[01:31:42.800 --> 01:31:48.000]  right where you you program in the C and they have libraries
[01:31:48.000 --> 01:31:50.960]  that you know help you. You know do things like play sound
[01:31:50.960 --> 01:31:54.640]  and and draw graphics on the screen and get input from the
[01:31:54.640 --> 01:31:57.200]  buttons and of course the crank, but then they have a
[01:31:57.200 --> 01:32:01.520]  Lua programming interface, which is I think it's fair to
[01:32:01.520 --> 01:32:05.360]  say again. I haven't written a play date game, so I can't
[01:32:05.360 --> 01:32:10.160]  verify it, but it's effectively like the C C interface, but
[01:32:10.160 --> 01:32:14.080]  slower because instead of being compiled C code, it's the Lua
[01:32:14.080 --> 01:32:17.840]  scripting language right. So Lua is the speedy development
[01:32:17.840 --> 01:32:21.840]  one, but it's pretty performance not great due to
[01:32:21.840 --> 01:32:25.280]  garbage collection right, but then you use C. Obviously if
[01:32:25.280 --> 01:32:28.000]  you're if you're you know familiar with C or if you wanna
[01:32:28.000 --> 01:32:31.120]  learn C, I guess because you actually get the performance
[01:32:31.120 --> 01:32:35.280]  with C cuz it's native C code and you get the manual. You
[01:32:35.280 --> 01:32:39.760]  get all the benefits of manual memory management and all of
[01:32:39.760 --> 01:32:42.640]  the penalties. Yeah, they got the garbage collection stuff in
[01:32:42.640 --> 01:32:46.880]  Lua is it's hit or miss. The performance is just hit or miss.
[01:32:46.880 --> 01:32:49.200]  Yeah, and it's so depending on the type of game you want to
[01:32:49.200 --> 01:32:51.760]  make if you're really pressing the limits of the play date
[01:32:51.760 --> 01:32:55.680]  hardware, you're probably going to have to get dip into C at
[01:32:55.680 --> 01:32:59.360]  some point and the games. I would guess I don't know I
[01:32:59.360 --> 01:33:03.120]  you've played it. I don't know, but I would guess that the the
[01:33:03.120 --> 01:33:07.360]  games that seem the most technically fascinating are
[01:33:07.360 --> 01:33:09.680]  probably written in C. That doesn't mean they're the most
[01:33:09.680 --> 01:33:12.880]  fun right because like you know exactly it doesn't affect
[01:33:12.880 --> 01:33:15.120]  what the game design or the execution is. It's just
[01:33:15.120 --> 01:33:18.400]  performance right like you know remember like when or or
[01:33:18.400 --> 01:33:21.360]  look at wordle. I'm not a wordle would probably wouldn't
[01:33:21.360 --> 01:33:24.400]  be that great of a game. Well, maybe it's it could be on play
[01:33:24.400 --> 01:33:26.800]  date, but yeah, why not? You don't really need a keyboard.
[01:33:26.800 --> 01:33:30.400]  You're not typing so I guess you could crank out or D plus
[01:33:30.400 --> 01:33:33.280]  around a keyboard, but the crank really is the way to go
[01:33:33.280 --> 01:33:35.200]  because think of it. It's like swiping right. It's like
[01:33:35.200 --> 01:33:37.520]  scrolling up or down or left or right or whatever. Yeah, you
[01:33:37.520 --> 01:33:40.320]  can you can really do a lot with the crank. My point is the
[01:33:40.320 --> 01:33:43.680]  wordle became a worldwide sensation that gets jokes made
[01:33:43.680 --> 01:33:46.880]  about it on late night talk shows and and there's like
[01:33:46.880 --> 01:33:49.760]  every other at least every other week there now there's a
[01:33:49.760 --> 01:33:53.440]  wordle cartoon in the New Yorker a game of wordles
[01:33:53.440 --> 01:33:56.640]  magnitude could easily be written in Lua. I mean like
[01:33:56.640 --> 01:34:00.480]  you could be like a really sloppy lazy loop. You know
[01:34:00.480 --> 01:34:05.440]  wasting as much memory as you can in Lua and it would still
[01:34:05.440 --> 01:34:08.960]  run fine on a play date going back a couple of years on
[01:34:08.960 --> 01:34:12.000]  iPhone. Remember the flappy bird, which was an absolute
[01:34:12.000 --> 01:34:16.800]  station. You could easily write flappy bird in Lua and and not
[01:34:16.800 --> 01:34:19.840]  run into memory constraints. You know it's you know so I
[01:34:19.840 --> 01:34:22.800]  think there's gonna be you know maybe the most fun games will
[01:34:22.800 --> 01:34:25.360]  be written in Lua because that's you know it's the fastest
[01:34:25.360 --> 01:34:28.400]  way to develop. That's but that's that's a twofold
[01:34:28.400 --> 01:34:32.080]  development strategy that sounds like wow. That's a lot of
[01:34:32.080 --> 01:34:35.200]  work for this is the big one. Let's go to the big one. This
[01:34:35.200 --> 01:34:38.240]  is the big one. I think this one's amazing. It's called
[01:34:38.240 --> 01:34:44.640]  Playdate Pulp. Yup and explain this. Yeah. So it's a web based
[01:34:44.640 --> 01:34:47.280]  game editor and the thing is is Cable and I are from the old
[01:34:47.280 --> 01:34:50.240]  days as are you you know Commodore 64 Amigo where as you
[01:34:50.240 --> 01:34:53.680]  said the teams had all these great crazy wacky ideas that
[01:34:53.680 --> 01:34:56.000]  were just like yeah, we're gonna do this and we did it.
[01:34:56.000 --> 01:35:00.160]  Pulp to me is of the anthem and spirit of I guess we'll call
[01:35:00.160 --> 01:35:03.840]  them 80s kids like us like it is a full web based and when I
[01:35:03.840 --> 01:35:06.640]  say web base, you gotta just go to like the website. It's like
[01:35:06.640 --> 01:35:08.960]  play dot date slash pulp or something like that. I don't
[01:35:08.960 --> 01:35:15.200]  remember, but basically it's a full web based game editor that
[01:35:15.200 --> 01:35:21.600]  allows you to do pixel art. The music scripting sprite
[01:35:21.600 --> 01:35:25.520]  placement like it's just crazy good and like you use it has
[01:35:25.520 --> 01:35:29.200]  undo. You gotta check it out. I just I keep raving about it,
[01:35:29.200 --> 01:35:33.680]  but it is it is so crazy cool that I'm like why did they do
[01:35:33.680 --> 01:35:36.000]  this, but I think the reason why they did it was because A
[01:35:36.000 --> 01:35:38.400]  they wanted to and could which is great. That's what any
[01:35:38.400 --> 01:35:42.160]  developers do, but B I think it would get certain people that
[01:35:42.160 --> 01:35:45.360]  don't wanna look at a text editor. You know input if you
[01:35:45.360 --> 01:35:48.880]  will to writing code to go. Oh, I can just lay some stuff out.
[01:35:48.880 --> 01:35:51.280]  Oh, okay. I can just write some basic scripting. Oh, okay. Look
[01:35:51.280 --> 01:35:54.480]  I have a game going. I think it really is the most incredible
[01:35:54.480 --> 01:35:59.600]  entry to the play date to just dabble. Screw around and make a
[01:35:59.600 --> 01:36:03.680]  game and by the way you can either side load with a cable
[01:36:03.680 --> 01:36:06.960]  or wirelessly through the web. It is just it's everything
[01:36:06.960 --> 01:36:11.760]  you'd expect in some crazy harebrained anyway. That's
[01:36:11.760 --> 01:36:14.480]  great. I can keep going. Yeah and you know and they've got the
[01:36:14.480 --> 01:36:17.920]  native environment. That's the you mentioned. It's it really
[01:36:17.920 --> 01:36:20.560]  was by coincidence, but you mentioned Nova, which is their
[01:36:20.560 --> 01:36:24.240]  code editor for the Mac sort of the the new version of what
[01:36:24.240 --> 01:36:27.680]  they used to have called Coda, but it's all new and you could
[01:36:27.680 --> 01:36:31.200]  use it for any kind of text editing that programming sort
[01:36:31.200 --> 01:36:35.040]  of thing that you would want to do, but because they have their
[01:36:35.040 --> 01:36:39.040]  own text editor for the Mac Nova, which is really good
[01:36:39.040 --> 01:36:42.320]  really rich really worth checking out and panicked to
[01:36:42.320 --> 01:36:45.360]  the max in terms of how it's designed and looks and
[01:36:45.360 --> 01:36:49.360]  organized, but they've made it into an IDE for play date
[01:36:49.360 --> 01:36:52.480]  development. You know and and if you're never going to write
[01:36:52.480 --> 01:36:56.320]  a play date app, you can use Nova to make a website or to
[01:36:56.320 --> 01:37:00.080]  write shell scripts or markdown documents or whatever it is
[01:37:00.080 --> 01:37:02.640]  that you might be doing and the IDE stuff doesn't get in the
[01:37:02.640 --> 01:37:07.120]  way, but if you want to write a play date app in C or Lua, you
[01:37:07.120 --> 01:37:10.800]  could do it and it integrates and they have a simulator. You
[01:37:10.800 --> 01:37:12.960]  know just like running the iPhone simulator so you can
[01:37:12.960 --> 01:37:16.640]  like actually just like build and run your game and it pops
[01:37:16.640 --> 01:37:20.880]  up on your Mac and a little fake on screen play date and get
[01:37:20.880 --> 01:37:24.480]  it running, which is obviously you know it before the actual
[01:37:24.480 --> 01:37:27.200]  hardware was able to ship to developers. You know it was the
[01:37:27.200 --> 01:37:30.160]  only way to do it. You know so so there's all these games and
[01:37:30.160 --> 01:37:32.640]  apps have been in development from people who haven't even
[01:37:32.640 --> 01:37:35.520]  touched a play date yet. You know and I know some of the
[01:37:35.520 --> 01:37:39.520]  developers like you and and testers have had pre-release
[01:37:39.520 --> 01:37:43.520]  hardware for a while, but there are also I don't know how many
[01:37:43.520 --> 01:37:46.160]  hundreds thousands who knows how many people are doing this
[01:37:46.160 --> 01:37:49.120]  already who who could be building these things right
[01:37:49.120 --> 01:37:54.960]  there in in Nova and testing on the simulator. It's it's so much
[01:37:54.960 --> 01:37:57.440]  richer than it could be you know and it would have to be in
[01:37:57.440 --> 01:38:02.000]  the end and the simulator looks you know so nice. It's it's
[01:38:02.000 --> 01:38:04.800]  just like everything panic does where it's like well if we're
[01:38:04.800 --> 01:38:06.720]  going to build it well, we should make it look as good as
[01:38:06.720 --> 01:38:10.960]  it possibly can, but the the pulp thing and it reminds me
[01:38:10.960 --> 01:38:13.840]  you know to throw back to the last sponsor Retool. It is
[01:38:13.840 --> 01:38:16.320]  Retool is super super impressive for building like
[01:38:16.320 --> 01:38:20.080]  business apps in the web with all of these components like
[01:38:20.080 --> 01:38:24.080]  full featured like no joke just drag them around and pulp is
[01:38:24.080 --> 01:38:27.920]  like that for building playdate games and apps. If your idea is
[01:38:27.920 --> 01:38:31.760]  more app like it's it's just so super impressive and it just
[01:38:31.760 --> 01:38:34.480]  looks so cool. They kind of make the whole the whole user
[01:38:34.480 --> 01:38:38.880]  interface for playdate pulp on the web looks playdate style.
[01:38:38.880 --> 01:38:41.680]  Yeah exactly right. You know it reminds me of it. I want to go
[01:38:41.680 --> 01:38:43.840]  back to the Commodore 64 Amiga days. It really reminds me.
[01:38:43.840 --> 01:38:45.600]  There was like pinball construction kit. There was
[01:38:45.600 --> 01:38:47.920]  video game, all these construction kits that I
[01:38:47.920 --> 01:38:49.920]  remember when I was young. I didn't really know what I was
[01:38:49.920 --> 01:38:51.760]  doing. You could just click around and oh I need that. I
[01:38:51.760 --> 01:38:53.840]  put that there. Oh I do this and then I want to interpret
[01:38:53.840 --> 01:38:56.560]  everything you did and turn it into the bundle or the game.
[01:38:56.560 --> 01:39:01.120]  It is so freaking cool. I love it. I love it. I love it. A
[01:39:01.120 --> 01:39:03.440]  pinball construction kit. I totally remember that. I haven't
[01:39:03.440 --> 01:39:06.080]  thought about it in decades, but you remember it right. Yeah.
[01:39:06.080 --> 01:39:08.160]  There was that was a good one. There were some other
[01:39:08.160 --> 01:39:10.880]  construction kits like that you know and they're you know like
[01:39:10.880 --> 01:39:14.080]  there are whole games where the game actually is sort of like
[01:39:14.080 --> 01:39:16.880]  that. There's like the railroad construction kit and like build
[01:39:16.880 --> 01:39:20.880]  your own roller coaster type games where the game is
[01:39:20.880 --> 01:39:23.840]  organizing like the tracks and building a thing, but you're
[01:39:23.840 --> 01:39:27.040]  really if you think about it, it's not that you're playing a
[01:39:27.040 --> 01:39:30.240]  game. It's that you're making a game right and it's so fun to
[01:39:30.240 --> 01:39:33.360]  make the game that it actually feels like a game itself.
[01:39:33.360 --> 01:39:35.840]  Exactly. Making the game is the game. By the way, as I just
[01:39:35.840 --> 01:39:38.080]  googled the construction kit, there was a music construction
[01:39:38.080 --> 01:39:40.880]  kit. I remember this now and you would go in and you would
[01:39:40.880 --> 01:39:43.440]  drag in. I mean, obviously, that's how most music editors
[01:39:43.440 --> 01:39:47.520]  work now, right? You drag stuff on, but in the day when this
[01:39:47.520 --> 01:39:51.120]  came out was 1984, right? You would be able to drag music
[01:39:51.120 --> 01:39:54.160]  notes and stuff and then make music. This is like unheard of
[01:39:54.160 --> 01:39:57.280]  right, but you're putting it all together. That's the game
[01:39:57.280 --> 01:40:00.560]  itself and then the output is your reward. Right and I
[01:40:00.560 --> 01:40:03.600]  totally think that it circles right back to what we talked
[01:40:03.600 --> 01:40:06.800]  about earlier about building things that you yourself would
[01:40:06.800 --> 01:40:11.600]  want to use and obviously the team at Panic forever has
[01:40:11.600 --> 01:40:17.040]  spanned the visual people, the artist type designer type
[01:40:17.040 --> 01:40:20.720]  people and the people who are truly just extraordinarily
[01:40:20.720 --> 01:40:23.520]  talented programmers, you know, like Stephen Frank who wrote
[01:40:23.520 --> 01:40:27.840]  the the code that let the, geez, what was their MP3 player
[01:40:27.840 --> 01:40:32.160]  back in Audion? Audion. Do transparent windows. Oh yeah.
[01:40:32.160 --> 01:40:34.800]  Classic Mac OS. The skins. Remember all that? Yeah, I remember
[01:40:34.800 --> 01:40:37.440]  you'd see that like x-ray look, that transparent look and you
[01:40:37.440 --> 01:40:40.400]  were just like, what? Right and it was like, oh, that's faking
[01:40:40.400 --> 01:40:43.760]  it. That's not really what's behind the window and then you
[01:40:43.760 --> 01:40:46.880]  put something dynamic behind the window and see that it
[01:40:46.880 --> 01:40:49.680]  really was updating and it was like, yeah, that's actually
[01:40:49.680 --> 01:40:53.280]  impossible. I know enough about Mac OS that you can't do this
[01:40:53.280 --> 01:40:55.120]  and it's like, how are they doing this? And you find out
[01:40:55.120 --> 01:40:58.960]  that they're doing it all at interrupt time, which won't
[01:40:58.960 --> 01:41:03.840]  mean something to most people, but if you remember classic
[01:41:03.840 --> 01:41:06.160]  Mac OS programming, knowing that they were doing all this
[01:41:06.160 --> 01:41:11.120]  at interrupt time is sort of like, it's like doing all of
[01:41:11.120 --> 01:41:16.080]  your work between seconds. Like if seconds are a real measure
[01:41:16.080 --> 01:41:19.280]  of time and but all everything you do is between those
[01:41:19.280 --> 01:41:24.800]  seconds, it's like, or like if you have a watch that ticks 60
[01:41:24.800 --> 01:41:28.800]  times a second, right? The second hand ticks 60 times a
[01:41:28.800 --> 01:41:33.120]  second. You're doing all of your work only at the times
[01:41:33.120 --> 01:41:36.160]  when the second hand is moving between seconds, right? And
[01:41:36.160 --> 01:41:39.040]  then what the duration of the actual execution, right? And
[01:41:39.040 --> 01:41:42.560]  once the once the second hand is actually at the five second
[01:41:42.560 --> 01:41:46.560]  mark, you don't get to do anything until it moves to six,
[01:41:46.560 --> 01:41:49.040]  but you only get to move. You only get to do work in between
[01:41:49.040 --> 01:41:51.920]  the second hand moving from five to six, which it does very,
[01:41:51.920 --> 01:41:55.360]  very fast, right? Again, it's hackery and that's that's why
[01:41:55.360 --> 01:41:59.200]  all this stuff is doable is the best. I say the best app makers
[01:41:59.200 --> 01:42:03.520]  and the best experience makers hack to get their end result no
[01:42:03.520 --> 01:42:07.120]  matter how it's done, right? Right. I'm so looking forward
[01:42:07.120 --> 01:42:10.160]  to getting Playdate in my hand. I'm so hoping it's a hit form,
[01:42:10.160 --> 01:42:13.360]  but I do think that Pulp in particular, even though it won't
[01:42:13.360 --> 01:42:17.920]  let you make the richest games and the ones that push the
[01:42:17.920 --> 01:42:22.000]  hardware to the actual absolute maximum, it will expose game
[01:42:22.000 --> 01:42:26.320]  making to anybody who can just look at it and just start just
[01:42:26.320 --> 01:42:29.280]  do it visually. And it's like you said, some people it's it's
[01:42:29.280 --> 01:42:33.760]  just a fact that there are very few people or far fewer men and
[01:42:33.760 --> 01:42:39.200]  women who have the programmer type minds to build a game that
[01:42:39.200 --> 01:42:43.040]  is a thing you look at and play and that it's the feel of
[01:42:43.040 --> 01:42:47.680]  actually playing the game or the feel of scanning a business
[01:42:47.680 --> 01:42:53.360]  card in a card hop or the way the menu comes out and but but
[01:42:53.360 --> 01:42:58.240]  can can conceptualize all of that as source code in a text
[01:42:58.240 --> 01:43:02.960]  file, whatever language, whether it's C or Lua or Swift
[01:43:02.960 --> 01:43:07.360]  or Objective C. It's it's a special type of talent to be
[01:43:07.360 --> 01:43:12.320]  able to to do that to go from this completely abstract thing
[01:43:12.320 --> 01:43:16.240]  of source code to build the real thing, whereas the pulp is
[01:43:16.240 --> 01:43:20.160]  just like direct manipulation of the thing itself. You just
[01:43:20.160 --> 01:43:22.960]  build the actual game and it's like right there in your web
[01:43:22.960 --> 01:43:27.120]  browser and then just move it over to your play date and now
[01:43:27.120 --> 01:43:30.560]  it's on your play date. Pulp is how I actually wish like when I
[01:43:30.560 --> 01:43:32.320]  was younger and I used to see programming tools. I mean
[01:43:32.320 --> 01:43:34.560]  obviously on Commodore 64 was like assembly language and then
[01:43:34.560 --> 01:43:37.680]  hacking and pinking and poking and all that, but I'm actually
[01:43:37.680 --> 01:43:40.320]  one day. I know it's never going to happen, but I wish that
[01:43:40.320 --> 01:43:44.080]  there was a pulp for everything, meaning why can't I just draw
[01:43:44.080 --> 01:43:46.320]  out on the screen like I know you're kind of getting there
[01:43:46.320 --> 01:43:48.720]  with sketch and some other things, but there really should
[01:43:48.720 --> 01:43:51.760]  just be a language that you put stuff down. You say make it's
[01:43:51.760 --> 01:43:54.160]  almost like Apple script or connecting stuff. Hyper card
[01:43:54.160 --> 01:43:58.160]  ask right just make it work like well. Yeah. Hyper card is
[01:43:58.160 --> 01:44:00.560]  probably the closest we ever got. Yeah. Hyper card is the
[01:44:00.560 --> 01:44:04.960]  closest we got. It was so good. It was so so good. Yeah. I mean
[01:44:04.960 --> 01:44:07.360]  maybe that's the you know for those old enough to remember
[01:44:07.360 --> 01:44:10.640]  it, but I mean II often bring this up, but when I was at
[01:44:10.640 --> 01:44:14.880]  Drexel in the early 90s and Drexel was this camp, you know
[01:44:14.880 --> 01:44:18.000]  university that had this every student had to have access to a
[01:44:18.000 --> 01:44:21.680]  Mac not just a computer, but a Mac and they had worked out a
[01:44:21.680 --> 01:44:24.400]  deal with Apple. Every student could buy one at a
[01:44:24.400 --> 01:44:28.000]  tremendous truly tremendous discount over retail and it you
[01:44:28.000 --> 01:44:30.480]  know they had a lab full of computer. You didn't have to
[01:44:30.480 --> 01:44:32.960]  buy one, but you know otherwise you'd have to go to the lab,
[01:44:32.960 --> 01:44:36.960]  but that way the professors in any field not like just me
[01:44:36.960 --> 01:44:39.840]  because I was in computer science, but like my math
[01:44:39.840 --> 01:44:43.200]  professor had built like a hyper card stack to help teach
[01:44:43.200 --> 01:44:47.360]  calculus like it was his own work. He made it and it was
[01:44:47.360 --> 01:44:50.240]  really polished. It was awesome. It was and that's that
[01:44:50.240 --> 01:44:52.640]  was the power of it. It could let anyone make something look
[01:44:52.640 --> 01:44:55.600]  so great right. You didn't have to be a programmer right. It
[01:44:55.600 --> 01:44:59.200]  didn't look like something that you know someone who had never
[01:44:59.200 --> 01:45:02.640]  programmed a computer before had built and designed it. It
[01:45:02.640 --> 01:45:05.680]  looked polished. It was amazing wire it all up. You wire it up.
[01:45:05.680 --> 01:45:08.240]  You tell it what to do and it acts right. Yeah and there were
[01:45:08.240 --> 01:45:11.120]  you know professors from all sorts of other. That's awesome.
[01:45:11.120 --> 01:45:13.920]  You know more like even liberal arts fields who had built their
[01:45:13.920 --> 01:45:16.320]  own hyper card stacks and deliberate you know delivered
[01:45:16.320 --> 01:45:20.400]  them as courseware. You just yeah and then you would you
[01:45:20.400 --> 01:45:24.640]  couldn't download them. No, you'd go to the you would bring
[01:45:24.640 --> 01:45:27.760]  your own floppy to the computer lab and then just type in the
[01:45:27.760 --> 01:45:31.040]  course name and and then if there was available stuff, some
[01:45:31.040 --> 01:45:34.480]  of it was just stuff to read. You just get like Mac write
[01:45:34.480 --> 01:45:36.960]  files or something like that living thesis or I'm sorry
[01:45:36.960 --> 01:45:39.920]  living syllabus or whatever it is, but then you just hit a
[01:45:39.920 --> 01:45:44.080]  button and but that that thing at the at the little kiosk,
[01:45:44.080 --> 01:45:46.880]  which was running on some sort of like a Mac SE or something
[01:45:46.880 --> 01:45:49.920]  like that was itself a hyper card stack. It was like a hyper
[01:45:49.920 --> 01:45:53.200]  card stack that you would just walk up to pick your course put
[01:45:53.200 --> 01:45:56.160]  up a blank floppy disk and hit a button and it would copy
[01:45:56.160 --> 01:45:58.880]  those to your floppy disk and eject the floppy disk and then
[01:45:58.880 --> 01:46:02.240]  you'd leave. That's cool. That's cool. Anyway, pulp is
[01:46:02.240 --> 01:46:04.800]  worth checking out and I know people have to wait for their
[01:46:04.800 --> 01:46:07.440]  play date. I'm waiting for my play date, but I'm so excited
[01:46:07.440 --> 01:46:09.360]  that it's shipped and I'm so happy for them. Well, the
[01:46:09.360 --> 01:46:11.760]  longer you wait, the more software there will be and like
[01:46:11.760 --> 01:46:13.840]  you said now that it's getting into people's hands. I think
[01:46:13.840 --> 01:46:15.600]  we're going to start seeing I mean there's already a ton of
[01:46:15.600 --> 01:46:18.160]  games that will be unveiled with season one and ongoing,
[01:46:18.160 --> 01:46:20.960]  but there's going to be so many more things coming out now
[01:46:20.960 --> 01:46:23.520]  that people have their devices and can start shipping stuff.
[01:46:23.520 --> 01:46:26.480]  Yeah, absolutely. Yeah. And you you just get a you get a
[01:46:26.480 --> 01:46:30.880]  better feel for the crank when you actually have the crank.
[01:46:30.880 --> 01:46:33.600]  The crank is amazing. The crank is like wacky cool.
[01:46:33.600 --> 01:46:35.680]  Michael, it's always good to have you on the show. I thank
[01:46:35.680 --> 01:46:38.320]  you very much for your time. This is always always fun to
[01:46:38.320 --> 01:46:40.160]  talk to you. You're welcome. We'll have to do it again
[01:46:40.160 --> 01:46:42.320]  because I gotta get my favorite clip in work somehow.
[01:46:42.320 --> 01:46:45.120]  Remember you leave that for the next one, but I gotta get that
[01:46:45.120 --> 01:46:49.920]  clip worked in. Flexibits.com is where you go to find out
[01:46:49.920 --> 01:46:53.040]  everything you'd want to know about Fantastical and Cardhop.
[01:46:53.040 --> 01:46:56.560]  I will also thank our sponsors today. They were Linode, where
[01:46:56.560 --> 01:46:59.680]  you can deploy and manage an SSD server in the Linode cloud.
[01:46:59.680 --> 01:47:03.520]  Iodine, where they've introduced the all new data, Pro
[01:47:03.520 --> 01:47:08.240]  Data, which is all SSD storage, massive up to 24 terabytes for
[01:47:08.240 --> 01:47:12.640]  your M1 MacBooks, and Retool, where you can build internal
[01:47:12.640 --> 01:47:15.680]  tools for your team up to 10 times faster than traditional
[01:47:15.680 --> 01:47:18.720]  software development. Thanks, Michael. Thanks, John. Have a
[01:47:18.720 --> 01:47:41.360]  great weekend.
