[00:00.000 --> 00:01.000]  Hey, John.
[1:49:27.000 --> 1:49:30.000]  And people are going to say it's because they own beats and beats.
[1:49:30.000 --> 1:49:31.000]  That's right.
[1:49:31.000 --> 1:49:32.000]  That's right.
[1:49:32.000 --> 1:49:33.000]  Yeah.
[1:49:33.000 --> 1:49:34.000]  It's, yeah.
[1:49:34.000 --> 1:49:40.000]  It's all, we'll have an antitrust investigation, you know, like, it's all, it's, it's all a scheme to get you to buy beat headphones.
[1:49:40.000 --> 1:49:41.000]  Right.
[1:49:41.000 --> 1:49:44.000]  But that, I would assume that that's what they're going to do.
[1:49:44.000 --> 1:49:51.000]  It seems like only natural because you can actually drop, you can draw power from that too, which is pretty interesting, right?
[1:49:51.000 --> 1:49:57.000]  So you could have a pair of headphones that are connected still, but, you know, like the noise canceling ones.
[1:49:57.000 --> 1:50:01.000]  Where right now you need like triple A batteries, but the, I had like the bose ones.
[1:50:01.000 --> 1:50:02.000]  Right.
[1:50:02.000 --> 1:50:05.000]  That, that, that cancel out the noise, but they need triple A batteries to put in them.
[1:50:05.000 --> 1:50:13.000]  And if you could just draw the power from the phone, that's interesting, but that doesn't alleviate the, that actually probably exacerbates the, the core tissue still.
[1:50:13.000 --> 1:50:14.000]  Yeah.
[1:50:14.000 --> 1:50:15.000]  Probably.
[1:50:15.000 --> 1:50:16.000]  Yeah.
[1:50:16.000 --> 1:50:17.000]  Well, it would have to.
[1:50:17.000 --> 1:50:22.000]  Yeah.
[1:50:22.000 --> 1:50:23.000]  Yeah.
[1:50:23.000 --> 1:50:26.000]  And then the other thing, I was thinking like, because noise cancel, whatever I think a noise canceling one, I used, I used to have a pair of bose noise, noise canceling.
[1:50:26.000 --> 1:50:30.000]  And I do, I kind of miss them whenever I'm on a plane because they really do work.
[1:50:30.000 --> 1:50:33.000]  And I always think of them as something you wear on a plane.
[1:50:33.000 --> 1:50:35.000]  But they're just so bulky.
[1:50:35.000 --> 1:50:36.000]  Yeah.
[1:50:36.000 --> 1:50:37.000]  Exactly.
[1:50:37.000 --> 1:50:40.000]  It's, it's such a huge, they're so big compared to earbuds.
[1:50:40.000 --> 1:50:41.000]  Yep.
[1:50:41.000 --> 1:50:46.000]  And if they drew power, that's the other thing too, is that, you know, you don't want to get a plane and have your phone be dead because you're
[1:50:46.000 --> 1:50:49.000]  your phone be dead because you were powering your head, your headphones.
[1:50:49.000 --> 1:50:50.000]  Yeah.
[1:50:50.000 --> 1:50:51.000]  And if you've, there's only one lightning adapter.
[1:50:51.000 --> 1:50:58.000]  So even if you're on a plane, depending on your airline, if you have a, you're lucky enough to be on a plane where you can have a power port.
[1:50:58.000 --> 1:50:59.000]  Right.
[1:50:59.000 --> 1:51:04.000]  You can't charge it while you're, while you're using it for lightning to do the headphones.
[1:51:04.000 --> 1:51:05.000]  Yeah.
[1:51:05.000 --> 1:51:07.000]  I feel like Bluetooth is the way to go.
[1:51:07.000 --> 1:51:08.000]  Yeah.
[1:51:08.000 --> 1:51:14.000]  The only way that that would trade off would be good there is if, um, is if by drawing power from the phone, you could significantly
[1:51:14.000 --> 1:51:16.000]  reduce the bulk of the noise canceling.
[1:51:16.000 --> 1:51:18.000]  So they didn't need the battery, obviously.
[1:51:18.000 --> 1:51:19.000]  Uh, I don't know.
[1:51:19.000 --> 1:51:22.000]  I don't know what's involved in sort of the noise canceling technology.
[1:51:22.000 --> 1:51:26.000]  But I cannot help but think that the headphone jack is going the way of the dodo.
[1:51:26.000 --> 1:51:31.000]  I mean, I, I mean, really, I honestly don't know how much thinner they could make the device and still have it.
[1:51:31.000 --> 1:51:32.000]  I mean, a little bit.
[1:51:32.000 --> 1:51:33.000]  Just looking at it.
[1:51:33.000 --> 1:51:34.000]  But it's really cool.
[1:51:34.000 --> 1:51:37.000]  And then could they, could they do stereo speakers then?
[1:51:37.000 --> 1:51:42.000]  Do you think on the, uh, you know, at the bottom where they only have the one sort of side is, uh, is the speaker.
[1:51:42.000 --> 1:51:44.000]  Could they do both, would they do both?
[1:51:44.000 --> 1:51:45.000]  Does that matter?
[1:51:45.000 --> 1:51:46.000]  I don't know.
[1:51:46.000 --> 1:51:49.000]  I feel like I've never gotten a definitive answer on that.
[1:51:49.000 --> 1:51:55.000]  But when I've brought it up with people at Apple, they've always said that it's a gimmick because it's too close.
[1:51:55.000 --> 1:51:56.000]  It doesn't make it.
[1:51:56.000 --> 1:51:57.000]  It actually doesn't.
[1:51:57.000 --> 1:51:58.000]  Yeah.
[1:51:58.000 --> 1:51:59.000]  That's right.
[1:51:59.000 --> 1:52:00.000]  I've heard the same thing.
[1:52:00.000 --> 1:52:01.000]  It's sort of, it wouldn't matter.
[1:52:01.000 --> 1:52:02.000]  You're exactly right.
[1:52:02.000 --> 1:52:04.000]  I think it might matter a little bit.
[1:52:04.000 --> 1:52:08.000]  And I've seen some phone, you know, like with Android, you can find a phone that does anything.
[1:52:08.000 --> 1:52:12.000]  You know, there's some obscure Sony one that has like speaker on the top and the bottom.
[1:52:12.000 --> 1:52:13.000]  Right.
[1:52:13.000 --> 1:52:14.000]  So right.
[1:52:14.000 --> 1:52:20.000]  When you hold the phone in horizontal mode, like you would when you're watching the video, there's a little bit more separation.
[1:52:20.000 --> 1:52:22.000]  And I could see it would make a difference.
[1:52:22.000 --> 1:52:28.000]  But for the most part, you know, if you have stereo speakers on the bottom, just on one side of the phone, it's pointless.
[1:52:28.000 --> 1:52:29.000]  Yeah.
[1:52:29.000 --> 1:52:33.000]  And in fact, when you're watching video sideways, it's counterproductive.
[1:52:33.000 --> 1:52:34.000]  Right.
[1:52:34.000 --> 1:52:39.000]  You know, what's the point of having left and right when they're both on the right, because that's how you're holding the phone?
[1:52:39.000 --> 1:52:46.000]  Like it's, you know, so that's what I've heard, is that it's just a stupid marketing checkpoint that they're not going to go for.
[1:52:46.000 --> 1:52:56.000]  That was one of the rumored features though of the iPad Pro, right, that it might have stereo, like because it would have speakers on both sides, who knows if that's that figured end up being legitimate at all.
[1:52:56.000 --> 1:52:58.000]  But I think that was at one point, like a thought.
[1:52:58.000 --> 1:53:03.000]  I still think though it only makes sense if they were at the top and bottom, not left and right, because that's how you watch video.
[1:53:03.000 --> 1:53:08.000]  And videos, or when you want it, like who cares if you're alert sounds come in stereo.
[1:53:08.000 --> 1:53:09.000]  That's right.
[1:53:09.000 --> 1:53:21.000]  Or what they could do, if they do actually do as some sort of keyboard device with the iPad, iPad Pro, maybe they could do it just like they do with MacBooks now where they have the speaker sort of builts under the keyboard.
[1:53:21.000 --> 1:53:23.000]  Yeah, something like that I could see.
[1:53:23.000 --> 1:53:28.000]  I don't know, but I don't think putting them on the actual sides of the device makes any sense.
[1:53:28.000 --> 1:53:29.000]  Yeah.
[1:53:29.000 --> 1:53:34.000]  All right, I think that about does it good talking to you.
[1:53:34.000 --> 1:53:59.000]  It shouldn't make it so long this next time.
