[00:00.000 --> 00:01.680]  Federico
[01:47:12.360 --> 01:47:15.960]  All right before we go on like it. Yeah before we go on with multitasking
[01:47:15.960 --> 01:47:18.840]  Let me do the third and final sponsor and then we will run out the clock
[01:47:19.880 --> 01:47:23.560]  On multitasking but our third and final sponsor of the show is linode
[01:47:23.640 --> 01:47:29.080]  Oh, do I love this company too whether you're working on a personal project or managing your enterprise's infrastructure?
[01:47:29.080 --> 01:47:33.240]  Linode has the pricing support and scale you need to take your project to the next level
[01:47:33.880 --> 01:47:39.720]  It's a hosting company. It's where you host websites. It's where I host daring fireball and I love it
[01:47:39.960 --> 01:47:43.800]  They have 11 data centers worldwide including their newest in sydney, australia
[01:47:44.680 --> 01:47:48.060]  They have enterprise grade hardware s3 compatible
[01:47:48.920 --> 01:47:50.920]  api wise storage options
[01:47:51.800 --> 01:47:53.240]  and
[01:47:53.240 --> 01:48:00.040]  Uh everything of course, it's all modern ssd storage across the board 40 gigabit networking
[01:48:00.840 --> 01:48:02.840]  industry leading processors
[01:48:03.080 --> 01:48:08.360]  Their revamped cloud manager. That's just the fancy way of saying the web-based interface to your account
[01:48:08.920 --> 01:48:14.280]  It's an open source single page app cloud linode.com. It is fantastic
[01:48:14.280 --> 01:48:16.840]  It is absolutely great in every single way
[01:48:16.840 --> 01:48:24.120]  Hey, what if you're like a super nerd and you want like api access to to your servers? Look you get root access
[01:48:24.680 --> 01:48:31.500]  They have an api with a python command line interface full documentation at developers.linode.com
[01:48:33.000 --> 01:48:39.960]  Really just fantastic if you're a super nerd who knows even knows what it means to have a python command line interface library
[01:48:40.520 --> 01:48:41.960]  to the server
[01:48:41.960 --> 01:48:48.200]  And their plans this is great you think but how much does it cost? Well, guess what? They're nanode plan
[01:48:48.200 --> 01:48:54.600]  That's linode plus nano for being small nanode starts as low as five bucks a month
[01:48:54.680 --> 01:49:01.400]  And it's a really credible plan with like a gigabit of gigabyte of memory and you can really go a long way with that
[01:49:02.360 --> 01:49:09.560]  And it scales from that nanode plan, which is just five bucks a month scales all the way up to dedicated CPU plans
[01:49:09.560 --> 01:49:16.520]  With physical cores reserved just for you with no CPU steel if that's how high performance you need your stuff to be
[01:49:17.400 --> 01:49:23.400]  They also have GPU computing plans that are suitable for AI and machine learning and video processing
[01:49:23.560 --> 01:49:26.840]  Of course, which always goes through the GPU to be efficient
[01:49:28.200 --> 01:49:34.220]  All sorts of stuff like that one-click installs of most of the popular apps including stuff like wordpress
[01:49:34.220 --> 01:49:41.980]  Game servers from minecraft stuff like that and more anything that you think might be a one-click install for your own custom server
[01:49:42.220 --> 01:49:48.320]  They've got it at linode. So use this promo code talk show 2020 talk show 2020
[01:49:48.860 --> 01:49:55.900]  When you create your new linode account and you get twenty dollars credit towards your next project with that five dollar a month plan
[01:49:55.900 --> 01:50:01.180]  That's four free months and one last thing. They're hiring go to linode.com
[01:50:01.180 --> 01:50:05.020]  Slash careers if you're like a sysadmin type and find out more
[01:50:06.380 --> 01:50:13.660]  Once again linode.com slash the talk show is the url linode.com slash the talk show and the promo code
[01:50:14.380 --> 01:50:17.580]  To save 20 bucks is talk show 2020
[01:50:19.500 --> 01:50:21.500]  All right, the multitasking thing
[01:50:22.460 --> 01:50:23.660]  so
[01:50:23.660 --> 01:50:27.820]  Ryan who works with you at max stories? What's his last name? I don't know
[01:50:27.820 --> 01:50:34.140]  Remember it crystal fall crystal fall. He had a really good article and I linked to it. Uh, and I promised a fuller response
[01:50:34.540 --> 01:50:37.500]  Which I haven't finished yet. I am working on but I could talk about it here
[01:50:38.060 --> 01:50:43.820]  But he had a proposal that I think was really good and it tackled some of the issues I mentioned which is that I think
[01:50:43.820 --> 01:50:45.820]  It's just so incredibly frustrating
[01:50:46.460 --> 01:50:51.260]  That the way that you get the first app on screen is the obvious way which shouldn't change you
[01:50:51.420 --> 01:50:54.060]  See the app and you tap the icon and then it opens and it's fully
[01:50:54.060 --> 01:50:57.580]  Screened and the way you get the second app on screen is totally different
[01:50:59.500 --> 01:51:03.340]  His idea for managing some of this is to use contextual menus
[01:51:04.620 --> 01:51:08.460]  And I have a couple of I've thought about it. I have a couple of problems with that
[01:51:09.340 --> 01:51:11.900]  One is I think that at a fundamental level
[01:51:13.340 --> 01:51:16.400]  Contextual menus should always be a shortcut
[01:51:16.400 --> 01:51:24.400]  To something for which there's another way to do it and unless i'm overlooking something
[01:51:25.040 --> 01:51:26.240]  on the mac
[01:51:26.240 --> 01:51:32.400]  You know contextual menus are what you get when you right click or control click is if you want to you know
[01:51:32.400 --> 01:51:37.920]  Control clicking is a long dating back to the era when max only had one button mice from apple
[01:51:39.200 --> 01:51:41.840]  Control click is always a synonym for right-clicking
[01:51:41.840 --> 01:51:48.160]  Um, I don't think there's anything you can do on the mac in a contextual menu that there isn't
[01:51:48.700 --> 01:51:53.200]  Another way to do it if there's an exception to that i'd love to hear it
[01:51:53.200 --> 01:51:56.480]  But I I can't think of one and i've been trying to think of one recently
[01:51:57.040 --> 01:52:00.480]  Whereas ryan's proposal would make certain things
[01:52:01.020 --> 01:52:07.120]  Contextual menu only and maybe that's true, you know and ipad os is different than mac ou
[01:52:07.120 --> 01:52:14.080]  And contextual menus on ipad os are different because now like you have to tap and hold to get to
[01:52:14.160 --> 01:52:20.640]  What I call jiggle mode to rearrange your icons on the home screen and that's right really only accessible through a contextual menu
[01:52:22.160 --> 01:52:27.840]  And one of the reasons but even in files, but even in files, so the main difference I think is that on ipad
[01:52:28.400 --> 01:52:31.680]  Some actions are context menu only
[01:52:31.680 --> 01:52:36.320]  Right, it is a little different. So maybe it would fit better. Um
[01:52:37.440 --> 01:52:43.280]  I just feel though that it's still at a broader sense. I still feel that his contextual menu
[01:52:43.840 --> 01:52:48.080]  Idea is still too indirect. Like if if I have
[01:52:48.800 --> 01:52:53.360]  Two apps open on my ipad at once and one's on the left and one's on the right
[01:52:54.160 --> 01:52:57.360]  And I would like to swap them and put them on my ipad
[01:52:57.360 --> 01:53:03.920]  On the left and one's on the right and I would like to swap them and put the one on the one side on the other
[01:53:04.000 --> 01:53:06.000]  You can just drag it over, right?
[01:53:06.640 --> 01:53:11.440]  You you can just drag the one on the left over to the right which is what you think would happen
[01:53:12.160 --> 01:53:17.280]  I think way more of the multitasking features in the ipad should be like that
[01:53:17.600 --> 01:53:21.840]  Where you just do the obvious thing and you tap on a certain area, you know
[01:53:21.840 --> 01:53:25.840]  And maybe the difference would be that they would have to add
[01:53:25.840 --> 01:53:27.040]  some
[01:53:27.040 --> 01:53:32.880]  For lack of a better word window chrome even though they're not windows like a window is a thing that floats around and you can
[01:53:32.880 --> 01:53:35.360]  Drag it anywhere you want. I think it's actually a
[01:53:36.080 --> 01:53:42.880]  Better idea for most people in most cases to have for lack of a better word a tile interface
[01:53:43.440 --> 01:53:47.920]  Like that's one of the things that I feel like apple is even struggling with I don't think they know what to call things
[01:53:48.160 --> 01:53:52.880]  On ipad os they call things windows that to me aren't windows, right?
[01:53:52.880 --> 01:53:56.720]  Right. Yeah. Yeah, I think it's more in fact
[01:53:56.880 --> 01:54:02.080]  It's more descriptive in in the api where they call them scenes, right?
[01:54:02.160 --> 01:54:05.120]  I think that's that's a better name for it because they're not windows
[01:54:05.120 --> 01:54:09.760]  They are multiple scenes for the same application. I think it actually makes more sense, right?
[01:54:10.640 --> 01:54:12.640]  Yeah, so like in safari
[01:54:13.520 --> 01:54:16.560]  And you say new tab you're on the ipad and you say new tab
[01:54:16.560 --> 01:54:22.480]  it's very everybody gets exactly what you think you get a thing that looks like a tab and if you're used to tabs on
[01:54:22.720 --> 01:54:24.720]  you know mac os or
[01:54:24.880 --> 01:54:32.400]  Windows or chrome os or anywhere else where there's tabs in a browser you get a thing now that looks like a tab in a browser
[01:54:32.800 --> 01:54:38.720]  Whereas what they're calling windows don't look like windows anywhere else and I feel like it's just is a
[01:54:39.520 --> 01:54:45.360]  It it's like the confusion of the concept as it currently stands leaking out into the language
[01:54:45.360 --> 01:54:47.200]  They choose to use to describe it
[01:54:48.880 --> 01:54:53.040]  I just think that it should be a lot more direct and you know that concept I linked to
[01:54:53.760 --> 01:54:58.880]  Earlier this week from a kid. I call him a kid. He's 21 on twitter, uh
[01:55:00.240 --> 01:55:02.960]  You know where it more or less and I don't know if that's the right decision
[01:55:03.040 --> 01:55:06.640]  But I do I saw a lot of people on twitter who seem to like it
[01:55:06.640 --> 01:55:09.520]  But the idea is that you know you kind of turn
[01:55:09.920 --> 01:55:13.760]  if you want to have two apps on screen at once it kind of his concept to put it in
[01:55:13.760 --> 01:55:19.440]  As short of a few words as possible kind of turns each half of the screen into an ipad mini
[01:55:19.920 --> 01:55:24.160]  And so if you like go up if you have two apps at once and you zip one up from the bottom
[01:55:24.320 --> 01:55:26.320]  You know like the home screen shortcut
[01:55:26.480 --> 01:55:32.080]  You get a miniature version of your whole home screen on the right staff half of the screen and you can just tap another app
[01:55:32.080 --> 01:55:34.080]  And it takes that half of the screen
[01:55:34.240 --> 01:55:40.400]  Is that the right solution? I don't know but it something along those lines though feels so much more
[01:55:41.520 --> 01:55:42.560]  natural
[01:55:42.560 --> 01:55:45.700]  Natural to me and it feels more ipad-like
[01:55:47.680 --> 01:55:50.160]  So what I think is happening now, um is
[01:55:51.120 --> 01:55:56.800]  If you remember when when splitview first came out in 2015 with ios 9
[01:55:57.680 --> 01:56:04.640]  And the way that you that you used to invoke like a secondary app used to be that you would swipe from the
[01:56:05.040 --> 01:56:10.080]  Right edge of the display and you would get like this scrollable list of icons
[01:56:10.080 --> 01:56:12.000]  of icons
[01:56:12.000 --> 01:56:19.040]  And those icons in theory were like your recently used apps and you would tap one and it would come in in splitview
[01:56:19.680 --> 01:56:25.760]  And we had that system for a couple of years and at some point we all started wishing for
[01:56:26.560 --> 01:56:28.800]  some kind of different
[01:56:29.760 --> 01:56:33.280]  picker view and at the time and this is like
[01:56:33.980 --> 01:56:37.840]  2016 so we're talking ios 10 before 11 came out
[01:56:37.840 --> 01:56:45.440]  Uh, there were all kinds of concepts. I I even commissioned one of them. I still have the video on mac stories
[01:56:45.520 --> 01:56:47.360]  I remember this
[01:56:47.360 --> 01:56:52.240]  Envisioning like what if the right side of the screen was more like a home screen?
[01:56:52.640 --> 01:56:56.880]  And you would have like a grid of icons and you could search the icons and then you would tap
[01:56:57.360 --> 01:56:58.720]  Just like you tap on home screen
[01:56:58.720 --> 01:57:04.820]  You would tap and you would bring in the secondary app and then ios 11 comes out and wwc 2017
[01:57:04.820 --> 01:57:11.300]  Apple announces this new system and they swing in a completely different direction and they're like
[01:57:12.020 --> 01:57:15.800]  What if we took this idea of direct manipulation?
[01:57:16.580 --> 01:57:18.660]  And we just went nuts with it
[01:57:18.980 --> 01:57:23.380]  So anything like you want to multitask you can just drag things around
[01:57:23.780 --> 01:57:28.340]  And you pick up the icon and you bring it into a space and you create a split view and all of that
[01:57:28.660 --> 01:57:31.620]  And so they they took this idea of like on ipad
[01:57:31.620 --> 01:57:34.740]  Instead there's direct manipulation. There's multitouch. So
[01:57:35.460 --> 01:57:43.300]  Why not build multitasking around it? And I think now couple of years have passed and and ipad os is now a thing
[01:57:43.780 --> 01:57:46.500]  And you can you can actually do more you can
[01:57:47.300 --> 01:57:54.100]  Have multiple apps in slide over you can have multiple windows, but we're back at square one and we're saying well
[01:57:54.100 --> 01:57:58.100]  But what if you actually had a simplified picker for split view?
[01:57:58.100 --> 01:58:05.060]  So I think at some point they just they just need to do it because it seems to be like this cycle that goes on forever
[01:58:05.940 --> 01:58:09.540]  And apple maybe eventually comes up with another solution
[01:58:09.700 --> 01:58:13.700]  But maybe people just want to have some kind of home screen some kind of launcher
[01:58:14.340 --> 01:58:19.460]  That is consistent with the actual home screen because the other systems
[01:58:20.180 --> 01:58:24.420]  And I say this as somebody who really likes the current system
[01:58:24.420 --> 01:58:27.940]  But maybe it's not that I like it so much that I know it, right?
[01:58:28.580 --> 01:58:34.020]  And and and I think I even if I know it well, and even if I can work my way around it
[01:58:34.980 --> 01:58:36.740]  I know that it's flawed
[01:58:36.740 --> 01:58:38.740]  It works for somebody like me
[01:58:38.820 --> 01:58:42.180]  but I know that it's not the best solution for other people and I think
[01:58:42.740 --> 01:58:48.260]  At some point they just need to to do it and maybe a home screen is a solution. Maybe some kind of different
[01:58:48.260 --> 01:58:53.700]  Current grid view is a solution, but the current system is more
[01:58:55.220 --> 01:58:57.780]  Maybe it's more fancy than it needs to be, right?
[01:58:58.020 --> 01:58:58.420]  Oh, yeah
[01:58:58.420 --> 01:59:02.820]  What if you can pick up anything and you and if you drop it here it becomes
[01:59:03.380 --> 01:59:08.660]  Slide over and if you drop it there, it becomes split view and it's it's fine for people like me
[01:59:08.660 --> 01:59:10.740]  But it's not great for for everybody else
[01:59:11.700 --> 01:59:15.940]  The craziest thing about it and I really think this is undeniably true
[01:59:15.940 --> 01:59:21.540]  and this is why I love reading your stuff about it is that you as you know, an ipad aficionado, you know, you're
[01:59:22.420 --> 01:59:24.180]  perfectly willing to
[01:59:24.180 --> 01:59:25.780]  admit it is
[01:59:25.780 --> 01:59:27.780]  It to me. It's crazy
[01:59:28.020 --> 01:59:28.820]  that
[01:59:28.820 --> 01:59:31.480]  That to be a power user on the ipad
[01:59:31.940 --> 01:59:37.300]  Is more complicated than to be a power user at the equivalent level and do the same things on the mac
[01:59:37.700 --> 01:59:41.540]  Like it should not be that way. It should be easier on the ipad
[01:59:41.540 --> 01:59:46.260]  Like the mac is has this historical cruft, you know
[01:59:46.260 --> 01:59:51.620]  like I said like just a perfect little stupid example like when you select an app or a file in
[01:59:52.260 --> 01:59:58.020]  The finder and you hit the return key people expect it to open if they're not long-time mac users
[01:59:58.020 --> 02:00:04.020]  But that's not what happens you read you're renaming the file and you have to hit command down or command open like
[02:00:04.580 --> 02:00:06.580]  the mac has a whole
[02:00:06.580 --> 02:00:12.520]  Arm's length long list of stuff like that that really should never change because it's too historically
[02:00:13.860 --> 02:00:17.860]  You know baked in and there's a reason for it being the way it is
[02:00:18.820 --> 02:00:20.820]  Or the whole double, you know
[02:00:21.220 --> 02:00:26.820]  dub I I wrote about this like that that you double click applications to launch them on the mac because
[02:00:27.460 --> 02:00:34.520]  Single clicking selects it and it's worth it. You know the the official way double clicking historically
[02:00:34.520 --> 02:00:39.100]  It was a shortcut the official way like in 1984
[02:00:39.800 --> 02:00:46.040]  To open an application was to click on it to select it go up to the file menu and hit open
[02:00:46.600 --> 02:00:47.720]  you know and
[02:00:47.720 --> 02:00:51.480]  You know because that you know, it was everything was sort of like through the you know
[02:00:51.560 --> 02:00:56.920]  The commands were in the file menu or in the menu bar and then everything else was a shortcut
[02:00:57.080 --> 02:01:03.480]  So there were keyboard shortcuts like command o as a shortcut for file open and then they added a mouse shortcut
[02:01:03.480 --> 02:01:07.240]  Which is well, what if you want to just skip the whole file menu and you're an advanced user?
[02:01:07.240 --> 02:01:09.240]  You could just double click the item
[02:01:09.480 --> 02:01:16.200]  Well, everybody, you know, it ends up that's so much more convenient. Nobody selects an item and goes up to the file menu and hits open
[02:01:17.800 --> 02:01:22.680]  But then we wound up with a generation of people who think you have to double click links in a web browser
[02:01:22.920 --> 02:01:25.960]  Because they think you double you double click to open stuff
[02:01:27.320 --> 02:01:29.320]  it's it's a
[02:01:29.320 --> 02:01:35.080]  I love mac os and I love the mac and I I am so so proficient in it
[02:01:35.400 --> 02:01:38.520]  but i'm perfectly willing to admit it's it is not
[02:01:39.720 --> 02:01:45.960]  It is a target that the ipad should be able to surpass in in almost every regard
[02:01:46.440 --> 02:01:51.160]  For almost every user as just just using it system, you know
[02:01:52.520 --> 02:01:55.960]  Yeah, I agree with that. It should empower everyone not just people like me
[02:01:55.960 --> 02:02:00.440]  Yeah, and and it and and it's complicated to say that you can drag in
[02:02:01.080 --> 02:02:04.920]  How do you move an icon from your first home screen to your second screen?
[02:02:05.080 --> 02:02:12.520]  Well, you you drag it but dragging the icon is also the way that you make it a split screen app, you know, it's it
[02:02:13.400 --> 02:02:14.760]  that's
[02:02:14.760 --> 02:02:19.000]  It makes sense when you understand the context of how you start those drags
[02:02:19.000 --> 02:02:26.200]  But that sort of hey just dragging the app icon does these two entirely different things
[02:02:26.280 --> 02:02:32.680]  One of them is moving it. The other one is opening it up into a window in split view or or
[02:02:34.760 --> 02:02:37.000]  What's it called slide over slide over
[02:02:38.760 --> 02:02:43.080]  That's that's that's the sort of thing i'm talking about where to understand that makes you
[02:02:43.080 --> 02:02:48.380]  Understanding more complexity than the mac user under it needs to understand to do the equivalent thing
[02:02:49.260 --> 02:02:52.620]  yeah, I and I look I don't disagree with that and I think
[02:02:53.660 --> 02:02:58.940]  What I was seeing before like I don't want to lose the current options because as a as a pro user
[02:03:00.060 --> 02:03:03.260]  I do enjoy like the freedom that this system
[02:03:03.820 --> 02:03:07.660]  Gives me in the sense that I can because I know how it works
[02:03:07.660 --> 02:03:13.900]  I can choose exactly where I want to drop an icon and how I want to make it a split view
[02:03:14.140 --> 02:03:16.140]  Like I know all the all the little
[02:03:16.780 --> 02:03:18.780]  sorry
[02:03:19.020 --> 02:03:24.380]  I know all the little like hidden tricks of it. Like if you if you drop an icon toward the
[02:03:25.020 --> 02:03:27.660]  Upper edge of the display it becomes a full screen
[02:03:27.900 --> 02:03:35.180]  Uh window and like all these little things I know but like how would you even expose them to to regular folks?
[02:03:35.180 --> 02:03:40.620]  And I don't think that I I don't think that an onboarding process when you're setting up
[02:03:40.620 --> 02:03:46.220]  Yeah, but for the first time like those three pages, I don't think those are nearly enough even with the short
[02:03:47.100 --> 02:03:50.860]  video that you see at setup and um
[02:03:52.380 --> 02:03:54.700]  And there's like what really surprises me though
[02:03:54.780 --> 02:04:00.220]  Is that is that certain and and you brought this up on during fireball multiple times like there have been
[02:04:00.220 --> 02:04:05.580]  design issues with the current multitasking system on ipad and and before
[02:04:06.220 --> 02:04:10.140]  Doing this this episode. I actually went back and checked on mac stories
[02:04:10.220 --> 02:04:13.900]  and and these are issues that I mentioned all the way back in 2015 in my
[02:04:14.620 --> 02:04:16.620]  ios 9 review like
[02:04:17.020 --> 02:04:21.660]  Try and tell which side of a split view is as keyboard focus
[02:04:21.740 --> 02:04:25.420]  Yeah at any given moment and they they sort of
[02:04:25.420 --> 02:04:28.700]  quote-unquote made it better in 13 by
[02:04:29.660 --> 02:04:32.060]  slightly changing the color of the
[02:04:32.620 --> 02:04:39.020]  Pale shaped indicator right at the top of a split view but good luck trying to tell the difference between two
[02:04:39.100 --> 02:04:45.020]  Very similar shades of gray right if you can and that's one of them and the other design problem is
[02:04:45.580 --> 02:04:51.500]  There's such a tiny difference like visually speaking between dropping an icon
[02:04:51.500 --> 02:04:57.180]  And it becomes a split view item and dropping an icon and it becomes a slide over item
[02:04:57.580 --> 02:05:02.540]  And basically the difference is you gotta take a look at the corner radius of the window to tell
[02:05:03.180 --> 02:05:09.980]  Who came up with that but also how was it not fixed or like five years later and so
[02:05:10.700 --> 02:05:18.380]  Yeah, there's like it needs it needs to empower everybody and it does you shouldn't have to read a manual
[02:05:18.380 --> 02:05:23.340]  Or a review. Yes know how it works and and so basically just to wrap up
[02:05:23.580 --> 02:05:25.820]  I I really do and I think we're exactly on the same page
[02:05:25.820 --> 02:05:31.980]  I just think that the ipad os needs a little bit more visual affordances, you know, yes and
[02:05:32.780 --> 02:05:39.980]  Close buttons right like how do you close if you're in a app with multiple documents? How do you close a thing?
[02:05:39.980 --> 02:05:41.660]  Well, why isn't that a standard?
[02:05:41.660 --> 02:05:46.620]  Why isn't there a red button and I really do think and I don't want to pin it all on johnny
[02:05:46.620 --> 02:05:53.500]  I've shoulders, but I kind of want to just pin it all on johnny. I've shoulders. Is that I feel that in the post?
[02:05:54.860 --> 02:06:00.140]  Johnny I've is control in control of all ui which is from ios 7 forward
[02:06:00.780 --> 02:06:05.580]  I feel like apple has always erred on the side of minimalism too far
[02:06:06.540 --> 02:06:13.580]  And that they're just it there should be more that you can do by just seeing a thing on screen
[02:06:13.580 --> 02:06:21.580]  And being able to poke it with your finger and touch it to close it or touch it to drag it or touch it to move it
[02:06:22.620 --> 02:06:25.660]  And just a little bit not a lot just a little
[02:06:26.540 --> 02:06:31.580]  And and you know, like I said the one of the things that the ipad os already gets right is if you have two apps
[02:06:31.580 --> 02:06:37.980]  Split screen left and right you can swap them by just dragging it over and that's perfect
[02:06:37.980 --> 02:06:39.980]  But I just feel like there should be more like that
[02:06:39.980 --> 02:06:47.900]  Yeah, yeah, I agree with that. It's not a it's not a scene to have buttons or other visual affordances to
[02:06:49.020 --> 02:06:53.500]  once again, you know, it's great that we have these hidden gestures, but
[02:06:54.540 --> 02:06:56.140]  It's not so great for other people
[02:06:56.140 --> 02:07:01.020]  No, and so and it should they should be shortcuts for for and I feel like there should be a lot more that's exposed
[02:07:01.020 --> 02:07:05.340]  And maybe you have to take more steps to do it the visual one finger way
[02:07:05.340 --> 02:07:12.060]  Tapping the thing you see on screen and that a you know multi-fingered gesture or shortcut can be a shortcut for it for power users
[02:07:12.060 --> 02:07:13.900]  But there should still be
[02:07:13.900 --> 02:07:15.900]  A way that you can get there visually
[02:07:16.780 --> 02:07:18.220]  Yeah
[02:07:18.220 --> 02:07:25.260]  Uh, my final question to you before we wrap up is do you regret do you regret naming the website mac stories?
[02:07:30.300 --> 02:07:32.300]  Well, I get
[02:07:32.300 --> 02:07:35.740]  I get asked this a lot surprisingly. Um,
[02:07:36.780 --> 02:07:39.100]  I I really don't because
[02:07:41.340 --> 02:07:44.940]  No, look i'm honest I really don't because it's um
[02:07:45.500 --> 02:07:50.780]  At some point like five years ago. I considered like, uh, I should change the name of this website
[02:07:51.580 --> 02:07:53.580]  Because it's not who I am anymore
[02:07:54.220 --> 02:07:57.580]  But then it was a combination of well now
[02:07:57.580 --> 02:08:03.580]  A lot of people know the website as mac stories and and like it's you know, it gets linked in a bunch of places
[02:08:03.580 --> 02:08:07.180]  do you really want to change those name of the site, but also
[02:08:08.140 --> 02:08:12.300]  It's a it's a nostalgic thing. Like it tells me it's sort of like a
[02:08:13.180 --> 02:08:15.420]  In the name I see that kind of uh,
[02:08:16.300 --> 02:08:19.980]  Evolution evolutionary path like I started on the mac, right?
[02:08:20.540 --> 02:08:25.820]  I started writing about apple because I got my first macbook and I started writing about apple
[02:08:25.820 --> 02:08:33.260]  Because I got my first macbook and I wanted to write about it. And so there's a there's a nostalgic component in that and I
[02:08:34.620 --> 02:08:37.680]  Maybe I do regret that the fact that the name does not fully describe
[02:08:39.020 --> 02:08:47.100]  Who I am at this point the site of the most most advanced most eloquent most proficient ipad os power user on on the web
[02:08:47.900 --> 02:08:49.820]  today
[02:08:49.820 --> 02:08:55.820]  I laugh because there is a certain charm to it. That's what i'm trying to say. Yeah, there's and you do so and
[02:08:55.900 --> 02:08:59.580]  It's not like you don't write about the mac anymore and and your colleagues, you know
[02:08:59.580 --> 02:09:02.460]  it is a whole assortment of people there like john forhees and
[02:09:03.020 --> 02:09:09.020]  Ryan who we talked about and and others who collaborate with you there and it's not like you don't write about the mac
[02:09:09.980 --> 02:09:14.060]  Yeah, and also yes, I keep it. I like to keep it like this because it's kind of funny
[02:09:14.060 --> 02:09:20.460]  That you know, the you can find a lot of like shortcut stuff and ipad stuff and the website's name is max stories
[02:09:20.620 --> 02:09:24.860]  Yeah, and I think it's kind of funny. Well, it is one of my favorite websites. I thank you
[02:09:24.860 --> 02:09:29.500]  It has been I waited way too long to invite you to be on the show federico. It has been an absolute delight
[02:09:30.300 --> 02:09:32.860]  Uh, my wife is looking forward to this
[02:09:32.860 --> 02:09:34.540]  She very seldom listens to my show
[02:09:34.540 --> 02:09:38.940]  But she said that she cannot wait to hear your episode because she just enjoys listening to your voice
[02:09:38.940 --> 02:09:46.060]  Last year. I I first met her last year. I think you know officially in person and she kept saying please keep talking
[02:09:47.580 --> 02:09:50.140]  Because I want to listen to your accent forever
[02:09:50.860 --> 02:09:57.100]  I just kept talking. Yeah, I think what she wants she's gonna she's gonna text my editor caleb and have like a
[02:09:57.660 --> 02:10:00.460]  Can she get a cut of this podcast where it just cuts my shit out?
[02:10:02.380 --> 02:10:07.020]  I'm, so sorry. Oh, well, it's all right. I mean, but thanks for having me on
[02:10:07.020 --> 02:10:11.820]  though. It's been a it's been a pleasure. Well, it won't be the last time. Uh, everybody, of course
[02:10:11.820 --> 02:10:14.860]  I just mentioned it max stories, uh dot net
[02:10:15.500 --> 02:10:19.340]  Hey dot net party, you know dot net. Yeah fist bump
[02:10:22.540 --> 02:10:27.980]  You said you're thinking about changing the name of max story somebody asked me if I ever thought about changing daring fireball to during fireball
[02:10:27.980 --> 02:10:29.980]  Com I own daring fireball.com
[02:10:31.020 --> 02:10:33.500]  Uh, no, I'm not going to change it. Um
[02:10:33.500 --> 02:10:39.420]  But that's neither here nor there although if I did I would use hover sponsor of the website to do it. Of course
[02:10:39.420 --> 02:10:45.180]  Uh, so anyway, my thanks to you fedorico. Uh, everybody can read you and your team's fine work at max stories dot net
[02:10:45.740 --> 02:10:52.940]  Uh, we will stay tuned for news on the ipad and I will thank our sponsors this week feels where you can get cbd delivered to your house
[02:10:54.940 --> 02:11:00.140]  We had hover which I just mentioned where you can register and manage your domain names and
[02:11:00.140 --> 02:11:06.860]  linode the web server hosting company that hosts daring fireball and I couldn't be happier with them
[02:11:09.260 --> 02:11:11.260]  Thanks
[02:11:11.260 --> 02:11:29.100]  Thanks, you could say thanks too if you want. Yeah. Thank you. John
