[00:00.000 --> 00:01.440]  Hello
[25:34.100 --> 25:38.180]  A 16 pack is just 25 and I think it goes up from there
[25:38.180 --> 25:41.300]  You can buy them bulk and save more and more the more that you buy at a time
[25:41.300 --> 25:46.720]  But even if you just buy eight at a time, it's 15 bucks for a refill. You cannot beat that with
[25:47.580 --> 25:50.740]  Gillette fuse in fusion or any of those brands like that
[25:52.580 --> 25:56.380]  I think if you go to Amazon at least last time I checked here's from my notes
[25:56.380 --> 26:01.840]  Is that at Amazon and Amazon of course is a huge discounter. They sell everything at a discount but
[26:02.500 --> 26:08.300]  For a 12 pack of fusions from Gillette you pay 41 bucks. So it's way more that's more like
[26:08.300 --> 26:10.500]  three and a half bucks a blade
[26:11.900 --> 26:17.300]  It truly is half the price for something of comparable quality great packaging nice heavy handle
[26:17.300 --> 26:20.020]  I was just looking at my handle recently. I've been traveling with it
[26:20.460 --> 26:26.380]  I've had this thing ever since Harry's started sponsoring the talk show. I've had one handle from Harry's I was looking at it
[26:26.380 --> 26:28.380]  I got like the chrome one, whatever that one's called
[26:28.540 --> 26:35.260]  It run it under some hot water and wipe it off. It looks like mint condition and it's not like I baby it. It's unbelievable
[26:35.260 --> 26:40.460]  It looks brand new. So all I've ever done all I've ever done with these guys to refill it is
[26:40.460 --> 26:43.320]  I just buy blades and one time I bought more shaving cream and that was it
[26:43.860 --> 26:49.820]  So here's what you do go to Harry's calm use the promo code the talk show. That's the code and
[26:50.700 --> 26:54.420]  You will save five bucks off your first purchase
[26:55.500 --> 26:57.500]  So my thanks to Harry's
[26:57.920 --> 27:02.780]  You got the Harry's Jason. Yeah that that handle it's still yeah still super sharp
[27:02.780 --> 27:08.060]  And yeah, I just buy blades in the and the and the shave cream. The Winston set is the one I bought
[27:08.060 --> 27:12.540]  That's the one that comes with the chrome handle. It's the Truman set that comes with the orange
[27:12.540 --> 27:15.960]  I don't know what that is like ceramic or plastic. Yeah, I got the shiny one
[27:16.300 --> 27:22.540]  That's the that one the original one the one you got and it's pretty and nice and yeah, that's I it's funny
[27:22.540 --> 27:26.940]  I was trying to come up with like who the competitors and it's like I don't even remember they're gone
[27:26.940 --> 27:28.940]  I just get the Harry's blades
[27:28.940 --> 27:32.500]  I forgot about those competitors. Forget it done. Yeah
[27:34.380 --> 27:36.380]  All right next on my list of
[27:37.120 --> 27:39.120]  topics for the show is
[27:39.420 --> 27:45.100]  This thing that popped up like half cheese like two weeks ago now, but it was at the beginning of my vacation this whole idea
[27:45.940 --> 27:50.720]  That Safari is the new ie this was I was on vacation, too
[27:50.720 --> 27:55.980]  This was I read this before going to bed at my in-laws house and it made me mad
[27:55.980 --> 27:58.380]  And I was like, I'm just gonna sleep on it and I woke up in the morning
[27:58.380 --> 28:00.380]  I was like, nope still mad
[28:00.480 --> 28:04.100]  So this was written by a web developer
[28:04.900 --> 28:06.900]  named Nolan Lawson
[28:07.460 --> 28:13.000]  Yeah at his own website and it kind of blew up ours technica republished it. I'm with
[28:14.220 --> 28:20.300]  99% sure given, you know ours that they paid him and that they republished it there, but it certainly brought it to more people's attention
[28:20.300 --> 28:26.180]  And for people who were around in the 90s and
[28:26.860 --> 28:33.260]  Disagreeing with and maybe even the early 2000s. Honestly, I think I've still got a style sheet for daring fireball
[28:33.260 --> 28:37.660]  that says ie sucks dot CES you do then it yeah, and it's
[28:38.420 --> 28:41.300]  It I don't even I honestly would have to look it up
[28:41.300 --> 28:46.980]  I'm sure I've left a note for myself and you know Jimbo explaining why it has to be in a separate file and
[28:46.980 --> 28:53.160]  Why I think it's because it's I have it conditionally commented out on ie in the I think that's the story
[28:53.520 --> 28:57.960]  in the HTML for daring fireball, it's conditionally commented out and
[28:58.880 --> 29:05.360]  Small style sheet ie underscore sucks dot PHP that you've got there. It's yeah, it's just setting margins and hidden. Yeah
[29:05.400 --> 29:07.400]  Yeah, it's it sucks
[29:07.760 --> 29:12.400]  Yep, and that was that was I think and I think I was mostly concerned with the Mac ie
[29:12.400 --> 29:14.320]  Which was a better ie in my experience
[29:14.320 --> 29:20.040]  But anyway, oh by far people who had to deal with ie it it does not seem like you have to do that sort of stuff
[29:20.040 --> 29:23.080]  with JavaScript or not JavaScript with the
[29:23.560 --> 29:25.920]  Safari so it feels like it's
[29:27.240 --> 29:33.040]  Accusations that the headline was written to get attention rather than to accurately portray the article to me were
[29:34.040 --> 29:35.880]  just I
[29:35.880 --> 29:41.840]  Think I don't think he intended it to become famous. I think I don't think so either
[29:41.840 --> 29:44.760]  I but I think why I think he was frustrated
[29:45.200 --> 29:52.520]  Look, he went to a conference one of many he probably goes to about with web developers and all the web developers bitched about
[29:52.840 --> 29:55.560]  How oh, you know, I want to do this thing
[29:55.560 --> 30:01.160]  but it's not on Safari and the Apple doesn't let let you do this on Safari and they complained about this stuff that that Safari
[30:01.160 --> 30:04.560]  Didn't do or didn't do well and and they you know perceive
[30:04.560 --> 30:07.160]  It's like we who knows what Apple's doing and you know
[30:07.160 --> 30:11.520]  Some of that may be Apple not communicating and some of that may be Apple not telling them what they want to hear
[30:11.520 --> 30:16.160]  But I think it was really much very much like who are we bitching about at the meetings?
[30:16.160 --> 30:21.640]  It used to be IE and now it's Safari. So Safari is the new IE and you know, he ran with that
[30:22.320 --> 30:25.160]  maybe being he I think he was being cheeky and
[30:25.860 --> 30:28.820]  Then it kind of it kind of blew up in in his face
[30:28.820 --> 30:32.800]  But I think that was his intent and you know when I was a Mac world
[30:32.800 --> 30:36.380]  I I would hear it from our developers our web developers that
[30:36.920 --> 30:41.440]  Both on the front end and also for our CMS who would who would do this stuff?
[30:41.440 --> 30:46.880]  And show it to us new feature and we would try it in Safari and they would be like, you know
[30:46.880 --> 30:51.120]  We would say it doesn't work in Safari and they're gone Safari. So I heard that from them, too
[30:51.120 --> 30:55.300]  I suspect that might have been more that they weren't properly testing on Safari and you know
[30:55.300 --> 30:57.720]  But I definitely have heard from the web developers
[30:57.720 --> 31:03.480]  I used to work with that Safari had some weird things about it that were outliers and they had to do some extra stuff in
[31:03.480 --> 31:06.580]  Order to get the get what they were building for us to work on Safari
[31:06.580 --> 31:09.020]  So there's I mean, I'm sure there is some truth to that
[31:09.020 --> 31:15.840]  Although you could probably look at some stuff that's in Safari and if you develop for it then get frustrated by Chrome or Firefox
[31:16.060 --> 31:19.640]  Too depends on your perspective and in Lawson's piece
[31:19.640 --> 31:24.560]  I very much felt a very Chrome and a little bit Android kind of perspective
[31:24.560 --> 31:29.780]  but I think in the end what he really meant was we used to bitch about IE and now we bitch about Safari at these
[31:29.900 --> 31:32.900]  Conferences that I go to yeah, I think it's twofold
[31:32.900 --> 31:39.940]  I think one is that a more accurate and perhaps even more sensational headline would have been Apple is the new Microsoft
[31:40.460 --> 31:44.540]  Yeah, if you just want a wow blank is the new blank
[31:44.540 --> 31:49.100]  I think that's it and and by that I mean they are in charge of a
[31:49.860 --> 31:52.580]  dominant operating system or by dominant
[31:52.580 --> 31:52.860]  I mean
[31:52.860 --> 31:57.620]  It means everybody has to support it and most people feel like they need to support it as a top-tier
[31:58.340 --> 32:00.500]  target for their web development and
[32:00.500 --> 32:06.380]  It has a massive user base and the company is not motivated to
[32:07.940 --> 32:12.420]  Dance to the rest of the web open web
[32:14.820 --> 32:15.980]  Communities
[32:15.980 --> 32:20.180]  Tune because they don't have to and so they can do what they want
[32:20.180 --> 32:21.500]  They can do what they want
[32:21.500 --> 32:27.820]  And so in many in many cases not all in both kit in both Microsoft and Apple's cases not all the time
