[00:00.000 --> 00:02.000]  Tough fact to follow
[1:46:48.400 --> 1:46:53.360]  It happens that it's really good at rendering pixels and transforming 3D stuff
[1:46:54.480 --> 1:46:56.480]  but
[1:46:56.480 --> 1:47:02.320]  The math required to do 3D and to to shade the pixels and to make everything look pretty is
[1:47:02.880 --> 1:47:06.480]  Also the math they can be applied in any number of different ways
[1:47:07.120 --> 1:47:12.400]  It may not be graphics related. So open so metal
[1:47:12.400 --> 1:47:19.600]  It does what open GL does and it also does what open CL does
[1:47:20.880 --> 1:47:25.360]  Like a friend Chris Lucio does a lot of stuff in open CL with with Capo
[1:47:26.400 --> 1:47:32.880]  And I'll guss me over with a horn does a lot of stuff in on the Mac with the with open CL
[1:47:34.160 --> 1:47:36.640]  Metal presents the device as
[1:47:36.640 --> 1:47:41.520]  A massively parallel independent compute
[1:47:42.160 --> 1:47:44.160]  It gets down to the fact that
[1:47:44.160 --> 1:47:46.160]  Ultimately you could describe
[1:47:46.560 --> 1:47:52.160]  Computers in general as machines that do math really fast and in in recent years
[1:47:52.800 --> 1:48:02.240]  It's the GPUs not the CPUs that have gotten faster and faster and faster at that and that there's I actually so the CPUs are good at
[1:48:02.240 --> 1:48:04.240]  I
[1:48:06.160 --> 1:48:08.160]  Guess the
[1:48:08.560 --> 1:48:15.920]  The better it's switching on conditions like if you've done this than that it this then like they have a lower latency
[1:48:16.560 --> 1:48:20.400]  The GPUs are like the most data you can throw at them
[1:48:21.600 --> 1:48:25.520]  And just have them crunch on it in the same way without changing any logic
[1:48:26.400 --> 1:48:28.400]  the faster they go
[1:48:28.400 --> 1:48:33.120]  And optimizing for the two is
[1:48:33.520 --> 1:48:36.800]  Different not in terms of the programmer but in terms of the
[1:48:37.920 --> 1:48:42.320]  The CPU needs to be responsive and we'll wait and see the GPU
[1:48:44.000 --> 1:48:49.440]  Needs to basically I mean you give it play to stake and it's it's done in like two seconds
[1:48:49.440 --> 1:48:51.640]  It's not I made the mistake last week with Shiller about
[1:48:51.640 --> 1:48:56.520]  Emphasizing gaming and it's great for games, but it's definitely not and at one of the mistakes were in the regions
[1:48:56.520 --> 1:49:00.360]  I made the mistake as I hadn't seen the state of the union yet and in the state of the union
[1:49:00.360 --> 1:49:03.680]  I thought this was great. I thought they were a it was good two good demos
[1:49:03.720 --> 1:49:08.440]  But I thought it was really cool to see Adobe on stage, you know, they had a guy from the United States
[1:49:08.440 --> 1:49:11.640]  They showed this crazy complicated
[1:49:13.240 --> 1:49:14.640]  Illustrator
[1:49:14.640 --> 1:49:17.640]  document where you could zoom in live whereas
[1:49:17.640 --> 1:49:22.040]  Prior to and this is a version that's not shipping it because it's based on metal. It's on the Mac
[1:49:22.760 --> 1:49:26.440]  And you could zoom into this crazy detail and with metal
[1:49:26.440 --> 1:49:32.200]  They could do it in real time and instead of typing a new number in the zoom box and then waiting a second for it to re-render it
[1:49:32.200 --> 1:49:34.760]  That resolution you just zoom in on the fly and
[1:49:35.320 --> 1:49:40.680]  And then they showed video effects and after effects that previously rendered like you know a really slow frame rate
[1:49:40.680 --> 1:49:43.880]  And now they're rendering in real time it's a you know
[1:49:43.880 --> 1:49:47.000]  All sorts of things already rendered in real time and after effects
[1:49:47.000 --> 1:49:52.040]  But this was a totally plausible demo of something somebody might be doing that's gone from
[1:49:52.680 --> 1:49:56.440]  You know, you kind of get like a preview to now it goes in real time
[1:49:56.520 --> 1:49:59.080]  So it's a big win for graphics professionals, too
[1:50:00.120 --> 1:50:02.120]  I told you
[1:50:02.120 --> 1:50:05.640]  So there was a time there where Adobe was you know flashed
[1:50:06.520 --> 1:50:08.520]  Not great
[1:50:08.520 --> 1:50:13.880]  But Adobe has been long-time friend of Apple's going back to like the first lizard to the lizard writer
[1:50:16.280 --> 1:50:22.120]  And you know, I mean, you know Ken. What's his name? Did the watch guy? Oh, I don't mean Ken
[1:50:24.680 --> 1:50:28.200]  Forget a snake. I know you can't forget his name
[1:50:29.480 --> 1:50:35.160]  Can't forget his name. Yeah, I'm not sure if that's how you pronounce it in the original Irish, but yeah
[1:50:35.160 --> 1:50:37.160]  Um
[1:50:38.040 --> 1:50:41.240]  He wrote a penis being like yeah flashes for every whenever he came back
[1:50:42.520 --> 1:50:47.560]  Adobe and Apple have had a very very tight relationship for a long time
[1:50:47.880 --> 1:50:53.880]  And say what you will about Adobe from I don't know what like 98 to
[1:50:55.720 --> 1:50:58.120]  You think I can't you think I can't fair each kind of thing
[1:50:59.160 --> 1:51:04.520]  No, Ken fair is awesome. Oh, some other guy some other can yeah, he was an actor. He didn't they don't want to talk
[1:51:04.520 --> 1:51:06.520]  He ought to lay it up
[1:51:09.880 --> 1:51:18.440]  But yeah, Apple and Adobe have had a lot of long relationship and I'm so happy to sit and back on a stage because they should be they should be hanging out like the
[1:51:21.480 --> 1:51:29.840]  There's problems with the doely stuff, but the notion that I like that they're the creativity and an apple that they
[1:51:29.840 --> 1:51:36.560]  Yeah, I like that the relationship between Adobe and Apple is on the upswing like I feel like it bottomed out and instead of continuing to
[1:51:36.560 --> 1:51:42.160]  Deiterate it's obviously on the upswing and it's cool that they are working with Adobe well in advance
[1:51:42.160 --> 1:51:47.440]  You know certainly well, you know clearly if they've got the demos already working Adobe didn't have to wait until
[1:51:49.120 --> 1:51:54.560]  WWE see to find out about metal and it even ties in with my carbon 64 joke last week because
[1:51:54.560 --> 1:52:02.560]  What whatever year that was? 2006 2007 when the bottom dropped out on carbon 64 where the year before
[1:52:03.200 --> 1:52:06.640]  Carbon was going to 64 bits and then the next year was I guess what no
[1:52:07.360 --> 1:52:09.920]  I know for a fact that Adobe found out about it when it was
[1:52:10.960 --> 1:52:14.800]  When it was announced to WWDC which is really probably the the
[1:52:15.200 --> 1:52:18.800]  Nader the bottoming out of the Adobe Apple relationship
[1:52:18.800 --> 1:52:27.680]  Well thoughts on flash might have been yeah, but I feel like that was that that was that's a specific team at Adobe
[1:52:27.680 --> 1:52:31.040]  Whereas the carbon 64 thing I think hit closer to
[1:52:31.920 --> 1:52:37.440]  To home, but maybe that's just my bias towards being you know being a long-time fan of their creative tools
[1:52:39.040 --> 1:52:42.400]  Yeah, right, but neither of them neither of them helped
[1:52:43.600 --> 1:52:47.600]  All right, let me take a one last break here and thank our do our last sponsor read
[1:52:47.600 --> 1:52:49.840]  and
[1:52:49.840 --> 1:52:56.720]  Shockingly surprisingly, it's our good friends at Squarespace long-time supporters of podcast in general
[1:52:56.720 --> 1:52:58.720]  But certainly a long-time supporter of this show
[1:52:59.440 --> 1:53:01.120]  You guys know
[1:53:01.120 --> 1:53:03.680]  Squarespace simple powerful beautiful websites
[1:53:04.240 --> 1:53:06.880]  It's a way to build your own website and
[1:53:07.680 --> 1:53:14.560]  Instead of rolling it all from the ground up and getting a web hosting account running code and figuring out and installing software and stuff like that
[1:53:14.560 --> 1:53:21.120]  It's a platform where you start with a website that works and you have templates to choose from and you can
[1:53:21.280 --> 1:53:26.400]  Customize these things through drag and drop right in your browser what you see really is what you get
[1:53:26.800 --> 1:53:28.720]  You don't have to go into a special editing mode
[1:53:28.720 --> 1:53:31.680]  You're just logged in and you want to add something to the sidebar
[1:53:31.680 --> 1:53:35.120]  You just add it to the sidebar you can see what it looks like if you don't like it
[1:53:35.120 --> 1:53:37.680]  You can move it to a different column or something like that
[1:53:38.880 --> 1:53:40.800]  All of these templates are all responsive
[1:53:40.800 --> 1:53:46.160]  So you don't have to do anything right out of the box your website already looks great on iPhones and other smart phones
[1:53:47.040 --> 1:53:48.960]  Right out of the box. You've got commerce
[1:53:49.200 --> 1:53:53.040]  So if you want to set up a store you don't have to install anything you don't have to upgrade your plan
[1:53:53.520 --> 1:53:56.640]  It's just something that you get right there. So you want to set up a store
[1:53:57.440 --> 1:54:00.080]  You want to do something like that right there in Squarespace
[1:54:00.480 --> 1:54:05.200]  You want to set up a podcast they've already got tools for that where you just upload you know
[1:54:05.200 --> 1:54:06.800]  They've got an audio player
[1:54:06.800 --> 1:54:10.640]  It rolls out your feed so that your podcast already has a feed everything like that
[1:54:11.840 --> 1:54:17.600]  All built in right from the start you can get a trial with no credit card required
[1:54:18.080 --> 1:54:21.040]  You just go there sign up start using it you get 30 days
[1:54:21.600 --> 1:54:24.480]  And you don't pay until your trial is up
[1:54:25.280 --> 1:54:26.960]  And here's a new thing they have right now
[1:54:26.960 --> 1:54:32.960]  I know you guys have heard me talk about Squarespace before this is brand new start your trial before June 30
[1:54:32.960 --> 1:54:43.200]  So you got about two weeks from when this shows gonna air and you get a free year of custom email and business tools when you sign up for
[1:54:43.840 --> 1:54:45.840]  Either their professional or business plan
[1:54:46.720 --> 1:54:49.840]  Enter the offer code Gruber my last name
[1:54:50.080 --> 1:54:54.880]  G-R-U-B-E-R and in addition to that you'll get 10% off
[1:54:55.360 --> 1:54:57.760]  G-R-U-B-E-R you get 10% off
[1:54:57.760 --> 1:55:03.120]  For whatever you order so if you order a whole year you save 10% off the whole year right there
[1:55:03.760 --> 1:55:07.840]  So Squarespace build it beautiful go to squarespace.com
[1:55:10.000 --> 1:55:14.080]  And sign up today and remember that code my last name Gruber you'll save some dough
[1:55:15.440 --> 1:55:19.200]  We got to cut through the rest of this real quick. There's you can see why apples get you know one law
[1:55:20.800 --> 1:55:25.600]  Yeah, a little bit you know what I thought it was like yeah, nothing major happened
[1:55:25.600 --> 1:55:28.880]  All right, what do we know? What do we know about the name power out?
[1:55:30.960 --> 1:55:34.320]  Oh, this is for iPhone. Okay, so I found an iPhone. Here's the thing
[1:55:35.360 --> 1:55:37.360]  I believe when you get to
[1:55:37.520 --> 1:55:41.280]  20% they prompt you and it said you want to enter low-power mode
[1:55:42.240 --> 1:55:46.640]  Uh, I had if I'm not mistaken mistaken Android phones
[1:55:47.440 --> 1:55:49.440]  I
[1:55:49.440 --> 1:55:51.440]  Don't know
[1:55:51.440 --> 1:55:56.960]  When I was curious about was why does the and this is kind of weird but
[1:55:57.520 --> 1:55:59.520]  uh
[1:55:59.520 --> 1:56:00.640]  I would
[1:56:00.640 --> 1:56:05.280]  Be curious to know how a phone felt if it just slowly got
[1:56:06.240 --> 1:56:08.720]  Less responsive as the power went down
[1:56:10.480 --> 1:56:15.520]  Here's what I know about low power so far. I know that it it turns off like the highest energy
[1:56:16.000 --> 1:56:18.000]  highest performance
[1:56:18.000 --> 1:56:23.200]  Parts of the CPU so like an app that might be able to kick the the CPU into a higher year
[1:56:23.520 --> 1:56:26.240]  It no longer does that so it'll slow some things down like that
[1:56:26.960 --> 1:56:30.000]  Uh, it turns off background downloads for some apps
[1:56:30.640 --> 1:56:35.360]  Uh, so it won't unnecessarily do things that hit the network in the background until you need it
[1:56:35.360 --> 1:56:40.400]  Like it might switch your email from push to pull so you it'll only check email when you go there
[1:56:41.040 --> 1:56:47.440]  Uh, and it turns out this is one of the things when he said like when when Craig Federigi said that it pulls some levers and gears
[1:56:47.440 --> 1:56:49.440]  That you didn't even think we're there
[1:56:49.440 --> 1:56:53.440]  Um, and one of those is that it turns off some of the animations in the UI
[1:56:54.400 --> 1:56:58.640]  So that things are just does less and it looks less cool
[1:56:58.960 --> 1:57:00.480]  Cool things get turned off
[1:57:00.480 --> 1:57:04.960]  But that they can really stretch out the amount of time you get on that last 20% of the battery
[1:57:06.000 --> 1:57:09.040]  So here's but I think it's good. I think that's a good feature
[1:57:09.680 --> 1:57:11.680]  uh
[1:57:12.160 --> 1:57:14.160]  I'm just curious about like
[1:57:14.160 --> 1:57:20.160]  Uh, how about when it gets below 33% you just start throttling all of this back automatically
[1:57:21.360 --> 1:57:22.800]  Um
[1:57:22.800 --> 1:57:24.800]  In that if you don't have a lot of power
[1:57:25.840 --> 1:57:27.840]  You device is tired
[1:57:27.840 --> 1:57:31.760]  It's not going to be animating all the time. We're not going to be downloading that much and
[1:57:32.800 --> 1:57:36.160]  I think that's understandable to user
[1:57:37.280 --> 1:57:38.880]  Is that crazy to think of?
[1:57:38.880 --> 1:57:42.160]  Yeah, like you where I see from your notes that you're calling it anthropomorphic
[1:57:42.160 --> 1:57:45.040]  But yeah, like your iPhone's tired and so it's slowed down, you know
[1:57:45.040 --> 1:57:50.400]  Like when you run out of energy that seems natural to me. Yeah, like as we run out of energy on this show
[1:57:50.400 --> 1:57:52.400]  We start making less and less sense
[1:57:54.320 --> 1:57:56.720]  And people who are listening totally understand
[1:57:57.360 --> 1:58:01.280]  Um, right so I'm curious. I mean, I don't even know if that was
[1:58:02.080 --> 1:58:05.840]  Sure, I don't know really it's just a funny thing. It's sort of like we were saying about
[1:58:05.840 --> 1:58:11.680]  Um, the the iOS turning the Unix model of app
[1:58:12.400 --> 1:58:18.320]  Lifespan on its head where Unix keeps processes alive until the process decides it wants to be dead
[1:58:18.880 --> 1:58:20.880]  Uh, or it wants to exit
[1:58:21.120 --> 1:58:27.760]  Uh, it is sort of similar to that where it's like the way computers have always worked is to always run as fast as you can at all times
[1:58:28.320 --> 1:58:31.600]  And then all of a sudden you're out of energy. You know if you're running on a battery. Well, that's it
[1:58:31.600 --> 1:58:38.400]  You know, we have to go whereas it's kind of interesting to think of a of a machine that gets tired
[1:58:38.880 --> 1:58:43.520]  And does last so that it can stay awake it to some you know be useful in some way longer
[1:58:45.920 --> 1:58:47.920]  I think so but on the other hand, I mean
[1:58:50.480 --> 1:58:53.120]  I mean if Jonas is playing a game, don't you want like
[1:58:54.240 --> 1:58:57.680]  Wouldn't he be pissed? I guess I don't know if all of a sudden he's dropping framerates
[1:58:57.680 --> 1:59:02.080]  This kid. I'll tell you what. There's one way to get this kid fired up. It's to drop below 60 from
[1:59:04.480 --> 1:59:06.480]  Well, you're definitely the daddy
[1:59:06.720 --> 1:59:11.440]  Good work on that. Oh, man. We're never gonna cover all this stuff. What about that?
[1:59:12.640 --> 1:59:18.240]  I got a dog burger. That's all right. What do you call when Joanna starting was on we had a dog pooping so
[1:59:20.640 --> 1:59:26.080]  She's ever got it more sure you're never gonna be she tracks me up like having a dog poop mid show is
[1:59:26.080 --> 1:59:31.520]  I would say the two it's hard to highlight to the year so far number two
[1:59:32.160 --> 1:59:37.920]  Having Phil Schiller is a guest and then number one was having Joanna Stern's dog poop mid show
[1:59:38.560 --> 1:59:40.560]  And even Phil Schiller can't beat that
[1:59:41.680 --> 1:59:50.000]  Don't make me top that cuz yeah, we don't we don't we don't do you do what about the deep linking into apps
[1:59:50.240 --> 1:59:53.120]  There's this cool thing and I've got Iowa's nine
[1:59:53.120 --> 1:59:57.520]  Running on my old 5s and I'm just starting to notice it
[1:59:57.520 --> 2:00:04.080]  But like and part of it like one example is like that safari is now available as a view controller within your app
[2:00:04.800 --> 2:00:08.880]  So like and the example that already works is if you click a link in mail
[2:00:10.000 --> 2:00:16.640]  Instead of switching to safari you get a slide over panel that is safari and so your bookmarks are there
[2:00:17.040 --> 2:00:20.640]  It's not just a web view. It's safari. It's a safari view
[2:00:20.640 --> 2:00:24.680]  But then you get this new like back button up in the menu
[2:00:24.680 --> 2:00:30.000]  or not the menu bar the saddest bar and then when you're done you just tap that and you're right back to where you were
[2:00:32.640 --> 2:00:36.960]  I think that's and it's a safari view controller is
[2:00:37.760 --> 2:00:39.360]  brilliant
[2:00:39.360 --> 2:00:41.360]  At you know, it's not
[2:00:41.360 --> 2:00:47.760]  Technically that far off from what we saw with extensions and presenting applications within other context
[2:00:48.640 --> 2:00:49.840]  but
[2:00:49.840 --> 2:00:52.720]  Man does that every of these awful lot of problems
[2:00:55.120 --> 2:00:57.120]  Like I mean what
[2:00:57.120 --> 2:01:02.960]  Can't even you know what I don't remember what happens in Vesper really clip it. I only have our own built-in web view
[2:01:03.920 --> 2:01:07.200]  That yeah, you know, I'd love to get rid of frankly right
[2:01:08.080 --> 2:01:15.200]  Right love to get rid why would you want to fight that well because it was better than switching to safari every time if you just wanted to type the link and then not
[2:01:15.440 --> 2:01:19.360]  I'd not totally and you know, I don't want to speak for Brent
[2:01:19.360 --> 2:01:20.560]  But
[2:01:20.560 --> 2:01:22.560]  Pretty sure he did not
[2:01:22.560 --> 2:01:29.280]  Definitely didn't you had another web view. Yeah. No, nobody thinks really so I think that that's what we're going to one of the things
[2:01:29.280 --> 2:01:34.800]  The follow-ups of this is we're going to see a lot of apps this year switch from their built-in web views to just relying on this once
[2:01:35.120 --> 2:01:41.120]  They can or you know, they'll keep it around but only went for the people who have an upgraded iOS 9 yet
[2:01:43.120 --> 2:01:48.080]  Right, but you know down the road they can just get rid of it and thank God it should because
[2:01:48.080 --> 2:01:50.080]  And I like the solution so far
[2:01:50.720 --> 2:01:58.080]  Of having that back button up in the status menu which solves the problem that the the hardware back button on Android
[2:01:58.480 --> 2:02:02.000]  Tries to solve, but which I always find just confuses the hell out of me
[2:02:03.760 --> 2:02:10.000]  Yeah, cuz the big difference is that with this iOS one it tells you exactly where you're going back to it says back to mail
[2:02:13.120 --> 2:02:17.600]  Right, and you'll see that for any app that in books that yeah, and it's open like there
[2:02:17.600 --> 2:02:24.720]  And their example is obviously that you know Twitter got invited to early access to this and so that you can have a twitter.com
[2:02:25.280 --> 2:02:26.320]  slash
[2:02:26.320 --> 2:02:35.480]  You know GTE slash tweet ID URL and instead of opening it as a web view Twitter can claim that domain and then open it right in the Twitter app and
[2:02:36.320 --> 2:02:40.200]  It's again, it's like a view controller, so it's not switching you to the app
[2:02:40.200 --> 2:02:47.200]  It's just showing you a Twitter view temporarily, and then you can hit back and you're right back to read in your email
[2:02:48.000 --> 2:02:51.280]  So one big change is that they are not
[2:02:52.840 --> 2:02:57.240]  Happy with HTTP and they want to move up to HTTP for everything
[2:02:58.120 --> 2:03:00.120]  for everything
[2:03:00.120 --> 2:03:02.120]  In fact, if you use their higher-level
[2:03:02.680 --> 2:03:04.680]  API's
[2:03:04.680 --> 2:03:08.600]  HTTP connections will basically be rejected
[2:03:08.600 --> 2:03:12.600]  So we had to you know, we got a cert and
[2:03:13.320 --> 2:03:14.200]  for
[2:03:14.200 --> 2:03:18.920]  Age than distilled and we were doing just benign stuff like asking for
[2:03:19.480 --> 2:03:22.800]  Like a list of tutorial text, you know like nothing bad
[2:03:24.400 --> 2:03:26.200]  But whatever
[2:03:26.200 --> 2:03:29.960]  They're not wrong, so we moved go to it to HTTP as
[2:03:30.800 --> 2:03:36.360]  You can have exceptions like if you're writing a like you know like you said before like a Twitter client or
[2:03:36.360 --> 2:03:42.760]  Mark was overcast or like another podcasting app. You're going to need to connect to domains that
[2:03:44.520 --> 2:03:48.440]  Are not under control and you cannot assume that they have
[2:03:50.760 --> 2:03:52.760]  Security certificate
[2:03:54.600 --> 2:03:56.280]  That said
[2:03:56.280 --> 2:03:58.280]  That's a bit of a weird
[2:03:58.520 --> 2:04:01.320]  Kind of change because things just keep
[2:04:01.320 --> 2:04:08.280]  Breaking in weird places, but I do think it's a with skate to where the puck is going to be type of change like it
[2:04:08.760 --> 2:04:14.680]  Yeah, it's it you can smell it coming that pretty soon just playing HTTP is going to be considered gross
[2:04:15.080 --> 2:04:20.360]  Like the way FTP is compared to sftp or something like that even though it's not as personal, you know
[2:04:20.360 --> 2:04:26.840]  And I've got during fireball setup now to do HTTP at s for I think I think everything works
[2:04:27.080 --> 2:04:29.960]  But but I still don't link to that by default
[2:04:29.960 --> 2:04:35.560]  And I think I probably should and I think it's like the old time 90s web developer me who thinks well
[2:04:35.560 --> 2:04:38.440]  That's slow and if it isn't actually asking for
[2:04:39.240 --> 2:04:44.920]  Personal information of any sort you shouldn't you know, there's no reason to do that whereas I think in the modern day
[2:04:44.920 --> 2:04:50.040]  I think any modern web server can serve HTTP s like that's the least your problems performance wise
[2:04:51.080 --> 2:04:56.200]  Yeah, I mean even for static content like we I mean these days we do full disc
[2:04:56.200 --> 2:05:02.840]  Encryption like every block you'd be invited is getting encrypted on the way in and out and it's effectively free
[2:05:03.320 --> 2:05:04.920]  I
[2:05:04.920 --> 2:05:06.920]  Wouldn't worry about HTTP f
[2:05:06.920 --> 2:05:10.760]  I'm gonna start doing that because you know what I want to get your bullshit. Not somebody's
[2:05:11.400 --> 2:05:13.400]  third parties
[2:05:13.960 --> 2:05:17.960]  Another thing a just small little thing, but I one thing I noticed was that
[2:05:17.960 --> 2:05:30.040]  The way that all the groundwork Apple has laid for accessibility and and and the primary reason for that is to help people who need it people with low vision
[2:05:30.520 --> 2:05:32.520]  Accessibility features for that
[2:05:32.520 --> 2:05:34.280]  You know
[2:05:34.280 --> 2:05:40.360]  Whatever whatever the the problems you might have that you need accessibility. That's the primary reason to do it
[2:05:40.360 --> 2:05:44.360]  But all sorts of good things are falling out with that so ex code has a new
[2:05:44.360 --> 2:05:50.040]  You I debugging features where you can debug the user interface of your app
[2:05:50.040 --> 2:05:55.320]  Not just the logic of the app and it's all built on top of the accessibility features
[2:05:55.880 --> 2:06:02.680]  So it's two good things that come out of the same thing you make your act accessible and then ex code can debug the user interface
[2:06:04.920 --> 2:06:06.920]  So I'm so glad you bought this up because
[2:06:08.920 --> 2:06:13.160]  Whatever we skipped over like in the in the order of the notes that we've got we skipped over
[2:06:13.160 --> 2:06:18.680]  Accessibility is almost a miss no more
[2:06:19.000 --> 2:06:24.440]  The way that you set up accessibility is basically to present your application
[2:06:27.720 --> 2:06:30.840]  In such a way that is open to alternative interfaces
[2:06:32.840 --> 2:06:36.680]  The primary interface is obviously you I could or I could on the Mac
[2:06:36.680 --> 2:06:43.480]  But accessibility presents your interface in a way that it can be understood
[2:06:44.440 --> 2:06:46.440]  by people who are
[2:06:47.880 --> 2:06:49.880]  have
[2:06:49.880 --> 2:06:51.880]  site impediments or
[2:06:53.080 --> 2:06:55.080]  No other
[2:06:56.280 --> 2:07:03.560]  Disabilities people with like remote motor disabilities challenges or yeah, they you write motors disabilities like there's a lot of that too
[2:07:03.560 --> 2:07:10.280]  It exposes what the the applications intent rather than the visual interface which
[2:07:11.400 --> 2:07:17.400]  You know, we all pay a lot of attention to mostly because I believe like the the majority of us are
[2:07:19.720 --> 2:07:22.840]  Have some like a fair degree visual acumen
[2:07:23.480 --> 2:07:28.680]  But apples really gone another way on this and you know what they don't make money on this
[2:07:29.560 --> 2:07:30.760]  There's no way
[2:07:30.760 --> 2:07:35.240]  No, and you know, it's one of those things that Tim Cook has said they don't do it for the ROI
[2:07:35.800 --> 2:07:38.680]  But good things come out of it though, right like this
[2:07:39.400 --> 2:07:41.400]  I totally agree. Yeah, I am like
[2:07:43.000 --> 2:07:44.520]  I
[2:07:44.680 --> 2:07:46.680]  You know, you know our friend
[2:07:47.480 --> 2:07:50.920]  Doug Russell is a huge proponent of this kind of stuff
[2:07:52.040 --> 2:07:56.760]  I love it first of all the accessibility API. It makes you consider
[2:07:56.760 --> 2:08:00.840]  While your application is about more than
[2:08:01.640 --> 2:08:04.120]  laying out buttons or laying out, you know
[2:08:04.200 --> 2:08:08.120]  Sliders and table these and all that accessibility makes you reason about
[2:08:08.760 --> 2:08:15.320]  how you're exposing your data model and I think for that reason alone, it's it's worth considering
[2:08:15.960 --> 2:08:18.280]  The other thing that I really and
[2:08:20.600 --> 2:08:22.600]  Just as an aside
[2:08:22.600 --> 2:08:27.240]  Apparently the the Heller Keller Helen Keller achievement of wood was
[2:08:28.920 --> 2:08:30.920]  Want to voice over this year
[2:08:32.280 --> 2:08:36.440]  I didn't see that but I I'm waiting. Yeah, it's on loop inside. It's so yeah
[2:08:37.640 --> 2:08:41.080]  But the other thing that I that I found fascinating was
[2:08:42.360 --> 2:08:50.200]  iOS has gone hard on adapting right to left. Yeah, that's the other big thing. I noticed and I'd note it. It's like if you set up
[2:08:50.200 --> 2:08:57.320]  You're if you do this if you set up your layout the way Apple wants you to for like
[2:08:57.960 --> 2:09:00.600]  Your view controllers and for going into your hierarchy
[2:09:01.320 --> 2:09:09.400]  It it it sounds unbelievable to me, but it's like it it just works and so like for people using right to left languages
[2:09:10.600 --> 2:09:15.160]  Like Hebrew Hebrew and Arabic or obviously the two big ones that at least I know of
[2:09:15.160 --> 2:09:19.640]  Um, your whole app can go right to left
[2:09:21.000 --> 2:09:25.720]  And and right which is great, and I don't even know what proportion of the world
[2:09:27.160 --> 2:09:34.120]  I mean, so it's ever because he the big ones to them aware. Yeah, that's same here, but it's like it's mind-blowing to me and and
[2:09:35.480 --> 2:09:38.440]  I forget how you pronounce our last name, but it was Sara Radi
[2:09:39.160 --> 2:09:40.200]  Radi Radi Radi
[2:09:40.200 --> 2:09:45.400]  Yeah, who did the demo and it was like mind-blowing because it's like here's an app where it starts on the right and
[2:09:45.800 --> 2:09:52.120]  The back button is top right and you go further into the hierarchy by going to the left and it all
[2:09:52.680 --> 2:09:56.040]  You know, I hate you know sounds too good to be true, but all just works
[2:09:56.680 --> 2:09:59.240]  but yeah, they did not fund that in like the
[2:10:00.520 --> 2:10:06.760]  The pagination view where and I guess the best example is the whole screen the one that she used right is like
[2:10:06.760 --> 2:10:12.200]  Rather than going left to right to advance to pages. You go right to left
[2:10:15.320 --> 2:10:19.560]  That's brilliant and that's like a lot of work and
[2:10:21.880 --> 2:10:30.280]  I'm not I don't know I haven't timed it out, but her time on stage at the state of the union was certainly comparable to
[2:10:30.840 --> 2:10:32.840]  Josh and Eliza
[2:10:32.840 --> 2:10:35.800]  And this was for something like
[2:10:36.680 --> 2:10:41.800]  Eliza and Josh to watch it which everybody's like rabbit for and
[2:10:44.360 --> 2:10:46.360]  Sara Radi did
[2:10:46.600 --> 2:10:51.720]  Accessibility and user well, so she didn't do accessibility user interface layer from right to left
[2:10:52.840 --> 2:10:55.400]  And they meant they really hammered it home and I
[2:10:55.400 --> 2:11:01.720]  It's one of the remarkable remarkable things about Apple is that they
[2:11:06.520 --> 2:11:10.920]  I really think it's these kind of things that make me believe that they
[2:11:12.760 --> 2:11:15.960]  Of being honest when they said that they
[2:11:17.160 --> 2:11:23.400]  Hold these things dear to them. Yeah, is that the amount of minutes that they gave this talk
[2:11:23.400 --> 2:11:28.280]  The fact that they even bother developing it. Why would you?
[2:11:29.160 --> 2:11:31.400]  There's no reason. I'm sure that there's enough
[2:11:32.200 --> 2:11:36.840]  Bullshade phones out there or bullshit devices that don't bother to do the right to left thing
[2:11:38.040 --> 2:11:40.040]  But it's better and
[2:11:40.040 --> 2:11:43.640]  So yeah, it's funny because you know, I don't think of it as in
[2:11:44.120 --> 2:11:46.680]  Somebody who literally only speaks one language English
[2:11:47.560 --> 2:11:50.760]  But I don't think about the fact I like if I think about it
[2:11:50.760 --> 2:11:55.560]  I realize it makes sense but on a day-to-day basis. I don't think about the fact that the way that the hierarchies work
[2:11:55.640 --> 2:11:58.920]  Like just call them view in the finder or you know
[2:11:59.080 --> 2:12:02.760]  Which which is an old nextism that goes back to the 80s this sort of column view
[2:12:02.760 --> 2:12:05.640]  Which really really set the stage for the
[2:12:06.200 --> 2:12:11.000]  Billion it's the iPod half the future. I mean it's the iPhone at the but that column
[2:12:11.000 --> 2:12:16.200]  The reason we go left to right with that is because our language is left to right and that that's how we go
[2:12:16.200 --> 2:12:22.360]  Our eyes go left to right in that for right-to-left languages. It would make more sense for
[2:12:22.920 --> 2:12:26.120]  The the hierarchy of the interface to go right to left as well
[2:12:27.080 --> 2:12:29.080]  and programmatically
[2:12:29.880 --> 2:12:31.880]  It's honestly not
[2:12:31.880 --> 2:12:32.840]  difficult
[2:12:32.840 --> 2:12:36.360]  The other thing that they've you got to bend you mind a little bit but
[2:12:37.560 --> 2:12:42.840]  It's just yeah, the other thing I got out of that it part of it is that it's the right thing to do and like you said
[2:12:42.840 --> 2:12:50.840]  They didn't have to because I'm sure that people who who run their iPhones in Arabic are used to the fact that they're reading the
[2:12:50.840 --> 2:12:55.960]  Words right to left but they're navigating the interface left right that they're just used to that like yeah
[2:12:56.280 --> 2:13:00.600]  I'm left-handed. I've adapted to it to a world that is right-handed
