[00:00.000 --> 00:00.840]  What time you got?
[23:19.320 --> 23:24.520]  uh, I knew that it was, I mean, I knew that he was a, a difficult person to, to work with just
[23:24.520 --> 23:30.040]  through the grapevine, but, um, I, I, the truth is, I think Apple misses him to be honest. Uh,
[23:30.040 --> 23:36.040]  but I, I also was not, was not surprised. Yeah. I agree with that. I do too. And I think it's
[23:36.040 --> 23:40.760]  easy. Like I laughed and said, I knew who it was and I didn't know. I instantly guessed it was,
[23:40.760 --> 23:46.760]  it was, it was forced all. But I think he's an extremely complicated figure. And I think explaining
[23:46.760 --> 23:52.920]  his role in Apple's success over the last 15 years is extremely complicated. And there's
[23:52.920 --> 24:00.600]  absolutely no way to paint it in either black or white and say, he is missed. They suck without him
[24:00.600 --> 24:06.360]  or it was, it was an easy no brainer to get rid of them. Good riddance to bad rubbish. It is so,
[24:07.400 --> 24:13.320]  so many different. And I wouldn't even say gray. It's just so many interweaved streaks of black
[24:13.320 --> 24:16.680]  and white. Absolutely. Good. Not that part. Good part. Good part. Good part. Good part. Good part.
[24:16.680 --> 24:23.080]  Good part. Bad part. No, he's, I mean, he is, he's on the top five list of people most responsible
[24:23.080 --> 24:27.880]  for Apple being where it is today. I think part of it was that I think he always had. And I don't,
[24:27.880 --> 24:32.360]  you know, again, I met him once, you know, after a keynote and we had like a half hour discussion.
[24:32.360 --> 24:37.240]  And it was great. And he was, it was just me and him shooting a shit in the hands-on area. And
[24:38.040 --> 24:42.920]  he was, you know, clearly a reader of my site. Very complimentary to my work. And we just talked
[24:42.920 --> 24:49.080]  about some cool stuff. And, you know, it was no showy-offy stuff at all. It was just, you know,
[24:49.080 --> 24:55.960]  but he was very, very brilliant. It was actually around the time of, was it 2010? It might have
[24:55.960 --> 25:07.480]  been like WWDC 2010. iPhone 4. Yeah. iPhone 4. Yes. iPhone 4 and the iPad was like four months old.
[25:07.480 --> 25:14.440]  Yep. And a lot of this stuff where I was going to say kids, but it's actually just about everybody,
[25:14.440 --> 25:22.280]  but especially kids with autism and problems like that were found to be doing sensational stuff,
[25:22.280 --> 25:29.320]  communication wise with iPhones. And now with the big iPad, which really helps with fine motor
[25:29.320 --> 25:35.560]  control because every bigger targets that it was a huge thing, he was so amazingly engaged on that.
[25:35.560 --> 25:40.920]  And this, you know, that is not like a, hey, how to make the company another $10 billion. You know,
[25:41.720 --> 25:48.040]  it's clearly a small segment of the overall market for iPads and iPhones. But he was super,
[25:48.040 --> 25:54.120]  super engaged on it and thought that we had this cool discussion about how the, a lot of the things
[25:54.120 --> 25:57.800]  that they designed not think they'd, you know, all these things fell out of things that they just
[25:57.800 --> 26:04.920]  thought were cool for regular people, but it ends up being, you know, super great for people with
[26:04.920 --> 26:10.440]  autism. But it's, it's this whole, the, you know, his, his conclusion, he said that they were looking
[26:10.440 --> 26:15.480]  into it to try to prove it to, you know, not just do it as a hunch, but that it's just about a leave,
[26:15.480 --> 26:20.680]  you know, eliminating a layer of abstraction. That that whole thing where you move a mouse,
[26:20.680 --> 26:25.800]  which moves an arrow on the screen, and you do it, you know, once you get used to using computers,
[26:25.800 --> 26:30.360]  you know, you just forget about it, but that people with autism can never get past it. That it's
[26:30.360 --> 26:35.800]  this abstraction that just their brains don't make the connection. And when they can put their
[26:35.800 --> 26:43.080]  finger right on that button on screen and tap it, it's, it's not just like a little bit easier,
[26:43.080 --> 26:48.360]  it's the difference between unable to make the connection and completely able to make the connection.
[26:49.320 --> 26:53.800]  And that other people who can use a mouse and don't have any sort of impairment like that,
[26:53.800 --> 26:58.280]  they, you know, they might, they, they don't really think about the fact that the iPads a lot
[26:58.280 --> 27:04.120]  easier or the iPhones a lot easier, but that it ends up that subconsciously without thinking
[27:04.120 --> 27:11.560]  about it, it is. And it actually is why they prefer using it. No, I think it was a great conversation.
[27:11.560 --> 27:15.880]  And, and just, it was just, he just was talking. It was just me and him talking and it was great.
[27:15.880 --> 27:20.280]  And he, I thought he was great. And I asked also, no, also, no, just add the other thing,
[27:20.280 --> 27:25.800]  is that there are a ton of people, ton of people who worked under him at Apple, who loved him,
[27:25.800 --> 27:31.640]  love and love working under him. He was demanding, but that it was, he was absolutely not
[27:33.720 --> 27:39.640]  he was, it is proper. Well, and the other thing too that I heard time and time again was that
[27:39.640 --> 27:44.200]  people who worked under him always had the sense that he had their back. Right. Right. That's
[27:44.200 --> 27:49.560]  why I was getting at it. Yeah. No, totally. The other thing is that I actually think, I'm not sure
[27:49.560 --> 27:53.880]  but I think in that talk, I think he actually did talk a lot. It was the same summer 2010 that I
[27:53.880 --> 27:57.800]  was there. And so maybe it was on his mind, but I think he talked a lot about the accessibility
[27:57.800 --> 28:02.440]  stuff. And I think I'm not sure, but I think I've heard that he was really the driving force
[28:02.440 --> 28:07.640]  for iOS being so advanced when it came to like accessibility, like for the blind and for
[28:07.640 --> 28:13.320]  well, it was certainly was a complete advocate for it, like a total ad for him. He may not have been
[28:13.320 --> 28:19.800]  the sole driving force, but he put his full advocacy behind it. So just in general, I mean, I really
[28:19.800 --> 28:26.120]  think like, and this is where I, I think Apple misses him in two parts. I think one is, is like
[28:27.000 --> 28:36.840]  his ability to, like I do think that iOS was incredibly well given, given what it was was
[28:36.840 --> 28:43.640]  not buggy at all and was really, you know, it was really good. I think there's a discussion we had
[28:43.640 --> 28:52.120]  about some of the quality stuff. But too, I think he had a real passion and push for usability
[28:52.120 --> 28:59.240]  and accessibility, not just for like disabled, but for normal people and like, and so much of the
[28:59.240 --> 29:06.680]  original iPhone OS that was so natural and so obvious. And that obviousness, it's obvious when you
[29:06.680 --> 29:11.160]  use it, but it's not obvious when you design it, right? It requires tons of iteration and tons of
[29:11.160 --> 29:17.480]  pushback and doing it again and again. And certainly jobs was, was the head of this and pushed
[29:17.480 --> 29:22.760]  for this, but this was where, this was where in particular, I think, for still really channel jobs.
[29:22.760 --> 29:29.080]  And certainly iOS and I would say, you know, especially now once we're used to look much better
[29:29.080 --> 29:34.840]  than the old iPhone OS, but I still think there's lots of areas where they're more difficult to
[29:34.840 --> 29:40.680]  use and more difficult in a not in that they're less obvious. And that's something that I think
[29:40.680 --> 29:45.640]  is missing still. I think a way that you get there is not so much being able to find
[29:47.480 --> 29:54.920]  the truly simple, seemingly obvious way to do it. It's more of the refusal to accept
[29:56.920 --> 30:03.240]  the complicated, the complex, the this isn't, it isn't clear how you do it. But you, you know,
[30:03.240 --> 30:08.200]  you start, you think, hey, you know, here's how we'll lay out the new calendar app for iOS 8.
[30:08.200 --> 30:12.280]  And we'll do this in this and it sounds good and you build it and then you use it and it's like,
[30:12.280 --> 30:16.520]  but I'm kind of confused, like, how do I just show a list of events? And eventually though,
[30:16.520 --> 30:21.480]  you kind of get used to it and you can just say, well, you can do everything. Now I've been testing
[30:21.480 --> 30:26.280]  it long enough. I know it. Good enough. Let's ship it. Whereas I think four stall and again,
[30:26.280 --> 30:31.640]  like use that channeling jobs had an ability to say, this isn't good enough. This is shit. We've
[30:31.640 --> 30:36.040]  got to start over this, you know, this can't be tweaked. We can't just move a button here. We've got
[30:36.040 --> 30:42.840]  to throw this out because the whole thing is just not brain dead clear. Yeah, it's so hard. It's
[30:42.840 --> 30:47.560]  oh, sorry. Well, it's just you can get you can just talk yourself into accepting something that's
[30:47.560 --> 30:52.280]  not quite clear. Well, it's so hard when you're immersed. Yeah, when you're immersed in it's so hard
[30:52.280 --> 30:57.720]  to look at something through the eyes of a new user or a novice user, like that's a, that's a truly
[30:57.720 --> 31:05.080]  like a skill and a gift that very few people, including myself, I think, you know, have because
[31:05.080 --> 31:13.960]  when you're just used to it. And so it becomes a blind spot. Yeah. I guess I take a break right here.
[31:13.960 --> 31:21.400]  Thank our first sponsor and it's our good friends at Fracture. You guys remember Fracture. Fracture
[31:21.400 --> 31:28.920]  is the company that you send them your photos. They print your photos directly on pieces of glass.
[31:29.480 --> 31:33.960]  Not on a piece of paper. That's under glass and putting a frame. They, I don't know what they do.
[31:33.960 --> 31:39.960]  They've got some kind of proprietary technology. It's amazing. They print your photo right on the glass.
[31:41.320 --> 31:48.840]  The effect in person is like the analog equivalent of these modern retinid displays where the
[31:48.840 --> 31:55.880]  LCD is laminated to the touch center, where it looks like the pixels are right on the glass.
[31:55.880 --> 32:00.120]  That's what your photo looks like when you get it back from Fracture. Really, really cool.
[32:01.800 --> 32:06.760]  They have a whole bunch of sizes. Everything from small square ones to really, really big ones.
[32:07.880 --> 32:11.960]  And they ship them in these amazing. It's almost worth ordering your first thing from Fracture just
[32:11.960 --> 32:19.400]  to see how they ship them. Because the box is the frame is the stand. It's all sort of integrated
[32:19.400 --> 32:26.440]  and there's like a total minimal amount of wasted cardboard. But when you get it out, if you want
[32:26.440 --> 32:30.040]  to hang out on a wall or you want to prop it up on your desk, all that stuff is all built in
[32:31.480 --> 32:35.640]  to what you get. So you don't need to take this thing and then put a frame around it or put it
[32:35.640 --> 32:39.800]  in a frame or do anything like that. Everything you need to like say hang it on a wall or
