[00:00.000 --> 00:04.400]  No, seriously, do you do you do you wear polarized sunglasses? I have sunglasses
[01:40:28.000 --> 01:40:29.520]  Or if you wanted to do like, you know
[01:40:29.520 --> 01:40:33.280]  You'd get one if you wanted to buy a second one so you could charge your phone at work, you know
[01:40:33.280 --> 01:40:37.280]  And keep your other one at home or something like that. They were super expensive way more expensive than apples
[01:40:37.440 --> 01:40:41.680]  But I feel like when it's your carrier doing it you just you don't even think to complain about it because you know
[01:40:41.680 --> 01:40:43.200]  They're going to screw you
[01:40:43.200 --> 01:40:46.880]  Whereas it I think people feel like apple shouldn't be screwing them. We had
[01:40:47.520 --> 01:40:50.560]  I mean we had collected so many of those dock connector
[01:40:51.360 --> 01:40:54.400]  Cords that I just you know, I had them lying all over the house
[01:40:55.040 --> 01:40:57.040]  So you could you could power a phone anywhere
[01:40:57.440 --> 01:40:59.120]  and now we're
[01:40:59.120 --> 01:41:02.260]  At a low point again until I build up my inventory
[01:41:02.800 --> 01:41:07.440]  Yeah, and somebody the other night just like a friend who lives up the street said said
[01:41:08.320 --> 01:41:11.920]  said they wanted to borrow one of those cables like a lightning cable for a week and I was like
[01:41:12.320 --> 01:41:14.320]  Well, they can't have one of mine
[01:41:15.040 --> 01:41:19.600]  You've got an extra one you can give them give them yours, but i'm not parting with any of mine
[01:41:22.080 --> 01:41:25.440]  I like them. I don't like them that much. I got one more thing
[01:41:26.320 --> 01:41:27.680]  uh
[01:41:27.680 --> 01:41:29.680]  Do you hear this thing that um?
[01:41:30.480 --> 01:41:32.480]  uh
[01:41:33.360 --> 01:41:35.360]  Ryan block and
[01:41:36.960 --> 01:41:43.600]  The comcast thing yeah where they I didn't I can't I couldn't listen to it because it just those kinds of things make me
[01:41:44.800 --> 01:41:48.320]  Cringe, I only listen to about a minute for the same reason. Yeah
[01:41:49.520 --> 01:41:50.880]  but
[01:41:50.880 --> 01:41:52.880]  Yeah
[01:41:52.880 --> 01:41:57.920]  So ryan block and veronica belmont who uh, they got married a couple years ago
[01:41:58.960 --> 01:42:02.880]  And they decided to cancel their comcast service
[01:42:04.080 --> 01:42:09.440]  And apparently veronica was was on the phone was gonna you know, and that's doing one for the team is calling
[01:42:09.680 --> 01:42:12.400]  you know, that's that's one of those things where where when you're a
[01:42:13.200 --> 01:42:14.240]  couple
[01:42:14.240 --> 01:42:19.840]  When one of you decides i'll call comcast, you know, you you don't have to do the dishes that night, right?
[01:42:19.840 --> 01:42:25.440]  And she called just to say we want to cancel our comcast service, I don't know but it doesn't even matter
[01:42:25.440 --> 01:42:28.480]  I don't know if they're replacing it with fios or something like that. But um,
[01:42:29.280 --> 01:42:32.160]  Number one, you know that they those two know what they're doing
[01:42:34.800 --> 01:42:36.800]  Co-founder of uh
[01:42:37.120 --> 01:42:42.800]  Engadget and the host of like more tech tv shows than anybody I know
[01:42:43.760 --> 01:42:48.480]  Probably are making an informed decision to cancel comcast and you know, I don't know
[01:42:48.480 --> 01:42:54.960]  She just couldn't couldn't get the guy to cancel their service and and then had to hand the phone over to ryan
[01:42:54.960 --> 01:42:57.760]  And he started recording a call and it's just absurd
[01:42:57.760 --> 01:43:03.200]  I mean if you can take things like this you should and you haven't you should just google ryan block and veronica
[01:43:03.200 --> 01:43:05.200]  belmont canceled comcast
[01:43:06.400 --> 01:43:11.440]  It went viral as they say because the guy was it was just absurd the guys the guy was like
[01:43:12.000 --> 01:43:17.120]  Why do you want slower internet and ryan block was like why won't you just cancel?
[01:43:17.120 --> 01:43:21.600]  My service and he's like i'm trying to understand why you want to get slower internet
[01:43:22.800 --> 01:43:29.200]  And he's like i'm trying to understand why you won't cancel my service just cancel it. That's all I want to do
[01:43:30.160 --> 01:43:35.200]  And it went on and on it was like 10 minutes long and and the thing that's great is it went viral and the thing
[01:43:35.200 --> 01:43:37.200]  about that is uh
[01:43:37.200 --> 01:43:43.760]  They had to like address it like comcast chief operating officer had to address it and say that it was painful to listen to this call
[01:43:43.760 --> 01:43:46.320]  And I am not surprised that we've been criticized for it
[01:43:47.040 --> 01:43:50.720]  Respecting our customers is fundamental and we fell short in this instance
[01:43:51.680 --> 01:43:56.080]  I know these retention calls. I guess it's an internal memo. It's not really meant for public
[01:43:57.200 --> 01:44:01.780]  Distribution these retention calls are tough and I have tremendous admiration for our retention professionals
[01:44:02.400 --> 01:44:08.160]  Make it easy for customers to choose to stay with comcast. Oh my god. That's so awful
[01:44:08.160 --> 01:44:14.720]  That's so that's actually even worse a number of sites and I I forget where I read it probably the verge or someplace but
[01:44:15.360 --> 01:44:19.040]  It wrote about the economics behind these people's jobs
[01:44:20.080 --> 01:44:20.800]  and
[01:44:20.800 --> 01:44:27.520]  basically their whole incentive their whole compensation package is wrapped up in the number of people that they can convince to stay
[01:44:28.000 --> 01:44:31.200]  You know, I thought that I just thought it from listening to the part of the call
[01:44:31.200 --> 01:44:36.160]  I heard was that the guy was into it enough or he was clearly not just into it enough
[01:44:36.160 --> 01:44:39.040]  Or he was clearly not just getting an hour, you know
[01:44:39.600 --> 01:44:45.200]  You know 20 bucks an hour. It was he was invested. It was a car salesman. Yeah, it's the reverse. Yeah, it's a
[01:44:46.320 --> 01:44:50.000]  It's like it's like a car salesman. It's like selling. It's like they're selling it all over again
[01:44:50.400 --> 01:44:57.360]  All right, but it's weird because it's like and car salesman. I'm sure you know, it's infamous famously shady, you know operators
[01:44:57.920 --> 01:44:59.840]  and they know all sorts of tricks, but it's like
[01:44:59.840 --> 01:45:06.640]  And i'm sure they take advantage of some people who who come in naive or who are timid
[01:45:08.480 --> 01:45:10.880]  You know, not that you and I are, you know tough guys
[01:45:11.520 --> 01:45:17.120]  Right, but it's like if we were in a car dealer you and I are going out to buy a convertible to spend it
[01:45:17.120 --> 01:45:21.360]  you know take a summer road trip and we're gonna buy a convertible you and I go in and
[01:45:22.000 --> 01:45:26.880]  We don't like what we're hearing and we start walking out the door and the guy tries to keep us from walking out the door
[01:45:26.880 --> 01:45:30.480]  And the guy tries to keep us from walking out the door. We're still walking out the door, right?
[01:45:30.560 --> 01:45:34.800]  You can just walk it like, you know as shady as a car dealer, you know dealer can be you know
[01:45:35.040 --> 01:45:39.520]  You can just keep moving your feet and eventually you are out the door and you're not listening to them anymore
[01:45:39.680 --> 01:45:42.480]  Whereas if you are already hooked up, that's the thing
[01:45:43.120 --> 01:45:47.760]  You're hooked up to to auto bill comcast a hundred dollars a month
[01:45:47.840 --> 01:45:50.480]  And even if you call your credit card and say don't pay them
[01:45:50.560 --> 01:45:54.800]  They're gonna you know, they're gonna put your account in collection until they officially disconnect you
[01:45:54.800 --> 01:45:58.240]  You're you've signed a thing that you're sending them a hundred dollars or you know
[01:45:58.320 --> 01:46:03.200]  150 a month you need them to do this and if they won't do it, what what can you do?
[01:46:04.480 --> 01:46:06.480]  This is such rotten double-speed
[01:46:07.040 --> 01:46:12.480]  And and Jackie Chang had posted uh on twitter that a reminder that and I forget the names of these services
[01:46:12.480 --> 01:46:16.720]  But those services that where you get people to do like a task for you task. Oh, yeah
[01:46:16.720 --> 01:46:21.760]  Yeah, you can you can actually call those guys and have them like disconnect, you know disconnect
[01:46:21.760 --> 01:46:24.960]  Disconnect your call comcast and disconnect your comcast for you
[01:46:26.960 --> 01:46:32.560]  So if you don't want to sit on the phone with that guy this you know what and it just ties right in with me
[01:46:32.640 --> 01:46:35.120]  Lincoln to the the george orwell, uh
[01:46:35.760 --> 01:46:42.260]  Politics in the english language like who make it easy for customers to choose to stay with comcast
[01:46:43.120 --> 01:46:45.120]  If that's not the most
[01:46:46.080 --> 01:46:47.680]  rotten
[01:46:47.680 --> 01:46:54.400]  Double speak i've ever heard that is so much more evil than if he just flat out said
[01:46:55.280 --> 01:46:57.680]  Who make it difficult for customers to leave?
[01:46:58.880 --> 01:47:00.880]  right
[01:47:02.400 --> 01:47:09.440]  Right because it's exactly what it means it is exactly it is like like three plus three on one side and six on the other
[01:47:09.440 --> 01:47:17.440]  Who make it difficult for customers to leave comcast we have
[01:47:18.080 --> 01:47:23.440]  You you have comcast right? I do. I live in comcast country. Yeah, i'm in cable town, right?
[01:47:24.640 --> 01:47:28.080]  And literally our skype call is getting creaky
[01:47:30.080 --> 01:47:32.080]  I swear to god you can't make this up
[01:47:34.320 --> 01:47:36.320]  You you're starting to sound
[01:47:36.320 --> 01:47:38.320]  I
[01:47:43.120 --> 01:47:45.120]  Swear to god I you know
[01:47:46.000 --> 01:47:50.880]  Kind of pat myself on the back because we have here with takoma i've said this before we have city provided
[01:47:52.000 --> 01:47:54.000]  internet service and so
[01:47:54.000 --> 01:47:55.200]  um
[01:47:55.200 --> 01:47:57.200]  I don't have to use comcast but
[01:47:57.360 --> 01:48:00.000]  But I but I do for our we have a landline
[01:48:00.000 --> 01:48:06.560]  We we in philadelphia have a comcast provided city
[01:48:07.520 --> 01:48:13.040]  They told you they literally they have the tallest skyscraper in philadelphia is the comcast center
[01:48:13.120 --> 01:48:17.440]  They've just bought a plot of land a block away and they are going to build
[01:48:18.640 --> 01:48:20.640]  a new tallest skyscraper
[01:48:22.080 --> 01:48:27.840]  Your internet should be super fast. Yes. Thanks to them building two and completely
[01:48:27.840 --> 01:48:29.840]  Really
[01:48:29.980 --> 01:48:31.980]  Non-disconnectable
[01:48:34.860 --> 01:48:39.420]  Anyway, what a rotten what a rotten rotten company comcast is this is terrible
[01:48:40.220 --> 01:48:42.700]  I don't know. That's it for me for this week though. You got anything? Okay
[01:48:43.340 --> 01:48:48.940]  Uh, did you did you talk about the microsoft layoffs? Oh, no, I didn't. Yeah, we could do that. Yeah
[01:48:49.820 --> 01:48:51.820]  And that's that's honed
[01:48:51.900 --> 01:48:53.900]  18 000 people over the next year
[01:48:53.900 --> 01:48:59.900]  But 12, although 12,000 don't count because they're fine over something is from nukya. Yeah, they don't count
[01:49:00.700 --> 01:49:02.060]  Yeah
[01:49:02.060 --> 01:49:04.940]  No, I you know, I hate to make jokes about poor finland
[01:49:05.020 --> 01:49:08.380]  I you know, I don't want to make jokes about layoffs because you know who i'll bet there's got to be
[01:49:08.940 --> 01:49:11.900]  Somebody who listens to the show is one of them. So sure
[01:49:12.780 --> 01:49:15.740]  You know i've lost jobs and it's it's not fun
[01:49:16.620 --> 01:49:18.620]  I tried to get laid off for years. It didn't work
[01:49:18.620 --> 01:49:20.620]  So
[01:49:22.780 --> 01:49:26.300]  Worse it never happens to the people who want it. No, it never happens to the people who deserve it
[01:49:30.060 --> 01:49:35.580]  It's like we're gonna have some layoffs here's the list and then you raise your hand and you're like what about buyouts?
[01:49:35.660 --> 01:49:38.540]  Maybe we got molds. Maybe we could have buyouts too
[01:49:40.380 --> 01:49:44.940]  Early retirements, they knew I was good. They knew I was gonna leave that's why they didn't lay me off
[01:49:44.940 --> 01:49:48.140]  Yeah, uh, it's you know, it's kind of sad
[01:49:48.780 --> 01:49:52.780]  You know, yeah, I mean, you know, they kind of need it as a business, but yeah, it's not, you know
[01:49:52.780 --> 01:49:59.180]  It's not you know, we're good for the people in it. No, and it's you know, it's humbling because I think
[01:50:00.540 --> 01:50:05.180]  It's not that many years ago when the idea of a microsoft layoff would have been unthinkable
[01:50:06.060 --> 01:50:12.940]  Yeah, you know and it's a reminder, you know a wake-up call to everybody else, you know for companies like google and apple who are in
[01:50:12.940 --> 01:50:16.140]  amazon, who are the you know, the big
[01:50:17.100 --> 01:50:19.100]  tech companies of the last decade
[01:50:19.740 --> 01:50:24.060]  And we've never had a layoff that you know if it could happen to microsoft man, it could happen to anybody
[01:50:24.060 --> 01:50:30.620]  I mean apple's had layoffs but never like a mass layoff and it hasn't been not in the modern era of apple. Yeah
[01:50:33.740 --> 01:50:37.100]  You know, you got to be careful about getting fat tell me about it
[01:50:37.100 --> 01:50:44.140]  Did you read uh, ben thompson's piece on breaking microsoft up yeah, uh, that was it was a good piece
[01:50:45.180 --> 01:50:51.100]  I don't think it's gonna happen. No, I don't think so either because I think it it if it would have
[01:50:51.100 --> 01:50:56.300]  If that was on the table, it would have happened instead of this and would have happened maybe coincident with
[01:50:58.860 --> 01:51:00.460]  Satya's
[01:51:00.460 --> 01:51:08.220]  Nadella taking over, you know, I mean, I think that's an alternate universe where what do they do post balmer?
[01:51:08.220 --> 01:51:13.180]  Maybe is break it up, you know, whereas now I don't I don't think that they would do that
[01:51:13.900 --> 01:51:21.900]  I don't know that that's I mean, so just to recap his theory. I mean his idea is that microsoft is turning into a services company so that the
[01:51:22.940 --> 01:51:25.500]  hardware and operating system part should be
[01:51:25.500 --> 01:51:33.500]  Put into a different company and run separately. Yeah, it does make sense, you know, and there's a certain there's a certain
[01:51:34.540 --> 01:51:36.540]  What's the word?
[01:51:36.540 --> 01:51:38.540]  It just doesn't make sense. They're at odds
[01:51:38.940 --> 01:51:43.180]  With each other where there's a part of microsoft that sees it as a company that provides software to oems
[01:51:43.180 --> 01:51:46.540]  And now there's a part of come of the company that sees itself as an oem
[01:51:47.260 --> 01:51:49.260]  Right, and and that's just not compatible
[01:51:50.060 --> 01:51:51.100]  and
[01:51:51.100 --> 01:51:58.300]  They can kind of yada yada yada it to make it seem like it's compatible because the revenue and profits are still coming in
[01:51:58.700 --> 01:52:05.500]  But it just does it's at a common sense level. It just doesn't make sense that they can be providing these software to companies to make
[01:52:06.380 --> 01:52:09.340]  Mobile devices and they're going to make their own mobile devices
[01:52:10.220 --> 01:52:15.260]  Without favoring one or the other, you know, and everybody who's tried it. It never works, you know, so google, you know
[01:52:15.260 --> 01:52:19.180]  It's provide software to oems with a mobile device and they're going to make their own mobile devices
[01:52:19.180 --> 01:52:23.100]  You know, it's provide software to oems with android and they make their own android devices
[01:52:23.500 --> 01:52:26.620]  But uh, very few people use google's android devices
[01:52:26.620 --> 01:52:32.940]  They've never really taken off, you know, and if like the nexus in some alternate world where the nexus phones are huge hits
[01:52:33.740 --> 01:52:34.620]  uh
[01:52:34.620 --> 01:52:40.300]  That you know, samsung isn't going to be using android, you know, it's just you know, it just wouldn't work
[01:52:40.620 --> 01:52:45.740]  uh, you know and like go back to the 90s when apple licensed the mac os it
[01:52:45.740 --> 01:52:50.780]  It you know, just doesn't it didn't work. Yeah, so it's an interesting idea, but
[01:52:52.220 --> 01:52:54.220]  I just there's too much institutional
[01:52:55.820 --> 01:52:58.220]  I mean, I just there's no way they could get rid of windows
[01:52:58.940 --> 01:53:03.900]  No, I think you know, I I and I don't think it needs I just think windows could be run as its own division
[01:53:03.900 --> 01:53:07.900]  But I think that they should stop thinking of the windows division as anything other than legacy
[01:53:07.900 --> 01:53:12.220]  Just let it be what it is and it's pc operating system in an ever-shrinking market
[01:53:12.220 --> 01:53:17.260]  But that is huge and is probably, you know, eventually going to level off like the shrinkage
[01:53:17.260 --> 01:53:22.780]  You know, if like I just said to you the idc for this past quarter is that the pc market shrank two percent year over year
[01:53:22.780 --> 01:53:27.840]  It seems like maybe the bleeding is over, you know, I think it's going to keep dwindling and it's going to keep dwindling
[01:53:28.540 --> 01:53:30.860]  in terms of the overall pie chart of
[01:53:31.500 --> 01:53:39.100]  Computing devices because it's not just that smartphones and tablets are replacing pcs is that we're adding multiple devices, you know that are
[01:53:39.100 --> 01:53:41.340]  What used to be thought of as a pc?
[01:53:42.380 --> 01:53:46.540]  And that the share of them that are traditional pcs is getting smaller
[01:53:47.100 --> 01:53:50.780]  In addition to the fact that people are buying fewer actual units year over year
[01:53:51.580 --> 01:53:56.620]  But just let it run, you know, and I think that's the problem the whole basic problem with windows 8 is trying to make this
[01:53:56.860 --> 01:54:02.620]  You know trying to please two groups at once whereas if they had just made a windows 8 that was like windows 7 like here
[01:54:02.620 --> 01:54:05.420]  if you have a traditional laptop or a
[01:54:05.420 --> 01:54:09.580]  Traditional laptop or a desktop pc. Here you go
[01:54:10.060 --> 01:54:16.460]  Here's a new version of windows better than ever and we've got this other entirely new mobile operating system
[01:54:17.500 --> 01:54:19.180]  Yeah
[01:54:19.180 --> 01:54:23.900]  But it's weird now it's weird now that they you know, they're his nadella's whole memo was about
[01:54:24.460 --> 01:54:27.420]  You know, we're now a company that helps people get things done
[01:54:28.540 --> 01:54:30.140]  And they still have
[01:54:30.140 --> 01:54:31.820]  All this entertainment
[01:54:31.820 --> 01:54:32.780]  Yeah
[01:54:32.780 --> 01:54:33.740]  stuff
[01:54:33.740 --> 01:54:36.940]  They did nix. They did nix making tv shows. Yeah
[01:54:37.820 --> 01:54:42.620]  They've always had they still have the xbox which does not seem that does not fit into that mandate at all
[01:54:43.660 --> 01:54:49.420]  Yeah, and I think you know i've had that thought too i've tossed out ideas and i've thought like hey if netflix commissions tv shows
[01:54:49.420 --> 01:54:55.900]  Why doesn't apple commission tv shows, you know for apple tv and have you know new kevin spacey show that's only on apple tv
[01:54:56.140 --> 01:55:01.980]  But you know what they're that way lies lack of focus. I'm not saying apple would never do that particular thing, but
[01:55:01.980 --> 01:55:03.980]  You know, they certainly can't do all of them
[01:55:04.300 --> 01:55:06.300]  You know
[01:55:06.460 --> 01:55:12.700]  And I don't know making making tv shows was you know, never what microsoft was good at i've just i've always found that this whole thing
[01:55:12.700 --> 01:55:14.300]  that the
[01:55:14.300 --> 01:55:16.540]  These companies think that they need to do everything to be
[01:55:18.060 --> 01:55:20.060]  Counter-productive but
[01:55:20.300 --> 01:55:22.620]  What do I know? Yeah. Well, I do think that there's
[01:55:23.180 --> 01:55:28.460]  It's always seemed that way to me like I thought it was crazy in the 90s when when microsoft started
[01:55:28.460 --> 01:55:33.260]  Jointly with nbc the msnbc, uh, I was like, what are you doing?
[01:55:33.260 --> 01:55:37.100]  Why would you why would you want to make a cnn competitor? You're microsoft, you know
[01:55:37.740 --> 01:55:41.900]  You know what? I mean? Like I can see why somebody would want to make a cnn competitor, right?
[01:55:41.900 --> 01:55:47.420]  I can see why multiple people would but why would microsoft why you know, why do you feel like you need everything including a news?
[01:55:47.980 --> 01:55:52.860]  You know channel and and you know and the whole thing, you know wound up not working out that well
[01:55:52.860 --> 01:55:59.660]  I mean msnbc is a fine network, but I mean at microsoft the the ms and in msnbc hasn't stood from microsoft for
[01:55:59.820 --> 01:56:02.620]  I don't know the better part of the decade. I mean they've been out of that forever
[01:56:04.540 --> 01:56:08.140]  It's very strange we should have a kickstarter for us to buy microsoft
[01:56:10.620 --> 01:56:15.820]  I did see that they're you know that they uh, they're stocked they they did quarterly results today too
[01:56:15.820 --> 01:56:19.900]  And they they missed but only missed because of uh, nokia
[01:56:19.900 --> 01:56:26.940]  The nokia division which did a little bit worse than expected and the stock market reacted, you know with no reaction whatsoever
[01:56:27.980 --> 01:56:32.540]  No, I mean, I think it's right. I don't think anybody should have been surprised by that. Right? I think common sense prevails
[01:56:32.540 --> 01:56:38.380]  I don't know before we started recording. It looked like after hours apple was about even too. I don't know if it's still true, but
[01:56:39.580 --> 01:56:46.380]  That's always kind of that's getting weird like having having the stock market not panic after hours no matter what happens with apple
[01:56:46.380 --> 01:56:51.020]  Right. Yeah, it seems like that the whole that whole thing has kind of turned a bit
[01:56:52.300 --> 01:56:56.220]  Yeah, they seem they seem to be a little bit more uh happy with what's going on despite
[01:56:57.500 --> 01:56:58.700]  You know
[01:56:58.700 --> 01:57:05.900]  I mean the usual the usual suspects are still being jerks, but yeah, it looks like it's nice and even yeah sticking around 94 bucks
[01:57:09.020 --> 01:57:12.700]  Uh, you know, was it bad? It was ben thompson who was on the show that you know,
[01:57:12.700 --> 01:57:16.540]  Was it bad? It was ben thompson who was on the show a couple weeks ago
[01:57:16.540 --> 01:57:20.940]  And I thought it made a very keen observation that i've never really heard before which is that the stock market rule
[01:57:21.900 --> 01:57:23.500]  rewards
[01:57:23.500 --> 01:57:29.180]  The the gut feeling that even if you screw up you being the company that they're evaluating in a process
[01:57:29.180 --> 01:57:31.660]  Even if you screw up you'll still be in business
[01:57:33.420 --> 01:57:40.220]  And that that's where apple got hurt for years and years where there's just there used to be this consensus that apple was
[01:57:40.220 --> 01:57:46.060]  Consensus that apple was always on the precipice and one slip away from you know
[01:57:46.620 --> 01:57:51.180]  right the whole house of cards falling under and I feel like that they've you know,
[01:57:51.660 --> 01:57:57.980]  None of these dire things have happened like margins collapsing or whatever and everybody's sort of gotten the idea that hey apple could screw up
[01:57:58.060 --> 01:58:03.180]  You know, like they could release an iphone 6 that is not that popular and they are not going to go under
[01:58:04.220 --> 01:58:08.220]  you know, they could have the next I, you know, the next mac cube come out and uh,
[01:58:08.220 --> 01:58:11.500]  You know wouldn't be good wouldn't be good news, but it's not going to
[01:58:12.220 --> 01:58:15.500]  You know, it's not a house of cards. That's going to fall down. It's a sturdy foundation
[01:58:16.700 --> 01:58:19.100]  And it only took them 35 years to realize that
[01:58:20.860 --> 01:58:23.100]  Right slow learners. Yeah
[01:58:24.860 --> 01:58:27.500]  All right, john molts. Thank you for joining me. Thank you
[01:58:28.380 --> 01:58:33.740]  People can find to get more molts at uh, to get the full moltz treatment is what they could get
[01:58:33.740 --> 01:58:37.340]  At a very nice website dot net
[01:58:37.980 --> 01:58:43.900]  Is that correct? That is correct. Very nice website dot net, uh for the full most moltz treatment. You've got uh,
[01:58:45.820 --> 01:58:52.940]  I'm gonna turn this car around turning this car around turning this car around great podcast with
[01:58:54.460 --> 01:58:59.180]  Uh a couple of guys, uh, well, there's john armstrong. Yep, and
[01:58:59.180 --> 01:59:06.460]  Lex friedman lex friedman, that's it. I was a tip of my tongue. Let's feel this not casey. Let's not casey less. Um,
[01:59:07.260 --> 01:59:13.020]  And they can get you there. Uh, what are you on the twitter? You're at molts right at moltz at moltz, right?
[01:59:13.580 --> 01:59:15.580]  You know what? I wish you could do all your
[01:59:15.660 --> 01:59:22.460]  I wish that I could uh specify for certain I message users that to just use the last name
[01:59:22.460 --> 01:59:26.460]  You know, you know how like I messaged you I was going to be like, oh my god, I'm going to be like
[01:59:26.460 --> 01:59:30.780]  You know, you know, I like I messaged you I was going to be late for the show and it says john m
[01:59:30.860 --> 01:59:34.220]  Well, I I got so many johns. I got john syracusa in there. I mean
[01:59:34.780 --> 01:59:38.700]  I I don't want to I don't see you as john m. You're not john m you're moltz
[01:59:38.780 --> 01:59:41.340]  No, i'm right there and I'm waltz to everybody basically
[01:59:41.340 --> 01:59:45.340]  But it's got to be the same for me with you like if I text you you don't want to see john g
[01:59:45.420 --> 01:59:50.060]  You're like who the hell is that? Right, right, right. Nobody calls me john g not since like first grade
[01:59:50.060 --> 01:59:56.060]  Right the curse of the johns. Yeah
