[00:00.000 --> 00:02.000]  Hello there
[25:54.000 --> 25:57.680]  You create these tasks right on your content in the igloo interface
[25:58.280 --> 26:03.320]  And then when the designer goes to update the graphic and they go through igloo to get to it the task
[26:03.320 --> 26:06.320]  What you want changed is right there on the same page
[26:06.780 --> 26:12.300]  So when you're viewing content, even if it's a blog if it's an event a forum topic inside your igloo
[26:12.520 --> 26:14.520]  The tasks are all right there
[26:14.520 --> 26:20.600]  So the stuff that you need to be done is right there attached to whatever it is wherever you go in the igloo system
[26:22.560 --> 26:26.440]  Go find out more it's a great stuff all the other stuff about igloo is all still true
[26:27.080 --> 26:31.300]  All sorts of great templates to choose from the fact that it runs
[26:31.300 --> 26:34.740]  It's your private internet that you get to run
[26:35.900 --> 26:40.580]  The fact that you get to start for free for up to ten people and just use it
[26:41.980 --> 26:43.920]  unlimited time
[26:43.920 --> 26:49.900]  Where do you go to find out more? This is it igloo software comm slash the talk show
[26:50.500 --> 26:54.040]  igloo software comm slash the talk show
[26:54.040 --> 27:01.920]  a great great internet and now they're really with this task stuff really making it into a project management system
[27:02.480 --> 27:04.480]  for your small teams
[27:04.600 --> 27:06.740]  And organizations so my thanks to them
[27:08.360 --> 27:12.160]  So in the past we've seen these leaks come out and then they always
[27:12.280 --> 27:18.280]  I think there was one about a week or two ago where it at least turned on to the point where it's showed the connect
[27:18.280 --> 27:19.640]  to iTunes
[27:19.640 --> 27:21.640]  Right, right
[27:21.720 --> 27:23.200]  and
[27:23.200 --> 27:25.440]  It was funny because somebody then took
[27:26.080 --> 27:27.320]  like
[27:27.320 --> 27:34.680]  screenshots of that and like kind of estimated the measurement of the graphic because the graphic had like letterboxing at the top and bottom and
[27:35.800 --> 27:43.200]  A rough estimation is that it was it might be very very close to the the size that I predicted a few weeks ago
[27:44.560 --> 27:46.400]  Which I think makes sense that in other words
[27:46.400 --> 27:52.800]  It's the same pixel per inch as the iPhone 5 and 5s, but just they just cut it to 4.7 inches, right?
[27:53.960 --> 27:56.400]  But now there's ones coming out that are actually fully
[27:57.160 --> 28:04.040]  Operational death stars. Yeah. Yeah. I mean, I don't know enough about the production cycle, but I would imagine very late in the game
[28:04.040 --> 28:12.520]  They're producing first off. They're producing like test units and then they're the you know, there was a story about how iPhone shipments were already filling
[28:13.360 --> 28:14.840]  planes
[28:14.840 --> 28:18.760]  From China to North America. So, you know at some point they're making them
[28:18.760 --> 28:19.760]  They haven't announced him yet
[28:19.760 --> 28:22.400]  But they've got to get them here in there and and around the world
[28:22.840 --> 28:28.720]  Assuming that they're gonna drop them in a lot of countries in a couple of weeks. They've got to start shipping them now
[28:28.880 --> 28:33.880]  So once that I mean then the genie is completely out of the bottle and it's got to be a lot easier to
[28:34.160 --> 28:39.320]  Pluck something off the production line and there's probably an earlier wave that are like the the the production
[28:39.320 --> 28:44.640]  Models to see if the process works and if the quality level is high enough and those probably leak
[28:44.680 --> 28:49.640]  so there's probably a life cycle and I never really thought of it this way of life cycle of leaks where you know
[28:49.640 --> 28:55.300]  It starts with all the suppliers and in the end, it's the assembly and then it's the then it starts to be working models
[28:56.240 --> 29:01.760]  Yeah, I think I think they must be making the real ones by now. Yeah, they got they've got to be given the volumes
[29:01.760 --> 29:05.840]  I mean we were talking about how huge the iPhone volume is how much demand there is on day one
[29:05.840 --> 29:10.880]  Right, then they've got to be making and that's why when I saw that story about about how you know
[29:10.880 --> 29:15.440]  There are already lots of Apple shipments coming from China that it's got you know
[29:15.440 --> 29:21.640]  It's completely believable because they've got you know, let's assume that in less than two weeks. They're gonna be on sale
[29:21.760 --> 29:26.680]  They're gonna want to fill the channel with as many as they can possibly make and so yeah, they're making them now
[29:26.680 --> 29:31.960]  We don't even know what it what they are yet, but they're making them and shipping them the story I saw
[29:31.960 --> 29:39.080]  I'm sure you saw the same one is that they've actually at right now they've consumed like a majority share of all shipping
[29:39.240 --> 29:45.760]  Capacity coming out of China, right? Right that Apple Apple is literally like filling the channel and not it's not like its channel
[29:45.760 --> 29:49.760]  It's like the shipping channel from China to the US on planes
[29:50.320 --> 29:56.380]  It's crazy that you know, there's only so many planes. They're not gonna they can't it's not the sort of thing that you can
[29:56.920 --> 30:01.120]  Buy more right because and it wouldn't make sense for the shipping industry
[30:01.120 --> 30:06.480]  to have enough planes to meet this particular demand and then and then the other
[30:07.200 --> 30:12.960]  47 weeks of the year they're sitting a nerd, you know, right an airplane hangers that you know
[30:14.560 --> 30:16.560]  Also, I wonder sometimes about like
[30:16.880 --> 30:21.880]  build the order because sometimes you know you order an Apple's website and you can actually see it get shipped to you that you'd
[30:21.880 --> 30:24.340]  Actually if that if that's gonna be an option
[30:24.600 --> 30:30.400]  You want to ship these early because these are the ones that are going to retail and that at some point if they turn on
[30:30.400 --> 30:33.040]  Pre-orders those would be shipping from China
[30:33.040 --> 30:40.200]  Let's say but you know you now now is the time to fill the channel with the ones that are just in the standard
[30:40.660 --> 30:45.840]  Standard configs or maybe they're all standard configs and they've got every single one possible. But you know, they're
[30:46.540 --> 30:49.600]  What they're doing is they're filling they're filling warehouses
[30:49.600 --> 30:57.160]  They're filling capacity and and we know that Apple usually can sell every single one that they've got and sometimes people are angriest when they can't
[30:57.160 --> 31:01.280]  Get the model they want so it makes sense, but it's mind-boggling again
[31:01.280 --> 31:07.560]  we talked about the scale of iPhones and how it's hard to understand just how huge the iPhone is and I think this fits into
[31:08.200 --> 31:10.200]  wearable expectations and how I think people
[31:11.360 --> 31:16.200]  Expect more than than it could possibly deliver because it's never gonna be I think an iPhone
[31:16.400 --> 31:22.160]  like the iPhone is enormous so enormous that we could take every bit of shipping capacity from China to the US and
[31:22.160 --> 31:27.240]  And Apple is doing it right right and I don't know that there's any product that they could make that would
[31:27.880 --> 31:34.200]  That that there's no other product that I can imagine that that would happen for no, there's no other product category
[31:34.200 --> 31:38.720]  I mean, this is this is this is a there have been some really nice pieces written about this, but it's this idea that
[31:39.840 --> 31:40.440]  You know
[31:40.440 --> 31:46.400]  Somebody actually said you could write the disappointment story like six months ago about the wearable no matter what it is
[31:46.720 --> 31:48.720]  Because people are going to say
[31:48.720 --> 31:53.200]  If the expectation is that it's literally another product category like the iPhone
[31:53.280 --> 31:58.920]  That's not gonna happen because there's no product category like the iPhone the smartphones in general are
[31:59.720 --> 32:04.840]  Enormous this this huge class. It's a it's a shift in how the world uses technology
[32:04.840 --> 32:10.100]  And you know and and with Apple's product line, you can see it. The iPhone is just dwarfs everything else
[32:10.100 --> 32:12.100]  They do and that's not going to change. There's not going to be
[32:12.100 --> 32:18.620]  another category in the next year or two that supplant it or match it even because it's it's just
[32:18.940 --> 32:23.140]  Completely out of scale because there's such demand for for smartphones. Yeah, I
[32:24.020 --> 32:29.500]  And I think it plays into I haven't written it up, but I know maybe but a lot of times
[32:29.500 --> 32:31.580]  I talk about it on the show and and I don't write it but
[32:32.340 --> 32:34.340]  I've been thinking for months now
[32:34.980 --> 32:38.420]  About and I for years. I've been bothered by the whole smartphone
[32:38.420 --> 32:46.020]  Versus phone distinction and that it's so misleading and that you know, Apple's percentage increase in smartphones
