[00:00.000 --> 00:02.000]  How are you?
[25:59.000 --> 26:02.520]  And it's so easy and you could spend half an hour for free
[26:02.520 --> 26:07.180]  You can run it, you know for a while for free with a free trial just to see if it works
[26:08.440 --> 26:10.840]  And you lose nothing and it's so easy
[26:10.840 --> 26:14.640]  Again, I always say this is like one of my repeated talking points for this
[26:14.640 --> 26:20.120]  one of the best points of Squarespace even if you're a really technical person who can do all this stuff by hand is if you
[26:20.120 --> 26:23.940]  Know people and they come to you in life and want help with a new website or something like that
[26:24.160 --> 26:28.600]  Get them started on Squarespace and then even when they do need help, they'll get help from Squarespace
[26:28.600 --> 26:31.500]  Not from you. You can just wash your hands of it and they'll thank you for it
[26:31.680 --> 26:38.220]  They have great prices and they even have a special deal just for listeners of the show enter this offer code talk show
[26:38.220 --> 26:45.700]  No, that just ta lk sh o w when you check out and you will get 10% off and you can pay for up to
[26:45.700 --> 26:48.340]  A year in advance so you can get 10% off a whole
[26:48.860 --> 26:54.360]  Year on professionally designed websites that are easy to use and I'll add this
[26:55.060 --> 27:01.240]  Absolutely. Fantastic analytics just the best analytic interface that I've seen in a long time
[27:01.240 --> 27:07.280]  and like instead of overwhelming you with this like airplane dashboard of
[27:08.280 --> 27:13.440]  Controls, it's just like the main stuff. What are people looking at? Where are they coming from? What's popular?
[27:14.980 --> 27:20.540]  Really really and like everything else at Squarespace really well-designed so go to squarespace.com slash talk show
[27:20.800 --> 27:24.180]  Remember that code talk show and you'll save 10% on your first purchase
[27:24.180 --> 27:29.780]  All right, are you on the fizzy water train I always forget who's who who drinks fizzy water and who doesn't I
[27:30.340 --> 27:35.540]  Am on the train. We have a SodaStream and also we've been lately. We've just been stuck in the fridge with
[27:36.180 --> 27:38.180]  La Croix stuff too. Yeah
[27:38.260 --> 27:43.380]  So I everybody knows everybody listens to this show knows I've been a SodaStream user for years
[27:43.380 --> 27:45.380]  I really am a big fan of their product
[27:46.100 --> 27:51.300]  I've got the penguin. I know they have a bunch of different ones and I think some of their their lower-priced ones aren't as
[27:51.300 --> 27:57.380]  Honestly powerful the penguin that I have doesn't take plastic bottles. It takes glass bottles
[27:58.020 --> 28:02.980]  And they've got a real nice top that you can squeeze on the old tops. I see and I
[28:04.420 --> 28:08.580]  The thing is is that with the penguin at least you can carbonate it as much as you want
[28:08.580 --> 28:11.780]  It's not like it gets to a certain standard level of carbonation and stops
[28:11.780 --> 28:18.260]  You just keep pushing down on the beak of the penguin and it keeps adding more carbonation and and they usually they say it
[28:18.260 --> 28:24.340]  I get beep it like squeaks when it gets to like hey, this is pretty carbonated like what most people would consider fizzy water
[28:24.340 --> 28:28.420]  I usually go to about six squeaks. I just give it about five five or six more
[28:29.940 --> 28:36.020]  And with the old the original caps I had with the penguin they only lasted about six months for me because even though they they kind
[28:36.020 --> 28:40.820]  Of screwed on and had gaskets like the level of carbonation I had in there would crack them
[28:41.220 --> 28:45.300]  Like the glass didn't crack but the bottle caps did and now they have a new cap design
[28:45.300 --> 28:48.740]  For the last few years. I still love the product but
[28:50.340 --> 28:55.140]  I was up where my family was up with the Marco Arment and Tiff Arment family in
[28:55.780 --> 29:00.980]  New York at the beach a while back people who listen to ATP know that there was a there was a
[29:02.580 --> 29:07.300]  A risky moment where mid mid ATP episode a torrential downpour happened
[29:07.300 --> 29:10.020]  Marco realized all of the windows in the house were open
[29:10.020 --> 29:15.300]  And I also remembered that I left my 15-inch MacBook Pro review unit on the kitchen table
[29:15.300 --> 29:20.260]  Which is right next to an open window, which which window does not have any sort of awning?
[29:21.300 --> 29:23.300]  and he
[29:23.460 --> 29:25.700]  Went over it but I was lucky enough the lid was closed
[29:25.700 --> 29:30.260]  There were a couple of drops on the on the lid but nothing on the keyboard or anything and the machine is fine
[29:30.260 --> 29:33.940]  But apparently I still haven't gotten I'm still like an episode or two behind on ATP
[29:34.180 --> 29:35.220]  Haven't listened to that one yet
[29:35.220 --> 29:40.180]  And apparently it was sort of left open up in the air with whether John Gruber's review unit was
[29:41.940 --> 29:48.260]  Rains drenched or not. But anyway on this trip to Fire Island, New York
[29:49.300 --> 29:55.940]  I found a new product and it's called howls HAL, you know, sort of like the computer howls New York seltzer water
[29:57.620 --> 30:03.380]  And it is it is fantastic one of the reasons it's fantastic is because it's got a lot of
[30:03.380 --> 30:10.980]  Fantastic. One of the reasons it's fantastic is it seltzer water not and I'm not exactly sure on exactly what the difference is between
[30:12.420 --> 30:13.220]  Like
[30:13.220 --> 30:16.900]  All the different fizzy plain waters like seltzer water and club soda club
[30:16.980 --> 30:20.980]  Soda has some kind of like I like to technically be club soda. You have to have like some kind of
[30:21.520 --> 30:23.520]  potassium or something added
[30:23.620 --> 30:27.700]  Um for to me when I just get like a club soda at a restaurant or something
[30:27.780 --> 30:29.780]  It just tastes like fizzy water to me
[30:29.780 --> 30:37.300]  Um, but seltzer water is artificially carbonated, which is what I want because naturally carbonated water is not fizzy enough, right?
[30:37.620 --> 30:39.620]  this house
[30:39.780 --> 30:44.740]  Seltzer water is the busiest goddamn commercial seltzer water i've ever seen in my life
[30:45.380 --> 30:47.300]  I want you to listen. I've got a sealed bottle here
[30:48.260 --> 30:49.060]  See if we can do that
[30:49.060 --> 30:54.740]  I'm, hopefully I won't ruin the computer because usually even without shaking the bottle and having it in the fridge for days
[30:55.060 --> 30:57.060]  It'll still explode out of the bottle
[30:57.620 --> 30:59.620]  Listen to this
[30:59.620 --> 31:01.620]  Oh
[31:02.340 --> 31:04.900]  There there it went holy cow
[31:05.940 --> 31:07.940]  Oh got the computer a little wet
[31:08.500 --> 31:10.340]  It'll be all right
[31:10.340 --> 31:11.940]  um
[31:11.940 --> 31:14.100]  It's been wet before it's been wet before
[31:15.140 --> 31:16.260]  um
[31:16.260 --> 31:21.940]  It is fantastic. And here's the thing. Here's the thing that's really got me going and it's got my whole family addicted to it
[31:22.180 --> 31:24.500]  Is that they have a black cherry version?
[31:24.500 --> 31:31.700]  It's just some kind of natural black cherry flavoring zero calories. No sweeteners at all, but it sort of tastes like
[31:32.580 --> 31:38.740]  Unsweetened dr. Pepper, which is one of my all-time fact. I don't really drink sugared soda water anymore
[31:38.820 --> 31:42.740]  But uh back when I did I loved dr. Pepper. This stuff is
[31:43.380 --> 31:48.420]  Absolutely fantastic and you can uh get it mail or you go to the howl new york
[31:49.540 --> 31:53.780]  Just google howls new york seltzer water. They don't sell directly but they have links to two distribution
[31:53.780 --> 31:59.060]  To two distributors who do and it's somewhat reasonably priced. But anyway, I gotta throw that out there to all my
[31:59.940 --> 32:01.940]  fizzy water drinking
[32:02.020 --> 32:04.020]  listeners
[32:05.700 --> 32:08.260]  But i'm telling you when you get the first bottle watch out
[32:10.180 --> 32:14.340]  This stuff is explosive. Yeah, you know i've i've been buying um
[32:15.540 --> 32:22.180]  The firestone brewery makes uh a stout that I really like that is called the velvet merlin
[32:22.180 --> 32:29.140]  Which always makes me laugh because I know I know somebody named merlin. That's actually my nickname for merlin. It's the velvet merlin sure
[32:29.140 --> 32:33.060]  Well, they now have a uh, a nitro merlin that they have in a can
[32:33.860 --> 32:38.900]  So it's it's nitro bubbles instead of carbon dioxide. So it's nitrogen bubbles. So they're smaller
[32:39.220 --> 32:42.260]  and the idea is that it's more like a traditional kind of irish stout where it's
[32:42.740 --> 32:48.500]  It's it's creamier and the little bubbles have this kind of effect where it starts out looking completely
[32:48.500 --> 32:53.060]  Uh, white with bubbles and then the bubbles all just kind of like slowly migrate to the top
[32:53.060 --> 32:58.340]  It's it puts on a show. But anyway, it it is fascinating because it is
[32:58.960 --> 33:01.700]  Counterintuitive to how you always have been taught to deal with fizzy
[33:02.340 --> 33:06.820]  Objects that are in pressurized containers the side of the nitro merlin can says
[33:07.460 --> 33:10.820]  Flip this can up and down at least three times
[33:11.860 --> 33:16.900]  Then open and pour it as hard as possible into a glass
[33:16.900 --> 33:22.900]  Because the idea is you really actually want to agitate those nitro bubbles and get them out of there, which is great
[33:22.980 --> 33:29.700]  It is huge fun. It is a show every time I open one, but I will say when you open it you will get um,
[33:30.100 --> 33:32.100]  stout fizz
[33:32.340 --> 33:34.340]  Just sort of aerated all over you
[33:34.900 --> 33:36.900]  It's just uh, it's part of the show I guess
[33:40.500 --> 33:44.100]  I actually I really was joking when I thought that this would fizz all over the
