[00:00.000 --> 00:02.000]  Do you watch football?
[01:41:41.220 --> 01:41:47.260]  They have an almost clockwork 12-month cycle. They like ever since they moved to September
[01:41:47.260 --> 01:41:52.240]  It's the exact same week of September that they have the event somewhere around September 10th
[01:41:52.240 --> 01:41:54.240]  And then they come out 11 days later
[01:41:54.240 --> 01:41:58.880]  I'd like the 21st or something like that which within a week every single year. It's 12 months
[01:41:58.880 --> 01:42:01.640]  You have a 12-month clock ticking on top of the line
[01:42:02.280 --> 01:42:07.120]  The bottom of the line does not have a 12-month cycle right now the 5s
[01:42:08.520 --> 01:42:10.920]  has been there for 18 months or
[01:42:12.320 --> 01:42:19.520]  It's been out more than that 30 months. Well that it's been at the spot where it's at first. Oh got it. Got it
[01:42:19.520 --> 01:42:21.520]  Okay, right
[01:42:21.520 --> 01:42:28.060]  No six months you because it was the 5c the 5c was sold until last September
[01:42:31.380 --> 01:42:33.380]  Well, I just yeah
[01:42:34.180 --> 01:42:37.180]  Holds no, I think I don't know anyway
[01:42:37.180 --> 01:42:39.660]  My point is that I think that this new phone that they're coming out with in March
[01:42:39.660 --> 01:42:44.420]  They expect to be there for at least 18 months. It'll be there for a long time or I agree. I agree
[01:42:44.420 --> 01:42:48.400]  No, I that's exactly I was trying to say I think they want to go below the 450 price point
[01:42:48.400 --> 01:42:51.580]  Yeah, I think it's gonna be there if the 5c was supposed to do that
[01:42:51.580 --> 01:42:55.280]  But they it was a flop and so this is the second attempt at it
[01:42:55.740 --> 01:43:02.460]  I'm curious still curious very I'm really curious about this event next month. I'm more more interested in it than any event
[01:43:03.380 --> 01:43:08.860]  in the last year, I think because I have no idea how they're gonna sell this stuff because to me it's
[01:43:10.220 --> 01:43:17.340]  The rumors are of stuff that could easily be released by press release, you know, it's there's here
[01:43:17.340 --> 01:43:23.860]  Here's a you know camera quality you've seen before and performance quality that you've seen before in a size that you've seen before
[01:43:23.860 --> 01:43:27.740]  And I think it's an important part of their product lineup to have it there
[01:43:27.740 --> 01:43:33.260]  And I know that part of the reason that they're doing this is it is a nicer phone at four inches than the current 5s
[01:43:33.260 --> 01:43:39.940]  And it fits their overall strategy because now this one will work with Apple pay and the 5s that does have touch ID
[01:43:39.940 --> 01:43:45.180]  But it does not support Apple pay. So now they've got an entire lineup of phones that supports Apple pay and
[01:43:45.180 --> 01:43:47.180]  You
[01:43:47.700 --> 01:43:53.400]  Know and I think it can be on the market for a while and they don't have to distract from last September's
[01:43:53.560 --> 01:43:58.540]  Hey, here's the brand new success and success plus and we have to take five minutes and tell you about this thing that we're not
[01:43:58.540 --> 01:44:00.100]  even that excited about
[01:44:00.100 --> 01:44:05.260]  And they don't have to do it again this September when they have this iPhone 7 which you know
[01:44:05.260 --> 01:44:08.940]  Who knows what it's going to do and who knows what the selling points will be but they don't have to mention it all they
[01:44:08.940 --> 01:44:13.740]  Have to do it's the only time it'll get mentioned is at the very end when they talk about pricing and they'll say
[01:44:13.740 --> 01:44:21.020]  This the 7 plus starts at this price the 7 starts $100 less at this price and
[01:44:21.660 --> 01:44:26.140]  $100 less here's the you know, we still have the 5 SE or 6
[01:44:26.140 --> 01:44:31.780]  Yeah, well we fascinating to see is will the iPhone 6 still exists next September, right?
[01:44:31.780 --> 01:44:35.340]  Yeah, that would be 7 6 s and 5 SE, right?
[01:44:36.020 --> 01:44:41.020]  It I think I do think that's where they want to go like right that might be whether right
[01:44:41.020 --> 01:44:46.660]  They would rather have the low-end phone be built to be a low-end phone because there's like if you build it from scratch
[01:44:47.540 --> 01:44:50.340]  You you again using no technologies
[01:44:50.340 --> 01:44:55.460]  But I bet you can produce it cheaper they can and they can build it to be a phone that's meant to go even further
[01:44:55.460 --> 01:44:59.720]  to our market and I won't be surprised a year later then you have the 7s the 7 the
[01:45:00.380 --> 01:45:06.240]  And then a new like a 6 SE. Yeah, and then and you still have the 5 SE
[01:45:06.240 --> 01:45:08.980]  I really think they want to go below that 450 price point
[01:45:08.980 --> 01:45:12.500]  Um, they have to it just needs to be an iPhone
[01:45:12.500 --> 01:45:18.300]  Yeah, and I kind of feel like they they you know, and again everything gets old and slow at some point
[01:45:18.300 --> 01:45:21.820]  But I kind of feel like a 8 with the 64-bit CPU
[01:45:22.660 --> 01:45:24.500]  and the
[01:45:24.500 --> 01:45:25.780]  NFC for touch ID
[01:45:25.780 --> 01:45:31.220]  I mean for Apple Apple pay with touch ID that it's a camera that that that could remain
[01:45:31.420 --> 01:45:37.100]  Relevant as the as the price point slowly dips over the next 18 months to 24 months
[01:45:37.100 --> 01:45:41.500]  It'll still be a credible phone. Yep. Totally agree. Ah
[01:45:43.460 --> 01:45:46.360]  Anything else do you see that while we were recording they came out with
[01:45:47.500 --> 01:45:53.820]  Twitter has a new feature that was rumored that they're going to let you have a setting that you can flip that will
[01:45:54.780 --> 01:45:58.780]  Show you tweets that they think are relevant to you at the top of your timeline
[01:45:58.780 --> 01:46:06.300]  And yeah, I I try to get I haven't gotten the setting on my account yet. I don't know if I'm international
[01:46:07.820 --> 01:46:11.220]  Jack Jack's tweet says just keep hitting refresh
[01:46:12.700 --> 01:46:16.500]  Just keep refreshing. It's like just keep refreshing until you get the setting
[01:46:18.540 --> 01:46:20.540]  That's funny
[01:46:20.540 --> 01:46:25.220]  The yeah, I mean, we'll see. I mean it's it's opt-in for now
[01:46:25.220 --> 01:46:29.580]  I think it's gonna be is gonna be it opt-out after a few weeks
[01:46:30.180 --> 01:46:37.860]  Some testing. Um, I like while you were away personally. Um, I've I long ago gave up on reading all my tweets
[01:46:38.740 --> 01:46:40.900]  Yeah, me too. And I think people who read all their tweets
[01:46:40.900 --> 01:46:42.560]  You probably use third-party clients anyway
[01:46:42.560 --> 01:46:47.880]  Just try to read all your tweets in the in the regular Twitter client is a hopeless cause because it doesn't save its spot
[01:46:50.180 --> 01:46:51.900]  So, yeah, I mean again
[01:46:51.900 --> 01:46:57.300]  I think I think I I think it's fine and it would have been sorely needed
[01:46:57.900 --> 01:47:03.100]  Seven eight years ago. I think they need to be careful about losing what they have now. Yeah
[01:47:04.260 --> 01:47:10.860]  It's again. I will I like comparing I like the newspaper comparison again because newspaper news is more
[01:47:11.580 --> 01:47:15.860]  widespread and popular and and value in were
[01:47:15.860 --> 01:47:21.740]  Valuable than it has ever been and Twitter like we the reason we talked about Twitter wiggly the amount of
[01:47:21.980 --> 01:47:25.780]  verbiage spent on Twitter relative to its importance in like the
[01:47:26.260 --> 01:47:32.140]  from a business perspective or all that sort of stuff is way out of whack, but it's so it I
[01:47:32.660 --> 01:47:35.260]  Love it. I know you love it and it's so
[01:47:36.180 --> 01:47:41.660]  Much part of a fabric of everything particularly politics and sports. I'm a huge NBA fan and NBA Twitter is
[01:47:41.660 --> 01:47:49.180]  Amazing. It's like this whole it's really the best the like the the the best possible manifestation of what Twitter could be
[01:47:49.300 --> 01:47:54.180]  But again, it's almost it's hard to get into your fair who to follow you get all the things in order
[01:47:55.380 --> 01:47:58.300]  But did man, how do you like just how do you make how do you make money off that?
[01:48:03.500 --> 01:48:05.500]  Let's face will figure it out
[01:48:06.420 --> 01:48:11.380]  Ben Thompson, thank you for your time. I'm blown away. I don't know about you
[01:48:11.380 --> 01:48:17.380]  I've I mean you're just for people who don't know we're recording from Philadelphia and Taipei
[01:48:17.380 --> 01:48:20.660]  I know so it's it's 1230
[01:48:21.540 --> 01:48:28.860]  Noon here and and we were talking about in our lives. We had to find jobs by reading three three
[01:48:29.500 --> 01:48:34.540]  Line tiny bits of text in the back of the newspaper, right? It is what like 1 30 a.m
[01:48:34.780 --> 01:48:39.660]  Yeah, why they and this Skype call has had zero latency
[01:48:39.660 --> 01:48:41.660]  It's unbelievable. It's I
[01:48:42.420 --> 01:48:46.540]  Don't just even if it fell apart now, I could just stop the recording and we could have to just have the show
[01:48:46.540 --> 01:48:48.540]  but I don't have to knock on wood, but
[01:48:49.100 --> 01:48:55.700]  I'm actually kind of blown away at the living in the future aspect of the recording of this episode of the show people can find
[01:48:55.700 --> 01:48:57.700]  Your stuff at the excellent
[01:48:58.220 --> 01:49:00.220]  Strateck re.com
[01:49:01.220 --> 01:49:05.780]  You could also probably just google Ben Thompson and it's gonna take you right there. Yeah
[01:49:05.780 --> 01:49:11.900]  And your Twitter account, there's Ben Thompson at Ben Thompson at Ben Thompson and and
[01:49:12.500 --> 01:49:17.620]  Podcasts exponent exponent FM. Yeah, if you like better the sound of Ben's voice if you go to exponent FM
[01:49:18.900 --> 01:49:22.940]  There's a pretty good podcast right there. Thank you for your time and thank you for
[01:49:22.940 --> 01:49:36.060]  Thank you for your time and thank you for for your insight. No, it's always a pleasure. If you think you have IBS with diarrhea talk to your doctor about new xyphaxone
